gene_id	colors
GRHL3	grey
GRHPR	grey
GRIA3	grey
GRIA4	grey
GRID2IP	grey
GRIK1	grey
GRIK1-AS1	grey
GRIK4	grey
GRIN2C	grey
GRIN2D	grey
GRIN3A	grey
GRIN3B	grey
GRINA	grey
GRIP1	grey
GRIP2	grey
GRIPAP1	grey
GRK4	grey
GRK5	grey
GRK6	yellow
GRK7	grey
GRM2	grey
GRM6	grey
GRM8	grey
GRN	grey
GRPEL1	grey
GRPEL2	grey
GRPR	grey
GRSF1	grey
GRTP1	grey
GRWD1	grey
GSDMA	grey
GSDMB	grey
GSDMC	grey
GSDMD	grey
GSG1	grey
GSG1L	grey
GSK3A	grey
GSK3B	grey
GSN	grey
GSPT1	turquoise
GSPT2	grey
GSR	grey
GSS	grey
GSTA4	grey
GSTCD	grey
GSTK1	grey
GSTM1	grey
GSTM2	grey
GSTM3	grey
GSTM4	grey
GSTO1	grey
GSTO2	grey
GSTP1	grey
GSTZ1	grey
GTDC1	grey
GTF2A1	grey
GTF2A2	grey
GTF2B	blue
GTF2E1	grey
GTF2E2	grey
GTF2F1	grey
GTF2F2	grey
GTF2H1	grey
GTF2H2	grey
GTF2H2B	grey
GTF2H2C	grey
GTF2H3	grey
GTF2H5	turquoise
GTF2I	grey
GTF2IRD1	grey
GTF2IRD2	grey
GTF2IRD2B	grey
GTF3A	grey
GTF3C1	grey
GTF3C2	grey
GTF3C3	grey
GTF3C4	grey
GTF3C5	grey
GTF3C6	grey
GTPBP1	grey
GTPBP10	grey
GTPBP2	grey
GTPBP3	grey
GTPBP4	blue
GTPBP8	grey
GTSE1	grey
GTSF1	grey
GTSF1L	grey
GUCA1A	grey
GUCA1B	grey
GUCY1A2	grey
GUCY1B2	grey
GUCY2C	grey
GUF1	grey
GUK1	grey
GUSB	grey
GUSBP1	grey
GUSBP11	grey
GUSBP2	grey
GUSBP3	grey
GUSBP5	grey
GUSBP9	grey
GVINP1	turquoise
GXYLT1	grey
GXYLT2	grey
GYG1	grey
GYPC	grey
GYPE	grey
GYS1	grey
GZF1	grey
GZMA	grey
GZMB	grey
GZMH	grey
GZMK	grey
GZMM	grey
H6PD	grey
HAAO	grey
HABP4	grey
HACE1	grey
HACL1	grey
HADH	grey
HADHA	grey
HADHB	grey
HAGH	grey
HAGHL	grey
HAL	grey
HAP1	grey
HAPLN2	grey
HAPLN3	grey
HAR1A	grey
HAR1B	grey
HARBI1	grey
HARS2	grey
HAS1	grey
HAS3	grey
HAT1	grey
HAUS1	grey
HAUS2	blue
HAUS3	blue
HAUS4	grey
HAUS5	grey
HAUS6	grey
HAUS7	grey
HAUS8	grey
HAVCR1	grey
HAVCR2	grey
HAX1	grey
HBA1	grey
HBA2	grey
HBB	grey
HBEGF	grey
HBP1	blue
HBS1L	grey
HCAR1	grey
HCAR2	grey
HCAR3	grey
HCCS	grey
HCFC1	grey
HCFC1R1	grey
HCFC2	grey
HCG11	grey
HCG18	grey
HCK	grey
HCLS1	grey
HCN2	grey
HCP5	grey
HCRT	grey
HCRTR1	grey
HCST	grey
HDAC1	grey
HDAC10	grey
HDAC11	grey
HDAC2	grey
HDAC3	grey
HDAC4	grey
HDAC5	grey
HDAC6	grey
HDAC7	grey
HDAC8	grey
HDAC9	grey
HDDC2	grey
HDDC3	grey
HDGF	grey
HDHD2	grey
HDHD3	grey
HDLBP	grey
HDX	grey
HEATR1	grey
HEATR3	grey
HEATR4	grey
HEATR5A	grey
HEATR5B	grey
HEATR6	grey
HEBP1	grey
HEBP2	grey
HECA	brown
HECTD1	brown
HECTD2	grey
HECTD3	grey
HECW1	grey
HECW2	grey
HEG1	grey
HELB	grey
HELLS	grey
HELQ	grey
HELZ	grey
HEMGN	grey
HEMK1	grey
HENMT1	grey
HEPACAM2	grey
HEPHL1	grey
HERC1	grey
HERC2	grey
HERC2P2	grey
HERC2P3	grey
HERC2P4	grey
HERC2P7	grey
HERC2P9	grey
HERC3	grey
HERC4	grey
HERC5	grey
HERC6	grey
HERPUD1	grey
HERPUD2	grey
HES1	grey
HES2	grey
HES4	grey
HES6	grey
HESX1	grey
HEXA	grey
HEXB	grey
HEXIM1	grey
HEXIM2	grey
HEY1	grey
HEY2	grey
HEYL	grey
HFE	grey
HGD	grey
HGF	grey
HGS	grey
HGSNAT	grey
HHAT	grey
HHEX	grey
HHIPL1	grey
HHIPL2	grey
HHLA2	grey
HHLA3	grey
HIBADH	grey
HIBCH	grey
HIC1	grey
HIC2	grey
HIF1A	blue
HIF1AN	grey
HIF3A	grey
HIGD1A	grey
HIGD1B	grey
HIGD1C	grey
HIGD2A	grey
HILPDA	grey
HINFP	grey
HINT1	grey
HINT2	grey
HINT3	grey
HIP1	grey
HIP1R	grey
HIPK1	grey
HIPK2	grey
HIPK3	grey
HIPK4	grey
HIRA	grey
HIRIP3	grey
HIVEP1	blue
HIVEP2	grey
HIVEP3	grey
HJURP	grey
HK1	grey
HK2	grey
HK3	grey
HKDC1	grey
HLA-A	grey
HLA-B	grey
HLA-C	grey
HLA-DMA	grey
HLA-DMB	grey
HLA-DQA1	grey
HLA-DQB1	grey
HLA-DRA	grey
HLA-DRB1	grey
HLA-DRB5	grey
HLA-E	grey
HLA-F	grey
HLA-F-AS1	grey
HLA-H	grey
HLCS	grey
HLF	grey
HLTF	grey
HLX	grey
HM13	grey
HMBOX1	grey
HMBS	grey
HMCN1	grey
HMG20A	grey
HMG20B	grey
HMGA1	grey
HMGA2	grey
HMGB1	grey
HMGB2	grey
HMGB3	grey
HMGCL	grey
HMGCR	grey
HMGCS1	grey
HMGN1	grey
HMGN2	grey
HMGN2P46	grey
HMGN3	grey
HMGN4	grey
HMGN5	grey
HMGXB3	grey
HMGXB4	grey
HMMR	grey
HMOX1	grey
HMOX2	grey
HMSD	grey
HNF1A	grey
HNF1A-AS1	grey
HNMT	grey
HNRNPA0	grey
HNRNPA1	grey
HNRNPA2B1	grey
HNRNPA3	brown
HNRNPA3P1	grey
HNRNPAB	yellow
HNRNPC	grey
HNRNPD	grey
HNRNPF	grey
HNRNPH1	brown
HNRNPH2	grey
HNRNPH3	grey
HNRNPK	grey
HNRNPKP3	grey
HNRNPL	grey
HNRNPM	grey
HNRNPR	grey
HNRNPU	grey
HNRNPUL1	grey
HNRNPUL2	grey
HOMER1	grey
HOMER2	grey
HOMER3	grey
HOMEZ	grey
HOOK1	grey
HOOK2	grey
HOOK3	grey
HOPX	grey
HORMAD1	grey
HORMAD2	grey
HOTAIRM1	grey
HOXA1	grey
HOXA10	grey
HOXA2	grey
HOXA3	grey
HOXA4	grey
HOXA5	grey
HOXB2	grey
HOXB3	grey
HOXB4	grey
HOXB7	grey
HOXC4	grey
HP	grey
HP1BP3	grey
HPCAL1	grey
HPCAL4	grey
HPD	grey
HPDL	grey
HPGD	grey
HPGDS	grey
HPN	grey
HPR	grey
HPRT1	grey
HPS1	grey
HPS3	grey
HPS4	grey
HPS5	grey
HPS6	yellow
HPSE	grey
HPSE2	grey
HPX	grey
HPYR1	grey
HRH1	grey
HRH2	grey
HRH4	grey
HS1BP3	grey
HS2ST1	grey
HS3ST1	grey
HS3ST3A1	grey
HS3ST3B1	grey
HS6ST1	grey
HSBP1	grey
HSBP1L1	grey
HSCB	grey
HSD11B1	grey
HSD11B1L	grey
HSD11B2	grey
HSD17B1	grey
HSD17B10	grey
HSD17B11	grey
HSD17B12	grey
HSD17B13	grey
HSD17B14	grey
HSD17B2	grey
HSD17B4	turquoise
HSD17B6	grey
HSD17B7	grey
HSD17B7P2	grey
HSD3B7	grey
HSDL1	grey
HSDL2	grey
HSF1	grey
HSF2	grey
HSF2BP	grey
HSF4	grey
HSF5	grey
HSH2D	grey
HSP90AA1	grey
HSP90AA6P	grey
HSP90AB1	grey
HSP90AB2P	brown
HSP90AB3P	grey
HSP90AB4P	grey
HSP90B1	grey
HSPA12B	grey
HSPA13	grey
HSPA14	grey
HSPA2	grey
HSPA4	grey
HSPA4L	grey
HSPA5	grey
HSPA6	grey
HSPA8	grey
HSPA9	turquoise
HSPB1	grey
HSPB11	grey
HSPB9	grey
HSPBAP1	grey
HSPBP1	grey
HSPD1	grey
HSPE1	grey
HSPG2	grey
HSPH1	grey
HTATIP2	grey
HTATSF1	grey
HTR1D	grey
HTR2B	grey
HTR6	grey
HTR7	grey
HTR7P1	grey
HTRA2	grey
HTRA4	grey
HTT	grey
HULC	grey
HUNK	grey
HUS1	grey
HUS1B	grey
HUWE1	grey
HVCN1	grey
HYAL1	grey
HYAL2	grey
HYAL3	grey
HYAL4	grey
HYDIN	grey
HYLS1	grey
HYMAI	grey
HYOU1	grey
IAH1	grey
IARS2	grey
IBA57	grey
IBTK	grey
ICA1	grey
ICA1L	grey
ICAM1	grey
ICAM2	blue
ICAM3	grey
ICMT	grey
ICOS	turquoise
ICOSLG	grey
ID1	grey
ID2	grey
ID3	grey
IDE	grey
IDH1	grey
IDH2	grey
IDH3A	grey
IDH3B	grey
IDH3G	grey
IDI1	turquoise
IDI2	grey
IDI2-AS1	turquoise
IDO1	grey
IDS	grey
IDUA	grey
IER2	grey
IER3IP1	grey
IER5	grey
IER5L	grey
IFFO1	grey
IFFO2	grey
IFI16	grey
IFI27L2	grey
IFI30	grey
IFI35	grey
IFI44	grey
IFI44L	grey
IFI6	grey
IFIH1	grey
IFIT1	grey
IFIT1B	grey
IFIT2	grey
IFIT3	grey
IFIT5	grey
IFITM1	grey
IFITM2	grey
IFITM3	grey
IFNAR1	grey
IFNAR2	grey
IFNG	grey
IFNGR1	grey
IFNGR2	grey
IFNW1	grey
IFRD1	turquoise
IFRD2	grey
IFT122	grey
IFT140	grey
IFT172	grey
IFT20	grey
IFT27	grey
IFT43	grey
IFT46	grey
IFT52	grey
IFT57	grey
IFT74	grey
IFT80	grey
IFT81	grey
IFT88	grey
IGBP1	grey
IGBP1P1	grey
IGDCC4	grey
IGF1	grey
IGF1R	grey
IGF2BP2	grey
IGF2BP3	grey
IGF2R	grey
IGFALS	grey
IGFBP3	grey
IGFBP4	grey
IGFBP6	grey
IGFBP7	grey
IGFBPL1	grey
IGFL2	grey
IGFLR1	grey
IGHMBP2	grey
IGIP	grey
IGLL5	grey
IGSF11	grey
IGSF22	grey
IGSF3	grey
IGSF6	grey
IGSF8	grey
IGSF9	grey
IGSF9B	grey
IHH	grey
IK	grey
IKBIP	grey
IKBKB	grey
IKBKE	grey
IKBKG	grey
IKZF1	grey
IKZF2	grey
IKZF3	grey
IKZF4	grey
IKZF5	blue
IL10	grey
IL10RA	grey
IL10RB	grey
IL11	grey
IL11RA	grey
IL12A	grey
IL12RB1	grey
IL12RB2	grey
IL13	grey
IL13RA1	grey
IL15	grey
IL15RA	grey
IL16	grey
IL17A	grey
IL17B	grey
IL17C	grey
IL17D	grey
IL17F	grey
IL17RA	grey
IL17RB	grey
IL17RC	grey
IL17RD	grey
IL17RE	grey
IL17REL	grey
IL18	grey
IL18BP	grey
IL18R1	grey
IL18RAP	grey
IL1B	grey
IL1R1	grey
IL1R2	grey
IL1RAP	grey
IL1RL1	grey
IL1RL2	grey
IL1RN	grey
IL2	grey
IL20	grey
IL20RB	grey
IL21	grey
IL21R	grey
IL22	grey
IL23A	grey
IL23R	grey
IL24	grey
IL26	grey
IL27	grey
IL27RA	grey
IL2RA	grey
IL2RB	grey
IL2RG	grey
IL31RA	grey
IL32	grey
IL34	grey
IL4	grey
IL4I1	grey
IL4R	grey
IL5	grey
IL5RA	grey
IL6R	grey
IL6ST	grey
IL7	grey
IL7R	grey
ILDR1	grey
ILDR2	grey
ILF2	grey
ILF3	grey
ILK	grey
ILKAP	grey
ILVBL	grey
IMMP1L	grey
IMMP2L	grey
IMMT	grey
IMP3	grey
IMP4	grey
IMPA1	grey
IMPA2	grey
IMPACT	grey
IMPDH1	grey
IMPDH2	grey
IMPG2	grey
INCA1	grey
INCENP	grey
INE1	grey
INF2	grey
ING1	grey
ING2	grey
ING3	blue
ING4	blue
ING5	grey
INGX	grey
INHBC	grey
INHBE	grey
INMT	grey
INO80	grey
INO80B	grey
INO80C	grey
INO80D	grey
INO80E	grey
INPP1	grey
INPP4A	grey
INPP4B	grey
INPP5A	grey
INPP5B	grey
INPP5D	grey
INPP5E	grey
INPP5F	grey
INPP5J	grey
INPP5K	grey
INPPL1	grey
INSIG1	grey
INSIG2	grey
INSL3	grey
INSL4	grey
INSL6	grey
INSR	grey
INSRR	grey
INTS1	grey
INTS10	grey
INTS12	grey
INTS2	grey
INTS3	grey
INTS4	grey
INTS5	grey
INTS6	grey
INTS7	grey
INTS8	grey
INTS9	grey
INVS	grey
IP6K1	grey
IP6K2	grey
IPCEF1	turquoise
IPMK	grey
IPO11	grey
IPO13	grey
IPO4	grey
IPO5	grey
IPO7	grey
IPO8	grey
IPO9	grey
IPP	grey
IPPK	grey
IQCA1	grey
IQCB1	grey
IQCC	grey
IQCD	grey
IQCE	grey
IQCG	grey
IQCH	grey
IQCK	grey
IQGAP1	grey
IQGAP2	grey
IQGAP3	grey
IQSEC1	grey
IQSEC2	grey
IQSEC3	grey
IQUB	grey
IRAK1	grey
IRAK1BP1	grey
IRAK2	grey
IRAK3	grey
IRAK4	grey
IREB2	grey
IRF1	grey
IRF2	turquoise
IRF2BP1	grey
IRF2BP2	grey
IRF2BPL	grey
IRF3	grey
IRF4	grey
IRF5	grey
IRF6	grey
IRF7	grey
IRF8	grey
IRF9	grey
IRGC	grey
IRGM	grey
IRGQ	grey
IRS1	grey
IRS2	turquoise
IRX5	grey
ISCA1	turquoise
ISCA2	grey
ISCU	grey
ISG15	grey
ISG20	grey
ISG20L2	grey
ISL2	grey
ISLR2	grey
ISM1	grey
ISOC1	grey
ISOC2	grey
IST1	grey
ISY1	grey
ISYNA1	grey
ITCH	grey
ITFG1	grey
ITFG2	grey
ITGA1	grey
ITGA10	grey
ITGA11	grey
ITGA2	grey
ITGA2B	grey
ITGA3	grey
ITGA4	grey
ITGA5	grey
ITGA6	grey
ITGA7	grey
ITGA9	grey
ITGAE	grey
ITGAL	grey
ITGAM	grey
ITGAV	grey
ITGAX	grey
ITGB1	grey
ITGB1BP1	grey
ITGB1BP2	grey
ITGB2	grey
ITGB3	grey
ITGB3BP	grey
ITGB4	grey
ITGB5	grey
ITGB7	grey
ITGB8	grey
ITIH2	grey
ITIH3	grey
ITIH4	grey
ITIH5	grey
ITK	grey
ITLN1	grey
ITM2A	grey
ITM2B	grey
ITM2C	grey
ITPA	grey
ITPK1	grey
ITPKA	grey
ITPKB	grey
ITPKC	grey
ITPR1	grey
ITPR2	grey
ITPR3	grey
ITPRIP	grey
ITPRIPL1	grey
ITPRIPL2	grey
ITSN1	grey
ITSN2	grey
IVD	grey
IVNS1ABP	grey
IWS1	grey
IZUMO4	grey
JAG1	grey
JAG2	grey
JAGN1	grey
JAK1	grey
JAK2	grey
JAK3	grey
JAKMIP1	grey
JAKMIP2	grey
JAKMIP3	grey
JAM2	grey
JAM3	grey
JARID2	grey
JAZF1	grey
JDP2	grey
JKAMP	grey
JMJD1C	blue
JMJD4	grey
JMJD6	turquoise
JMJD7	grey
JMJD8	grey
JMY	blue
JOSD1	turquoise
JOSD2	grey
JPH3	grey
JPH4	grey
JPX	grey
JRK	grey
JRKL	grey
JSRP1	grey
JTB	grey
JUN	grey
JUNB	turquoise
JUND	turquoise
JUP	grey
KALRN	grey
KANK1	grey
KANK2	grey
KANK3	grey
KANK4	grey
KANSL1	grey
KANSL1L	grey
KANSL2	grey
KANSL3	grey
KAT2A	grey
KAT2B	grey
KAT5	grey
KAT6A	grey
KAT6B	grey
KAT7	grey
KAT8	yellow
KATNA1	grey
KATNAL1	grey
KATNAL2	grey
KATNB1	grey
KAZN	grey
KBTBD12	grey
KBTBD2	blue
KBTBD3	grey
KBTBD4	grey
KBTBD6	grey
KBTBD7	grey
KBTBD8	blue
KCMF1	grey
KCNA2	grey
KCNA3	grey
KCNA6	grey
KCNA7	grey
KCNAB1	grey
KCNAB2	grey
KCNAB3	grey
KCNC1	grey
KCNC3	grey
KCNC4	yellow
KCND1	grey
KCNE1	grey
KCNE3	grey
KCNE4	grey
KCNG3	grey
KCNH1	grey
KCNH2	grey
KCNH3	grey
KCNH4	grey
KCNH6	grey
KCNH7	grey
KCNH8	grey
KCNIP2	grey
KCNIP4	grey
KCNJ1	grey
KCNJ10	grey
KCNJ11	grey
KCNJ12	grey
KCNJ13	grey
KCNJ14	grey
KCNJ15	grey
KCNJ9	grey
KCNK1	grey
KCNK10	grey
KCNK12	grey
KCNK17	grey
KCNK5	grey
KCNK6	grey
KCNK7	grey
KCNK9	grey
KCNMA1	grey
KCNMB1	grey
KCNMB3	grey
KCNMB4	grey
KCNN1	grey
KCNN2	grey
KCNN3	grey
KCNN4	grey
KCNQ1	grey
KCNQ1OT1	grey
KCNQ2	grey
KCNQ3	grey
KCNQ4	grey
KCNQ5	grey
KCNRG	grey
KCNS1	grey
KCNS2	grey
KCNT1	grey
KCNV2	grey
KCP	grey
KCTD1	grey
KCTD10	grey
KCTD11	grey
KCTD12	grey
KCTD13	grey
KCTD15	grey
KCTD16	grey
KCTD17	yellow
KCTD18	grey
KCTD19	grey
KCTD2	grey
KCTD20	grey
KCTD21	grey
KCTD3	grey
KCTD4	grey
KCTD5	grey
KCTD6	grey
KCTD7	grey
KCTD9	grey
KDELR1	grey
KDELR2	grey
KDELR3	grey
KDM1A	grey
KDM1B	grey
KDM2A	turquoise
KDM2B	grey
KDM3A	grey
KDM3B	grey
KDM4A	grey
KDM4B	yellow
KDM4C	grey
KDM4D	grey
KDM5A	grey
KDM5B	grey
KDM5C	grey
KDM5D	grey
KDM6A	grey
KDM6B	grey
KDSR	grey
KEAP1	grey
KHDC1	grey
KHDC1L	grey
KHDRBS1	yellow
KHDRBS2	grey
KHK	grey
KHNYN	grey
KHSRP	grey
KIAA0040	turquoise
KIAA0087	grey
KIAA0100	grey
KIAA0232	grey
KIAA0319	grey
KIAA0319L	grey
KIAA0513	grey
KIAA0586	grey
KIAA0753	grey
KIAA0825	grey
KIAA0895	grey
KIAA0895L	grey
KIAA0930	grey
KIAA1109	brown
KIAA1143	grey
KIAA1191	grey
KIAA1217	grey
KIAA1328	grey
KIAA1522	grey
KIAA1549	grey
KIAA1586	grey
KIAA1614	grey
KIAA1671	grey
KIAA1755	grey
KIAA1958	grey
KIAA2013	grey
KIAA2026	brown
KIDINS220	grey
KIF11	grey
KIF13A	grey
KIF13B	grey
KIF14	grey
KIF15	grey
KIF16B	grey
KIF18A	grey
KIF18B	grey
KIF19	grey
KIF1A	grey
KIF1B	grey
KIF1C	grey
KIF20A	grey
KIF20B	grey
KIF21A	grey
KIF21B	grey
KIF22	grey
KIF23	grey
KIF24	grey
KIF26A	grey
KIF27	grey
KIF2A	grey
KIF2C	grey
KIF3A	grey
KIF3B	grey
KIF3C	grey
KIF4A	grey
KIF4B	grey
KIF5A	grey
KIF5B	brown
KIF5C	grey
KIF9	grey
KIFAP3	grey
KIFC2	yellow
KIFC3	grey
KIN	grey
KIR3DL2	grey
KIRREL2	grey
KIRREL3	grey
KISS1R	grey
KIT	grey
KITLG	grey
KL	grey
KLB	grey
KLC1	grey
KLC2	grey
KLC3	grey
KLC4	grey
KLF1	grey
KLF10	grey
KLF11	grey
KLF12	grey
KLF13	grey
KLF16	grey
KLF2	grey
KLF3	turquoise
KLF4	grey
KLF5	grey
KLF6	grey
KLF7	grey
KLF8	grey
KLF9	grey
KLHDC1	grey
KLHDC10	grey
KLHDC2	grey
KLHDC3	grey
KLHDC4	grey
KLHDC7B	grey
KLHDC8B	grey
KLHDC9	grey
KLHL10	grey
KLHL11	grey
KLHL12	grey
KLHL13	grey
KLHL15	grey
KLHL17	grey
KLHL18	grey
KLHL2	grey
KLHL20	grey
KLHL21	grey
KLHL22	grey
KLHL24	blue
KLHL25	grey
KLHL26	grey
KLHL28	grey
KLHL29	grey
KLHL3	grey
KLHL31	grey
KLHL32	grey
KLHL34	grey
KLHL35	grey
KLHL36	grey
KLHL4	grey
KLHL5	grey
KLHL6	grey
KLHL7	grey
KLHL8	grey
KLHL9	grey
KLK1	grey
KLK14	grey
KLKB1	grey
KLLN	grey
KLRB1	grey
KLRC1	grey
KLRC2	grey
KLRC3	grey
KLRC4	grey
KLRD1	grey
KLRF1	grey
KLRG1	grey
KLRK1	grey
KMO	grey
KNDC1	grey
KNG1	grey
KNTC1	grey
KPNA1	grey
KPNA2	turquoise
KPNA3	grey
KPNA4	grey
KPNA5	brown
KPNA6	grey
KPNB1	grey
KPTN	grey
KRAS	grey
KRBA1	grey
KRBA2	grey
KRBOX1	grey
KRCC1	turquoise
KREMEN1	grey
KREMEN2	grey
KRI1	grey
KRIT1	grey
KRR1	brown
KRT1	grey
KRT10	grey
KRT18	grey
KRT18P55	grey
KRT2	grey
KRT7	grey
KRT72	grey
KRT73	grey
KRT8	grey
KRT86	grey
KRTAP5-8	grey
KRTAP5-9	grey
KRTCAP2	grey
KRTCAP3	grey
KSR1	grey
KSR2	grey
KTI12	grey
KTN1	grey
KTN1-AS1	grey
KXD1	grey
KY	grey
KYNU	grey
L1CAM	grey
L1TD1	grey
L2HGDH	grey
L3MBTL1	grey
L3MBTL2	grey
L3MBTL3	grey
L3MBTL4	grey
LACC1	grey
LACTB	grey
LACTB2	grey
LAG3	grey
LAGE3	grey
LAIR1	grey
LAMA2	grey
LAMA3	grey
LAMA5	grey
LAMB1	grey
LAMB2	grey
LAMB2P1	grey
LAMB3	grey
LAMC2	grey
LAMC3	grey
LAMP1	grey
LAMP2	grey
LAMP3	grey
LAMP5	grey
LAMTOR1	grey
LAMTOR2	blue
LAMTOR3	grey
LANCL1	grey
LANCL2	grey
LANCL3	grey
LAP3	grey
LAPTM4A	blue
LAPTM4B	grey
LAPTM5	grey
LARP1	grey
LARP1B	grey
LARP4	grey
LARP4B	grey
LARP7	grey
LARS2	grey
LAS1L	grey
LASP1	blue
LAT	grey
LAT2	grey
LATS1	grey
LATS2	grey
LAX1	grey
LAYN	grey
LBH	grey
LBR	grey
LBX2	grey
LCA5	grey
LCA5L	grey
LCAT	grey
LCK	grey
LCLAT1	grey
LCMT1	grey
LCMT2	grey
LCN2	grey
LCOR	grey
LCORL	grey
LCP1	grey
LCP2	grey
LCT	grey
LCTL	grey
LDB1	grey
LDB2	grey
LDB3	grey
LDHA	grey
LDHAL6A	grey
LDHB	grey
LDHC	grey
LDHD	grey
LDLR	grey
LDLRAD3	grey
LDLRAP1	grey
LDOC1	grey
LEAP2	grey
LEF1	grey
LEKR1	grey
LEMD2	grey
LEMD3	grey
LENEP	grey
LENG8	grey
LEO1	grey
LEP	grey
LEPR	grey
LEPROT	grey
LEPROTL1	blue
LETM1	grey
LETM2	grey
LETMD1	grey
LFNG	grey
LGALS1	grey
LGALS12	grey
LGALS14	grey
LGALS17A	grey
LGALS2	grey
LGALS3	grey
LGALS3BP	grey
LGALS4	grey
LGALS8	grey
LGALS8-AS1	grey
LGALS9	grey
LGALS9B	grey
LGALS9C	grey
LGALSL	grey
LGI4	grey
LGMN	grey
LGR4	grey
LGR6	grey
LGSN	grey
LHB	grey
LHFPL1	grey
LHFPL2	grey
LHFPL3	grey
LHFPL4	grey
LHFPL5	grey
LHPP	grey
LHX4	grey
LIAS	grey
LIF	grey
LIFR	grey
LIG1	grey
LIG3	grey
LIG4	grey
LILRB3	grey
LIMA1	grey
LIMD1	grey
LIMD2	grey
LIME1	grey
LIMK1	grey
LIMK2	grey
LIMS1	grey
LIMS2	grey
LIN28A	grey
LIN37	grey
LIN52	grey
LIN54	grey
LIN7A	grey
LIN7B	grey
LIN7C	grey
LIN9	grey
LINC00092	grey
LINC00115	grey
LINC00158	grey
LINC00167	grey
LINC00173	grey
LINC00174	grey
LINC00184	grey
LINC00200	grey
LINC00239	grey
LINC00240	grey
LINC00265	grey
LINC00271	grey
LINC00294	grey
LINC00299	grey
LINC00304	grey
LINC00310	grey
LINC00315	grey
LINC00324	grey
LINC00327	grey
LINC00330	grey
LINC00336	grey
LINC00339	grey
LINC00426	grey
LINC00467	grey
LINC00470	grey
LINC00471	grey
LINC00476	grey
LINC00487	grey
LINC00494	grey
LINC00511	grey
LINC00520	grey
LINC00526	grey
LINC00536	grey
LINGO3	grey
LINGO4	grey
LIPA	grey
LIPC	grey
LIPE	grey
LIPH	grey
LIPJ	grey
LIPN	grey
LIPT1	grey
LIPT2	grey
LITAF	grey
LIX1	grey
LIX1L	grey
LLGL1	grey
LLGL2	grey
LLPH	grey
LMAN1	grey
LMAN2	grey
LMAN2L	grey
LMBR1	grey
LMBR1L	grey
LMBRD1	grey
LMBRD2	grey
LMCD1	grey
LMF1	grey
LMF2	grey
LMLN	grey
LMNA	grey
LMNB1	grey
LMNB2	grey
LMO1	grey
LMO2	grey
LMO4	grey
LMO7	grey
LMOD2	grey
LMOD3	grey
LMTK2	grey
LMTK3	grey
LNP1	grey
LNPEP	grey
LNX1	grey
LNX2	grey
LOH12CR2	grey
LONP1	grey
LONP2	grey
LONRF1	grey
LONRF2	grey
LONRF3	grey
LOX	grey
LOXHD1	grey
LOXL1	grey
LOXL2	grey
LOXL3	grey
LOXL4	grey
LPAL2	grey
LPAR1	grey
LPAR2	grey
LPAR3	grey
LPAR5	grey
LPAR6	grey
LPCAT1	grey
LPCAT2	grey
LPCAT3	grey
LPCAT4	grey
LPGAT1	grey
LPIN1	grey
LPIN2	grey
LPIN3	grey
LPL	grey
LPO	grey
LPP	grey
LPP-AS2	grey
LPXN	turquoise
LRAT	grey
LRBA	brown
LRCH1	grey
LRCH3	grey
LRCH4	yellow
LRFN1	grey
LRFN2	grey
LRFN3	grey
LRFN4	grey
LRG1	grey
LRGUK	grey
LRIF1	grey
LRIG1	grey
LRIG2	grey
LRIG3	grey
LRIT3	grey
LRP1	grey
LRP10	grey
LRP11	grey
LRP12	grey
LRP1B	grey
LRP2BP	grey
LRP5	grey
LRP5L	grey
LRP6	grey
LRP8	grey
LRPAP1	grey
LRPPRC	grey
LRR1	grey
LRRC1	grey
LRRC14	grey
LRRC17	grey
LRRC19	grey
LRRC2	grey
LRRC20	grey
LRRC23	grey
LRRC25	grey
LRRC27	grey
LRRC28	grey
LRRC29	grey
LRRC3	grey
LRRC32	grey
LRRC34	grey
LRRC37A	grey
LRRC37A2	grey
LRRC37A3	grey
LRRC37B	grey
LRRC37BP1	grey
LRRC39	grey
LRRC4	grey
LRRC40	grey
LRRC41	grey
LRRC42	grey
LRRC43	grey
LRRC45	grey
LRRC46	grey
LRRC47	grey
LRRC49	grey
LRRC4B	grey
LRRC57	grey
LRRC58	grey
LRRC59	turquoise
LRRC61	grey
LRRC66	grey
LRRC69	grey
LRRC7	grey
LRRC70	grey
LRRC73	grey
LRRC8A	grey
LRRC8B	grey
LRRC8C	grey
LRRC8D	grey
LRRC8E	grey
LRRCC1	grey
LRRD1	grey
LRRFIP1	grey
LRRFIP2	grey
LRRIQ3	grey
LRRK1	grey
LRRK2	grey
LRRN1	grey
LRRN2	grey
LRRN3	grey
LRRN4	grey
LRRN4CL	grey
LRRTM2	grey
LRSAM1	grey
LRTM2	grey
LRTOMT	grey
LRWD1	grey
LSG1	grey
LSM1	grey
LSM10	blue
LSM11	grey
LSM12	grey
LSM14A	grey
LSM14B	grey
LSM3	grey
LSM4	grey
LSM5	grey
LSM6	grey
LSM7	grey
LSP1	grey
LSR	yellow
LSS	grey
LTA4H	grey
LTB4R	grey
LTB4R2	grey
LTBP1	grey
LTBP2	grey
LTBP3	grey
LTBP4	grey
LTBR	grey
LTC4S	grey
LTK	grey
LTN1	grey
LTV1	grey
LUC7L	grey
LUC7L2	brown
LUC7L3	grey
LURAP1	grey
LUZP1	grey
LXN	grey
LY6E	grey
LY75	grey
LY86	grey
LY86-AS1	grey
