##Databases: KEGG PATHWAY, Reactome, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
SMAD binding	Gene Ontology	GO:0046332	3	49	0.000392035632145	0.00288136688863	TGFBR2|TGFBR1|FKBP1A	http://amigo.geneontology.org/amigo/term/GO:0046332
response to cholesterol	Gene Ontology	GO:0070723	2	9	0.000396458752346	0.00288136688863	TGFBR2|TGFBR1	http://amigo.geneontology.org/amigo/term/GO:0070723
type I transforming growth factor beta receptor binding	Gene Ontology	GO:0034713	2	9	0.000396458752346	0.00288136688863	TGFBR2|FKBP1A	http://amigo.geneontology.org/amigo/term/GO:0034713
negative regulation of lipid storage	Gene Ontology	GO:0010888	2	9	0.000396458752346	0.00288136688863	CRP|TNF	http://amigo.geneontology.org/amigo/term/GO:0010888
somatic stem cell division	Gene Ontology	GO:0048103	2	9	0.000396458752346	0.00288136688863	WNT3A|KIT	http://amigo.geneontology.org/amigo/term/GO:0048103
IkappaB kinase complex	Gene Ontology	GO:0008385	2	9	0.000396458752346	0.00288136688863	IKBKB|CHUK	http://amigo.geneontology.org/amigo/term/GO:0008385
G protein-coupled adenosine receptor signaling pathway	Gene Ontology	GO:0001973	2	9	0.000396458752346	0.00288136688863	ADORA2A|ADORA2B	http://amigo.geneontology.org/amigo/term/GO:0001973
transforming growth factor beta-activated receptor activity	Gene Ontology	GO:0005024	2	9	0.000396458752346	0.00288136688863	TGFBR2|TGFBR1	http://amigo.geneontology.org/amigo/term/GO:0005024
negative regulation of cholesterol storage	Gene Ontology	GO:0010887	2	9	0.000396458752346	0.00288136688863	PPARG|PPARD	http://amigo.geneontology.org/amigo/term/GO:0010887
monoamine transmembrane transporter activity	Gene Ontology	GO:0008504	2	9	0.000396458752346	0.00288136688863	SLC6A3|SLC6A2	http://amigo.geneontology.org/amigo/term/GO:0008504
epidermal growth factor receptor signaling pathway	Gene Ontology	GO:0007173	3	50	0.000414738598809	0.00298971456052	SRC|PTPN11|PTK2	http://amigo.geneontology.org/amigo/term/GO:0007173
regulation of synaptic vesicle exocytosis	Gene Ontology	GO:2000300	3	50	0.000414738598809	0.00298971456052	ADORA2A|ADORA2B|CHRM2	http://amigo.geneontology.org/amigo/term/GO:2000300
negative regulation of apoptotic process	Gene Ontology	GO:0043066	7	487	0.000417087670558	0.00299852217212	SRC|PTK2|TP53|PIM1|IKBKB|PPARD|KDR	http://amigo.geneontology.org/amigo/term/GO:0043066
protein-containing complex binding	Gene Ontology	GO:0044877	6	349	0.000434557952384	0.00310732299285	SLC6A3|ADORA2A|ATM|CHUK|CASP8|ADRB2	http://amigo.geneontology.org/amigo/term/GO:0044877
positive regulation of cell migration	Gene Ontology	GO:0030335	5	227	0.000444959367818	0.00316468427379	ATM|TGFBR1|PTK2|KDR|KIT	http://amigo.geneontology.org/amigo/term/GO:0030335
cytoplasmic side of plasma membrane	Gene Ontology	GO:0009898	3	52	0.000462640642833	0.0032729364626	IKBKB|CHUK|KIT	http://amigo.geneontology.org/amigo/term/GO:0009898
positive regulation of neuron apoptotic process	Gene Ontology	GO:0043525	3	52	0.000462640642833	0.0032729364626	ATM|TP53|TNF	http://amigo.geneontology.org/amigo/term/GO:0043525
amyloid fibril formation	Gene Ontology	GO:1990000	2	10	0.000474905720056	0.00328116679311	MDM2|FKBP1A	http://amigo.geneontology.org/amigo/term/GO:1990000
negative regulation of cell adhesion mediated by integrin	Gene Ontology	GO:0033629	2	10	0.000474905720056	0.00328116679311	PTPN11|PDE3B	http://amigo.geneontology.org/amigo/term/GO:0033629
cholinergic synapse	Gene Ontology	GO:0098981	2	10	0.000474905720056	0.00328116679311	CHRM2|CHRM1	http://amigo.geneontology.org/amigo/term/GO:0098981
response to salt stress	Gene Ontology	GO:0009651	2	10	0.000474905720056	0.00328116679311	TNF|TP53	http://amigo.geneontology.org/amigo/term/GO:0009651
negative regulation of collagen biosynthetic process	Gene Ontology	GO:0032966	2	10	0.000474905720056	0.00328116679311	PPARG|PPARD	http://amigo.geneontology.org/amigo/term/GO:0032966
negative regulation of production of miRNAs involved in gene silencing by miRNA	Gene Ontology	GO:1903799	2	10	0.000474905720056	0.00328116679311	TNF|TP53	http://amigo.geneontology.org/amigo/term/GO:1903799
positive regulation of programmed cell death	Gene Ontology	GO:0043068	2	10	0.000474905720056	0.00328116679311	TNF|RARG	http://amigo.geneontology.org/amigo/term/GO:0043068
cellular defense response	Gene Ontology	GO:0006968	3	53	0.000487864579831	0.00335328109134	ADORA2A|ADORA2B|ITK	http://amigo.geneontology.org/amigo/term/GO:0006968
negative regulation of transcription by RNA polymerase II	Gene Ontology	GO:0000122	9	832	0.000495126981518	0.00339442724442	TP53|RARG|WDTC1|NR1I3|PPARG|PPARD|TNF|MDM2|FGFR1	http://amigo.geneontology.org/amigo/term/GO:0000122
response to mechanical stimulus	Gene Ontology	GO:0009612	3	54	0.000513953505305	0.00349646118699	TGFBR2|SRC|PPARG	http://amigo.geneontology.org/amigo/term/GO:0009612
glucose metabolic process	Gene Ontology	GO:0006006	3	55	0.000540919558135	0.00362429729128	PPARD|TNF|WDTC1	http://amigo.geneontology.org/amigo/term/GO:0006006
positive regulation of protein localization to plasma membrane	Gene Ontology	GO:1903078	3	55	0.000540919558135	0.00362429729128	WNT3A|TNF|EPHA2	http://amigo.geneontology.org/amigo/term/GO:1903078
ion channel binding	Gene Ontology	GO:0044325	4	133	0.000549667171742	0.00367365496692	SRC|SCN5A|PDE4D|FKBP1A	http://amigo.geneontology.org/amigo/term/GO:0044325
transferrin receptor binding	Gene Ontology	GO:1990459	2	11	0.000560255812085	0.00370716532375	IKBKB|CHUK	http://amigo.geneontology.org/amigo/term/GO:1990459
CD40 receptor complex	Gene Ontology	GO:0035631	2	11	0.000560255812085	0.00370716532375	IKBKB|CHUK	http://amigo.geneontology.org/amigo/term/GO:0035631
protein processing	Gene Ontology	GO:0016485	3	56	0.000568774761975	0.00373565646137	PCSK7|PCSK4|FURIN	http://amigo.geneontology.org/amigo/term/GO:0016485
response to lipopolysaccharide	Gene Ontology	GO:0032496	4	137	0.000612399873168	0.0040122750311	CYP1A2|CHUK|CASP8|GGT5	http://amigo.geneontology.org/amigo/term/GO:0032496
neuronal cell body	Gene Ontology	GO:0043025	6	376	0.000637972981097	0.00416204913768	SLC6A3|ADORA2A|ANG|DHODH|CHRM2|HSP90AA1	http://amigo.geneontology.org/amigo/term/GO:0043025
positive regulation of podosome assembly	Gene Ontology	GO:0071803	2	12	0.000652471612938	0.00416204913768	SRC|TNF	http://amigo.geneontology.org/amigo/term/GO:0071803
activation of MAPKKK activity	Gene Ontology	GO:0000185	2	12	0.000652471612938	0.00416204913768	GCK|TNF	http://amigo.geneontology.org/amigo/term/GO:0000185
ethanol oxidation	Gene Ontology	GO:0006069	2	12	0.000652471612938	0.00416204913768	ALDH1A1|ADH1A	http://amigo.geneontology.org/amigo/term/GO:0006069
I-kappaB phosphorylation	Gene Ontology	GO:0007252	2	12	0.000652471612938	0.00416204913768	IKBKB|CHUK	http://amigo.geneontology.org/amigo/term/GO:0007252
3',5'-cyclic-AMP phosphodiesterase activity	Gene Ontology	GO:0004115	2	12	0.000652471612938	0.00416204913768	PDE4D|PDE3B	http://amigo.geneontology.org/amigo/term/GO:0004115
embryonic camera-type eye development	Gene Ontology	GO:0031076	2	12	0.000652471612938	0.00416204913768	RARG|ALDH1A2	http://amigo.geneontology.org/amigo/term/GO:0031076
cellular response to growth factor stimulus	Gene Ontology	GO:0071363	3	59	0.000657793801164	0.00417597019355	TGFBR2|TGFBR1|MDM2	http://amigo.geneontology.org/amigo/term/GO:0071363
lipid metabolic process	Gene Ontology	GO:0006629	4	140	0.00066266642405	0.00417699689093	NR1I3|IL1RN|PPARD|PPARG	http://amigo.geneontology.org/amigo/term/GO:0006629
axon terminus	Gene Ontology	GO:0043679	3	60	0.00068932356343	0.0043347533776	CHRM3|CHRM2|CHRM1	http://amigo.geneontology.org/amigo/term/GO:0043679
integral component of Golgi membrane	Gene Ontology	GO:0030173	3	61	0.000721800888876	0.00451248798558	PCSK7|PCSK4|FURIN	http://amigo.geneontology.org/amigo/term/GO:0030173
peptide binding	Gene Ontology	GO:0042277	3	61	0.000721800888876	0.00451248798558	PPARG|ANG|FURIN	http://amigo.geneontology.org/amigo/term/GO:0042277
cardiac septum morphogenesis	Gene Ontology	GO:0060411	2	13	0.000751515856245	0.00451248798558	MDM2|TP53	http://amigo.geneontology.org/amigo/term/GO:0060411
aldehyde dehydrogenase (NAD+) activity	Gene Ontology	GO:0004029	2	13	0.000751515856245	0.00451248798558	ALDH1A1|ALDH1A2	http://amigo.geneontology.org/amigo/term/GO:0004029
positive regulation of cardiac muscle cell apoptotic process	Gene Ontology	GO:0010666	2	13	0.000751515856245	0.00451248798558	TP53|HMGCR	http://amigo.geneontology.org/amigo/term/GO:0010666
branching involved in mammary gland duct morphogenesis	Gene Ontology	GO:0060444	2	13	0.000751515856245	0.00451248798558	SRC|EPHA2	http://amigo.geneontology.org/amigo/term/GO:0060444
positive regulation of ossification	Gene Ontology	GO:0045778	2	13	0.000751515856245	0.00451248798558	OXT|PTPN11	http://amigo.geneontology.org/amigo/term/GO:0045778
rRNA transcription	Gene Ontology	GO:0009303	2	13	0.000751515856245	0.00451248798558	ANG|TP53	http://amigo.geneontology.org/amigo/term/GO:0009303
virion binding	Gene Ontology	GO:0046790	2	13	0.000751515856245	0.00451248798558	CLEC4M|CRP	http://amigo.geneontology.org/amigo/term/GO:0046790
purine ribonucleoside monophosphate biosynthetic process	Gene Ontology	GO:0009168	2	13	0.000751515856245	0.00451248798558	GART|IMPDH1	http://amigo.geneontology.org/amigo/term/GO:0009168
positive regulation of phospholipase C activity	Gene Ontology	GO:0010863	2	13	0.000751515856245	0.00451248798558	KIT|FGFR1	http://amigo.geneontology.org/amigo/term/GO:0010863
replicative senescence	Gene Ontology	GO:0090399	2	13	0.000751515856245	0.00451248798558	ATM|TP53	http://amigo.geneontology.org/amigo/term/GO:0090399
negative regulation of macrophage derived foam cell differentiation	Gene Ontology	GO:0010745	2	13	0.000751515856245	0.00451248798558	PPARG|CRP	http://amigo.geneontology.org/amigo/term/GO:0010745
atrioventricular valve morphogenesis	Gene Ontology	GO:0003181	2	13	0.000751515856245	0.00451248798558	TGFBR2|MDM2	http://amigo.geneontology.org/amigo/term/GO:0003181
regulation of cardiac muscle cell contraction	Gene Ontology	GO:0086004	2	13	0.000751515856245	0.00451248798558	SCN5A|PDE4D	http://amigo.geneontology.org/amigo/term/GO:0086004
pathway-restricted SMAD protein phosphorylation	Gene Ontology	GO:0060389	2	13	0.000751515856245	0.00451248798558	TGFBR2|TGFBR1	http://amigo.geneontology.org/amigo/term/GO:0060389
positive regulation of interferon-gamma production	Gene Ontology	GO:0032729	3	63	0.000789643500953	0.00471891804553	TNF|PDE4D|IL18R1	http://amigo.geneontology.org/amigo/term/GO:0032729
integral component of membrane	Gene Ontology	GO:0016021	21	3643	0.000795516076376	0.00473394354175	SLC6A3|TGFBR2|SCN5A|SLC6A2|RARG|SCD|HS3ST3A1|DHODH|GGT5|POR|CHRM2|PTGER3|MAN1B1|DIO1|HMGCR|SLC5A7|SLC5A5|PDE3B|DPP4|GLP2R|FGFR1	http://amigo.geneontology.org/amigo/term/GO:0016021
MAPK cascade	Gene Ontology	GO:0000165	5	261	0.000824368090795	0.00486603736354	KIT|PTK2|JAK3|TNF|FGFR1	http://amigo.geneontology.org/amigo/term/GO:0000165
fatty acid metabolic process	Gene Ontology	GO:0006631	3	64	0.000825031146976	0.00486603736354	PPARG|PPARD|GGT5	http://amigo.geneontology.org/amigo/term/GO:0006631
structural constituent of skin epidermis	Gene Ontology	GO:0030280	2	14	0.000857351424242	0.00495772780105	KRT1|FGFR1	http://amigo.geneontology.org/amigo/term/GO:0030280
secondary palate development	Gene Ontology	GO:0062009	2	14	0.000857351424242	0.00495772780105	WNT3A|TGFBR2	http://amigo.geneontology.org/amigo/term/GO:0062009
positive regulation of renal sodium excretion	Gene Ontology	GO:0035815	2	14	0.000857351424242	0.00495772780105	OXT|ADORA2A	http://amigo.geneontology.org/amigo/term/GO:0035815
white fat cell differentiation	Gene Ontology	GO:0050872	2	14	0.000857351424242	0.00495772780105	PPARG|FABP4	http://amigo.geneontology.org/amigo/term/GO:0050872
response to lipid	Gene Ontology	GO:0033993	2	14	0.000857351424242	0.00495772780105	PPARG|PPARD	http://amigo.geneontology.org/amigo/term/GO:0033993
I-kappaB kinase/NF-kappaB signaling	Gene Ontology	GO:0007249	3	65	0.000861411076196	0.00497039796677	IKBKB|TNF|CHUK	http://amigo.geneontology.org/amigo/term/GO:0007249
hematopoietic progenitor cell differentiation	Gene Ontology	GO:0002244	3	66	0.000898794194652	0.00515257016762	TP53|KDR|KIT	http://amigo.geneontology.org/amigo/term/GO:0002244
post-embryonic development	Gene Ontology	GO:0009791	3	67	0.000937191300016	0.0053267710642	TGFBR1|ATM|CYP1A2	http://amigo.geneontology.org/amigo/term/GO:0009791
cellular response to hydrogen peroxide	Gene Ontology	GO:0070301	3	67	0.000937191300016	0.0053267710642	SRC|MDM2|SLC6A2	http://amigo.geneontology.org/amigo/term/GO:0070301
alpha-actinin binding	Gene Ontology	GO:0051393	2	15	0.000969941347246	0.0053975815558	PPARG|ADORA2A	http://amigo.geneontology.org/amigo/term/GO:0051393
fatty acid oxidation	Gene Ontology	GO:0019395	2	15	0.000969941347246	0.0053975815558	PPARG|POR	http://amigo.geneontology.org/amigo/term/GO:0019395
negative regulation of lipid catabolic process	Gene Ontology	GO:0050995	2	15	0.000969941347246	0.0053975815558	TNF|PDE3B	http://amigo.geneontology.org/amigo/term/GO:0050995
negative regulation of cAMP-mediated signaling	Gene Ontology	GO:0043951	2	15	0.000969941347246	0.0053975815558	PDE4D|PDE3B	http://amigo.geneontology.org/amigo/term/GO:0043951
positive regulation of membrane protein ectodomain proteolysis	Gene Ontology	GO:0051044	2	15	0.000969941347246	0.0053975815558	TNF|FURIN	http://amigo.geneontology.org/amigo/term/GO:0051044
response to steroid hormone	Gene Ontology	GO:0048545	2	15	0.000969941347246	0.0053975815558	TGFBR2|MDM2	http://amigo.geneontology.org/amigo/term/GO:0048545
prepulse inhibition	Gene Ontology	GO:0060134	2	15	0.000969941347246	0.0053975815558	SLC6A3|ADORA2A	http://amigo.geneontology.org/amigo/term/GO:0060134
cellular response to lipopolysaccharide	Gene Ontology	GO:0071222	4	158	0.00102737537065	0.0056815353138	SRC|PPARD|PDE4D|CTSG	http://amigo.geneontology.org/amigo/term/GO:0071222
transcription initiation from RNA polymerase II promoter	Gene Ontology	GO:0006367	4	160	0.00107508514031	0.00584153592006	NR1I3|PPARG|PPARD|RARG	http://amigo.geneontology.org/amigo/term/GO:0006367
long-chain fatty acid transport	Gene Ontology	GO:0015909	2	16	0.00108924880314	0.00584153592006	PPARG|FABP4	http://amigo.geneontology.org/amigo/term/GO:0015909
positive regulation of T cell activation	Gene Ontology	GO:0050870	2	16	0.00108924880314	0.00584153592006	PRKCQ|LCK	http://amigo.geneontology.org/amigo/term/GO:0050870
smooth muscle contraction	Gene Ontology	GO:0006939	2	16	0.00108924880314	0.00584153592006	PDE4D|CHRM3	http://amigo.geneontology.org/amigo/term/GO:0006939
regulation of ryanodine-sensitive calcium-release channel activity	Gene Ontology	GO:0060314	2	16	0.00108924880314	0.00584153592006	PDE4D|FKBP1A	http://amigo.geneontology.org/amigo/term/GO:0060314
regulation of protein ubiquitination	Gene Ontology	GO:0031396	2	16	0.00108924880314	0.00584153592006	HSP90AA1|TGFBR1	http://amigo.geneontology.org/amigo/term/GO:0031396
embryonic digestive tract development	Gene Ontology	GO:0048566	2	16	0.00108924880314	0.00584153592006	TNF|ALDH1A2	http://amigo.geneontology.org/amigo/term/GO:0048566
positive regulation of heterotypic cell-cell adhesion	Gene Ontology	GO:0034116	2	16	0.00108924880314	0.00584153592006	TNF|LCK	http://amigo.geneontology.org/amigo/term/GO:0034116
regulation of protein catabolic process	Gene Ontology	GO:0042176	2	16	0.00108924880314	0.00584153592006	MDM2|FURIN	http://amigo.geneontology.org/amigo/term/GO:0042176
heparin binding	Gene Ontology	GO:0008201	4	163	0.00114953558446	0.00612778487911	MMP7|CTSG|ANG|FGFR1	http://amigo.geneontology.org/amigo/term/GO:0008201
positive regulation of endothelial cell proliferation	Gene Ontology	GO:0001938	3	73	0.00118945882553	0.00631353658364	TGFBR1|ANG|KDR	http://amigo.geneontology.org/amigo/term/GO:0001938
astrocyte activation	Gene Ontology	GO:0048143	2	17	0.00121523711685	0.00631353658364	ADORA2A|TNF	http://amigo.geneontology.org/amigo/term/GO:0048143
retinoic acid receptor signaling pathway	Gene Ontology	GO:0048384	2	17	0.00121523711685	0.00631353658364	PPARG|RARG	http://amigo.geneontology.org/amigo/term/GO:0048384
megakaryocyte development	Gene Ontology	GO:0035855	2	17	0.00121523711685	0.00631353658364	PTPN11|KIT	http://amigo.geneontology.org/amigo/term/GO:0035855
face development	Gene Ontology	GO:0060324	2	17	0.00121523711685	0.00631353658364	RARG|ALDH1A2	http://amigo.geneontology.org/amigo/term/GO:0060324
positive regulation of synaptic transmission	Gene Ontology	GO:0050806	2	17	0.00121523711685	0.00631353658364	OXT|TNF	http://amigo.geneontology.org/amigo/term/GO:0050806
determination of adult lifespan	Gene Ontology	GO:0008340	2	17	0.00121523711685	0.00631353658364	ATM|TP53	http://amigo.geneontology.org/amigo/term/GO:0008340
negative regulation of anoikis	Gene Ontology	GO:2000811	2	17	0.00121523711685	0.00631353658364	SRC|PTK2	http://amigo.geneontology.org/amigo/term/GO:2000811
thyroid hormone generation	Gene Ontology	GO:0006590	2	17	0.00121523711685	0.00631353658364	DIO1|SLC5A5	http://amigo.geneontology.org/amigo/term/GO:0006590
cell surface receptor signaling pathway	Gene Ontology	GO:0007166	5	286	0.00122857686687	0.00637039856896	ADRB2|GP1BA|CASP8|GLP2R|CALCRL	http://amigo.geneontology.org/amigo/term/GO:0007166
negative regulation of transforming growth factor beta receptor signaling pathway	Gene Ontology	GO:0030512	3	74	0.00123524719833	0.00639252441158	TGFBR2|TGFBR1|TP53	http://amigo.geneontology.org/amigo/term/GO:0030512
caveola	Gene Ontology	GO:0005901	3	76	0.0013301234117	0.00681622350038	TGFBR2|SCN5A|SRC	http://amigo.geneontology.org/amigo/term/GO:0005901
virus receptor activity	Gene Ontology	GO:0001618	3	76	0.0013301234117	0.00681622350038	CLEC4M|DPP4|EPHA2	http://amigo.geneontology.org/amigo/term/GO:0001618
mitogen-activated protein kinase kinase kinase binding	Gene Ontology	GO:0031435	2	18	0.00134786975985	0.00681622350038	TGFBR2|GCK	http://amigo.geneontology.org/amigo/term/GO:0031435
retinoid X receptor binding	Gene Ontology	GO:0046965	2	18	0.00134786975985	0.00681622350038	PPARG|RARG	http://amigo.geneontology.org/amigo/term/GO:0046965
interleukin-6-mediated signaling pathway	Gene Ontology	GO:0070102	2	18	0.00134786975985	0.00681622350038	SRC|PTPN11	http://amigo.geneontology.org/amigo/term/GO:0070102
neurotransmitter transmembrane transporter activity	Gene Ontology	GO:0005326	2	18	0.00134786975985	0.00681622350038	SLC6A3|SLC6A2	http://amigo.geneontology.org/amigo/term/GO:0005326
Fc-epsilon receptor signaling pathway	Gene Ontology	GO:0038095	4	171	0.00136563205606	0.00689294358465	IKBKB|PRKCQ|ITK|CHUK	http://amigo.geneontology.org/amigo/term/GO:0038095
sodium ion transport	Gene Ontology	GO:0006814	3	77	0.00137923084863	0.00693526286834	SCN5A|SLC5A5|SLC5A7	http://amigo.geneontology.org/amigo/term/GO:0006814
blood coagulation	Gene Ontology	GO:0007596	4	173	0.0014237909015	0.007114689991	ADORA2A|F13A1|GP1BA|PLAT	http://amigo.geneontology.org/amigo/term/GO:0007596
cellular response to mechanical stimulus	Gene Ontology	GO:0071260	3	79	0.00148083260925	0.00727153222421	MMP7|PTPN11|CASP8	http://amigo.geneontology.org/amigo/term/GO:0071260
regulation of protein-containing complex assembly	Gene Ontology	GO:0043254	2	19	0.00148711034961	0.00727153222421	HSP90AA1|PTPN11	http://amigo.geneontology.org/amigo/term/GO:0043254
cellular amino acid metabolic process	Gene Ontology	GO:0006520	2	19	0.00148711034961	0.00727153222421	DIO1|GGT5	http://amigo.geneontology.org/amigo/term/GO:0006520
post-anal tail morphogenesis	Gene Ontology	GO:0036342	2	19	0.00148711034961	0.00727153222421	WNT3A|EPHA2	http://amigo.geneontology.org/amigo/term/GO:0036342
activin receptor signaling pathway	Gene Ontology	GO:0032924	2	19	0.00148711034961	0.00727153222421	TGFBR2|TGFBR1	http://amigo.geneontology.org/amigo/term/GO:0032924
MyD88-independent toll-like receptor signaling pathway	Gene Ontology	GO:0002756	2	19	0.00148711034961	0.00727153222421	IKBKB|CHUK	http://amigo.geneontology.org/amigo/term/GO:0002756
positive regulation of chemokine production	Gene Ontology	GO:0032722	2	19	0.00148711034961	0.00727153222421	ADORA2B|TNF	http://amigo.geneontology.org/amigo/term/GO:0032722
protein refolding	Gene Ontology	GO:0042026	2	20	0.00163292264913	0.00782625990396	HSP90AA1|FKBP1A	http://amigo.geneontology.org/amigo/term/GO:0042026
negative regulation of protein secretion	Gene Ontology	GO:0050709	2	20	0.00163292264913	0.00782625990396	ERP29|HMGCR	http://amigo.geneontology.org/amigo/term/GO:0050709
positive regulation of protein export from nucleus	Gene Ontology	GO:0046827	2	20	0.00163292264913	0.00782625990396	MDM2|TP53	http://amigo.geneontology.org/amigo/term/GO:0046827
estrogen metabolic process	Gene Ontology	GO:0008210	2	20	0.00163292264913	0.00782625990396	HSD17B1|CYP1A2	http://amigo.geneontology.org/amigo/term/GO:0008210
epoxygenase P450 pathway	Gene Ontology	GO:0019373	2	20	0.00163292264913	0.00782625990396	CYP1A2|EPHX2	http://amigo.geneontology.org/amigo/term/GO:0019373
neurotrophin TRK receptor signaling pathway	Gene Ontology	GO:0048011	2	20	0.00163292264913	0.00782625990396	SRC|PTPN11	http://amigo.geneontology.org/amigo/term/GO:0048011
neurotransmitter receptor activity	Gene Ontology	GO:0030594	3	82	0.00164184411846	0.0078267121059	CHRM3|CHRM2|CHRM1	http://amigo.geneontology.org/amigo/term/GO:0030594
response to toxic substance	Gene Ontology	GO:0009636	3	82	0.00164184411846	0.0078267121059	MDM2|EPHX2|CHUK	http://amigo.geneontology.org/amigo/term/GO:0009636
viral process	Gene Ontology	GO:0016032	6	456	0.00168904697985	0.0080229731543	SRC|TP53|IKBKB|HSP90AA1|MDM2|KDR	http://amigo.geneontology.org/amigo/term/GO:0016032
protein-containing complex	Gene Ontology	GO:0032991	7	623	0.00171138203503	0.00810013561064	TP53|PTPN11|CASP8|PPARG|KIF11|HSP90AA1|MDM2	http://amigo.geneontology.org/amigo/term/GO:0032991
Schaffer collateral - CA1 synapse	Gene Ontology	GO:0098685	3	84	0.00175503221545	0.00827727959768	ADORA2B|CHRM1|PLAT	http://amigo.geneontology.org/amigo/term/GO:0098685
cholesterol homeostasis	Gene Ontology	GO:0042632	3	84	0.00175503221545	0.00827727959768	NR1I3|EPHX2|FABP4	http://amigo.geneontology.org/amigo/term/GO:0042632
regulation of synapse organization	Gene Ontology	GO:0050807	2	21	0.0017852705664	0.00836059807505	WNT3A|TNF	http://amigo.geneontology.org/amigo/term/GO:0050807
negative regulation of blood vessel endothelial cell migration	Gene Ontology	GO:0043537	2	21	0.0017852705664	0.00836059807505	PPARG|TNF	http://amigo.geneontology.org/amigo/term/GO:0043537
locomotory behavior	Gene Ontology	GO:0007626	3	85	0.00181340753037	0.00846256847507	SLC6A3|ADORA2A|ABAT	http://amigo.geneontology.org/amigo/term/GO:0007626
positive regulation of peptidyl-tyrosine phosphorylation	Gene Ontology	GO:0050731	3	86	0.00187298219005	0.00871002207263	SRC|PTPN11|TP53	http://amigo.geneontology.org/amigo/term/GO:0050731
natural killer cell activation	Gene Ontology	GO:0030101	2	22	0.00194411815389	0.00890078190937	IL18R1|CASP8	http://amigo.geneontology.org/amigo/term/GO:0030101
membrane depolarization	Gene Ontology	GO:0051899	2	22	0.00194411815389	0.00890078190937	ADORA2A|SCN5A	http://amigo.geneontology.org/amigo/term/GO:0051899
regulation of cell size	Gene Ontology	GO:0008361	2	22	0.00194411815389	0.00890078190937	RARG|WDTC1	http://amigo.geneontology.org/amigo/term/GO:0008361
negative regulation of proteolysis	Gene Ontology	GO:0045861	2	22	0.00194411815389	0.00890078190937	TP53|PLAT	http://amigo.geneontology.org/amigo/term/GO:0045861
response to immobilization stress	Gene Ontology	GO:0035902	2	22	0.00194411815389	0.00890078190937	PPARG|CYP1A2	http://amigo.geneontology.org/amigo/term/GO:0035902
lamellipodium membrane	Gene Ontology	GO:0031258	2	22	0.00194411815389	0.00890078190937	DPP4|EPHA2	http://amigo.geneontology.org/amigo/term/GO:0031258
gastrulation	Gene Ontology	GO:0007369	2	22	0.00194411815389	0.00890078190937	TGFBR2|TP53	http://amigo.geneontology.org/amigo/term/GO:0007369
ATPase binding	Gene Ontology	GO:0051117	3	88	0.00199576446473	0.00912153518246	SRC|PDE4D|LCK	http://amigo.geneontology.org/amigo/term/GO:0051117
viral entry into host cell	Gene Ontology	GO:0046718	3	89	0.00205898930037	0.00936224194697	CLEC4M|DPP4|EPHA2	http://amigo.geneontology.org/amigo/term/GO:0046718
wound healing	Gene Ontology	GO:0042060	3	89	0.00205898930037	0.00936224194697	TGFBR2|TGFBR1|PPARD	http://amigo.geneontology.org/amigo/term/GO:0042060
regulation of protein binding	Gene Ontology	GO:0043393	2	23	0.00210942960805	0.00941456838494	SRC|TGFBR1	http://amigo.geneontology.org/amigo/term/GO:0043393
insulin receptor binding	Gene Ontology	GO:0005158	2	23	0.00210942960805	0.00941456838494	SRC|PTPN11	http://amigo.geneontology.org/amigo/term/GO:0005158
eating behavior	Gene Ontology	GO:0042755	2	23	0.00210942960805	0.00941456838494	OXT|ADORA2A	http://amigo.geneontology.org/amigo/term/GO:0042755
fibroblast growth factor binding	Gene Ontology	GO:0017134	2	23	0.00210942960805	0.00941456838494	SCN5A|FGFR1	http://amigo.geneontology.org/amigo/term/GO:0017134
positive regulation of mesenchymal cell proliferation	Gene Ontology	GO:0002053	2	23	0.00210942960805	0.00941456838494	TGFBR2|FGFR1	http://amigo.geneontology.org/amigo/term/GO:0002053
neuromuscular synaptic transmission	Gene Ontology	GO:0007274	2	23	0.00210942960805	0.00941456838494	CHRM1|SLC5A7	http://amigo.geneontology.org/amigo/term/GO:0007274
positive regulation of apoptotic signaling pathway	Gene Ontology	GO:2001235	2	23	0.00210942960805	0.00941456838494	ADORA2A|TGFBR1	http://amigo.geneontology.org/amigo/term/GO:2001235
bone resorption	Gene Ontology	GO:0045453	2	23	0.00210942960805	0.00941456838494	SRC|ADRB2	http://amigo.geneontology.org/amigo/term/GO:0045453
negative regulation of myoblast differentiation	Gene Ontology	GO:0045662	2	23	0.00210942960805	0.00941456838494	PPARD|TNF	http://amigo.geneontology.org/amigo/term/GO:0045662
transforming growth factor beta binding	Gene Ontology	GO:0050431	2	23	0.00210942960805	0.00941456838494	TGFBR2|TGFBR1	http://amigo.geneontology.org/amigo/term/GO:0050431
positive regulation of interleukin-6 production	Gene Ontology	GO:0032755	3	90	0.00212344792313	0.00942966857352	ADORA2B|TNF|PTPN11	http://amigo.geneontology.org/amigo/term/GO:0032755
positive regulation of peptidyl-serine phosphorylation	Gene Ontology	GO:0033138	3	90	0.00212344792313	0.00942966857352	WNT3A|HSP90AA1|TNF	http://amigo.geneontology.org/amigo/term/GO:0033138
