ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment	class	class2
GO:0003018	vascular process in circulatory system	31	0.374819697534769	1.75934183186411	0.0133911354747996	0.104514587937842	0.0871701080769923	376	tags=52%, list=23%, signal=40%	TFRC/SLC1A3/FOXC1/CD36/GCLC/TBXA2R/APOE/DOCK4/SLC4A8/SOD2/NOS1/ABCC5/SRC/LEPR/PPARD/SLC8A1	BP	imDC
GO:0005102	signaling receptor binding	145	-0.255206405177148	-1.52023917556552	0.0133961361608768	0.104514587937842	0.0871701080769923	226	tags=22%, list=14%, signal=21%	CD2/TIGIT/PDE4D/AVP/RTP4/SELPLG/IL12RB1/DLG3/LTA/AMH/CCL28/EGFL8/SEMA4D/IGFBP4/EFNA5/GDF11/TESPA1/CD8A/ZAP70/THY1/GDF10/KIR3DL2/ADORA2A/CRH/IGSF11/CCL5/CD3E/CD3G/FLT3LG/DPP4/IL32/CD8B	MF	imDC
GO:0002819	regulation of adaptive immune response	22	-0.436116144131647	-1.64879029777965	0.0134264230874834	0.104514587937842	0.0871701080769923	187	tags=41%, list=12%, signal=37%	IL12RB1/LTA/IL4R/JAK3/CD28/FOXP3/IL18R1/CLC/PRKCQ	BP	imDC
GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	22	-0.436116144131647	-1.64879029777965	0.0134264230874834	0.104514587937842	0.0871701080769923	187	tags=41%, list=12%, signal=37%	IL12RB1/LTA/IL4R/JAK3/CD28/FOXP3/IL18R1/CLC/PRKCQ	BP	imDC
GO:0070228	regulation of lymphocyte apoptotic process	10	-0.595544679950226	-1.77137714167956	0.0134936135874211	0.104679125202076	0.087307339935137	116	tags=70%, list=7%, signal=65%	FOXP1/GIMAP8/TP53/JAK3/CCL5/PRKCQ/CD3G	BP	imDC
GO:0032412	regulation of ion transmembrane transporter activity	29	0.369399391133075	1.72745122362328	0.0136075856045087	0.104863187808164	0.0874608568516002	487	tags=66%, list=30%, signal=47%	RASGRF1/TREM2/CNIH3/ATP1B1/TRPC6/GEM/IFNGR2/NOS1/PRRT1/ANK2/ACTN2/SPHK2/ATP7A/KCNE4/CACNG3/NETO2/NEDD4L/CAB39/FXYD6	BP	imDC
GO:0050673	epithelial cell proliferation	33	0.370910712415009	1.76476830322375	0.0136096086244647	0.104863187808164	0.0874608568516002	384	tags=52%, list=24%, signal=40%	ALDH1A2/FLT1/CD109/F3/PPARG/CEBPB/APOE/RGCC/TGFBR1/VASH1/FGFR1/ATP7A/PPARD/SRSF6/ACVRL1/RAP1GAP/FERMT1	BP	imDC
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	20	0.440147970854012	1.80147627332652	0.0137487958656054	0.105336912390503	0.0878559655522711	314	tags=50%, list=19%, signal=41%	DHRS9/PTGR1/RDH12/HSD17B12/HSD3B7/ADH4/PTGR2/HSD3B1/ALDH3A2/UEVLD	MF	imDC
GO:0046849	bone remodeling	13	0.520276489079883	1.84663631544853	0.0137814060766362	0.105336912390503	0.0878559655522711	17	tags=23%, list=1%, signal=23%	DCSTAMP/TFRC/MITF	BP	imDC
GO:0006066	alcohol metabolic process	40	0.336214864360196	1.65847279815554	0.0138859458554183	0.105336912390503	0.0878559655522711	459	tags=48%, list=28%, signal=35%	ALDH1A2/CLN8/DHRS9/PLA2G4A/PPIP5K1/SRD5A3/RDH12/CYP27B1/APOE/ADH4/TPK1/SPHK2/ALDH3A2/LEPR/PPARD/ALDH3B1/CEL/PCK2/ALDH1A1	BP	imDC
GO:0032371	regulation of sterol transport	10	0.576026980009874	1.81689405645987	0.0139028040990546	0.105336912390503	0.0878559655522711	175	tags=50%, list=11%, signal=45%	APOC1/TREM2/PPARG/ANXA2/APOE	BP	imDC
GO:0032374	regulation of cholesterol transport	10	0.576026980009874	1.81689405645987	0.0139028040990546	0.105336912390503	0.0878559655522711	175	tags=50%, list=11%, signal=45%	APOC1/TREM2/PPARG/ANXA2/APOE	BP	imDC
GO:0016746	acyltransferase activity	18	0.459281510869825	1.82964821568135	0.0142883083691102	0.107898089445141	0.0899921083153257	396	tags=56%, list=24%, signal=42%	PLA2G4A/PLA2G15/SATL1/MBOAT1/NAT8L/CERS3/GPAT2/SCP2/NAA25/KAT6B	MF	imDC
GO:0072678	T cell migration	10	-0.590553616340402	-1.75653181388341	0.0145416295057627	0.109447430021849	0.0912843316133794	136	tags=40%, list=8%, signal=37%	CXCR3/MYO1G/ZAP70/CCL5	BP	imDC
GO:0010941	regulation of cell death	162	-0.250093288703814	-1.51929706634681	0.0149814279196765	0.112385431225824	0.093734763534262	209	tags=21%, list=13%, signal=20%	AVP/BCL3/RTKN2/GADD45B/PRKCH/LTA/HIP1R/SERPINB9/CD248/SEMA4D/UBD/JAK3/ZBP1/ITM2C/TNFRSF25/FHL2/CD28/KIT/AXIN2/FLT4/PRF1/CARD11/CDKN2D/KIR3DL2/ADORA2A/IL2RB/CRH/RNF157/CCL5/PRKCQ/LEF1/CCR7/CD3E/CD3G	BP	imDC
GO:0001568	blood vessel development	58	0.290135579141759	1.60250465270314	0.0152715566702774	0.114185027340594	0.0952357117838285	363	tags=41%, list=22%, signal=33%	ALDH1A2/FLT1/CYBB/F3/SPRY2/RAPGEF3/FOXC1/PPARG/ANXA2/TBXA2R/IL18/APOE/RGCC/C5/TGFBR1/VASH1/SPHK2/HIF3A/ATP7A/PDGFA/COL5A1/LEPR/MDM2/ACVRL1	BP	imDC
GO:0002708	positive regulation of lymphocyte mediated immunity	16	-0.492341465393533	-1.70518771130013	0.0154085986751298	0.114831950126459	0.0957752759755265	187	tags=50%, list=12%, signal=45%	IL12RB1/LTA/RASGRP1/CD28/FOXP3/SH2D1A/IL18R1/NCR3	BP	imDC
GO:0019722	calcium-mediated signaling	25	-0.425021644622795	-1.67187473601466	0.0155066385411144	0.115184932692657	0.0960696801257208	237	tags=40%, list=15%, signal=35%	TBC1D10C/P2RX5/CXCR6/CXCR3/MCTP2/FHL2/ZAP70/SLA2/CCR7/CD3E	BP	imDC
GO:2001236	regulation of extrinsic apoptotic signaling pathway	16	0.455166765349483	1.72630022260619	0.0156933090197877	0.116191828670937	0.096909478980414	293	tags=50%, list=18%, signal=41%	ATF3/CTTN/GCLC/FAIM/TGFBR1/SRC/RET/FGFR1	BP	imDC
GO:0035556	intracellular signal transduction	262	-0.215242839670701	-1.41408114353803	0.0159594272198143	0.117778500229344	0.0982328380823155	212	tags=19%, list=13%, signal=20%	PDE4D/AVP/BCL3/RNF125/RTKN2/GADD45B/CXCR6/RASGRP2/PRKCH/NDFIP2/FGD3/PRPF19/HPSE/MAP4K1/DGKD/DOCK9/OTUD7A/CXCR3/SEMA4D/RASGRP1/PIK3IP1/UBD/PYHIN1/MCTP2/JAK3/LAX1/IGFBP4/ITPR3/SH2D3A/FHL2/CD28/RASAL3/ZAP70/KIT/FLT4/ITK/CARD11/CDKN2D/IL18R1/RHOH/LBH/GRAP2/CRH/RNF157/RGS9/CCL5/PRKCQ/SLA2/CCR7/CD3E	BP	imDC
GO:0098739	import across plasma membrane	13	0.513195883618039	1.82150486427662	0.0162570804313511	0.119586873205375	0.0997411066491681	383	tags=62%, list=24%, signal=47%	KCNJ1/SLC1A3/CLN8/ATP1B1/CD36/SLC36A4/SLC8A1/SLC9A7	BP	imDC
GO:0008544	epidermis development	36	0.343721948951371	1.66408702521549	0.0165308503892267	0.121208461079717	0.101093587609498	394	tags=47%, list=24%, signal=37%	CD109/MCOLN3/MYO6/FOXC1/CYP27B1/CERS3/ATP2C1/LCE1C/FA2H/ALDH3A2/ATP7A/CDSN/PDGFA/PPARD/SRSF6/FERMT1/ESRP1	BP	imDC
GO:0097191	extrinsic apoptotic signaling pathway	19	0.434890849158596	1.74021766773201	0.0166293191408696	0.121416086351036	0.101266756902872	293	tags=47%, list=18%, signal=39%	ATF3/CTTN/GCLC/FAIM/TGFBR1/SRC/TNFRSF10C/RET/FGFR1	BP	imDC
GO:0018108	peptidyl-tyrosine phosphorylation	43	-0.350915023028162	-1.64422642823104	0.0167194170822148	0.121416086351036	0.101266756902872	127	tags=28%, list=8%, signal=26%	DLG3/SEMA4D/JAK3/EFNA5/ZAP70/KIT/FLT4/THY1/ITK/EPHA1/CCL5/CD3E	BP	imDC
GO:0018212	peptidyl-tyrosine modification	43	-0.350915023028162	-1.64422642823104	0.0167194170822148	0.121416086351036	0.101266756902872	127	tags=28%, list=8%, signal=26%	DLG3/SEMA4D/JAK3/EFNA5/ZAP70/KIT/FLT4/THY1/ITK/EPHA1/CCL5/CD3E	BP	imDC
GO:0031589	cell-substrate adhesion	50	-0.337550803032782	-1.63595272676875	0.0170668986197143	0.123288066385164	0.102828076763693	202	tags=26%, list=12%, signal=23%	LYPD3/PTPRK/HPSE/CCL28/FBLN2/EFNA5/MYO1G/THY1/EPHA1/SPOCK2/CCR7/CD3E/CD96	BP	imDC
GO:0043271	negative regulation of ion transport	12	0.539954577840622	1.82883186717003	0.0172101350841315	0.123288066385164	0.102828076763693	454	tags=75%, list=28%, signal=54%	EPPIN/GEM/NOS1/ACTN2/ATP7A/KCNE4/NEDD4L/GRM7/CAB39	BP	imDC
GO:0005925	focal adhesion	53	0.306180046673369	1.67314124852759	0.0172450007998255	0.123288066385164	0.102828076763693	445	tags=47%, list=27%, signal=35%	FLT1/ALCAM/CD9/PLAUR/ITGBL1/CTTN/ITGB2/ITGB5/PPFIBP1/NCKAP1/TNS1/G3BP1/PI4KA/PGM5/AVIL/SRC/ACTN2/AIF1L/TPM4/HSPA9/PACSIN2/FERMT1/CLTC/YWHAG/PTK2	CC	imDC
GO:0002181	cytoplasmic translation	22	-0.426986903596951	-1.61427608998834	0.0172624408848851	0.123288066385164	0.102828076763693	780	tags=86%, list=48%, signal=46%	RPL6/EIF2S2/RPL17/RPS8/DPH7/EIF3D/RPS23/EIF3L/EEF2/RPS28/EIF3F/RPL13A/RPLP2/RPS16/RPL3/RPS26/EIF3G/RPL28/RPL13	BP	imDC
GO:0001666	response to hypoxia	30	0.367853119594026	1.72503863351625	0.0173128524749159	0.123288066385164	0.102828076763693	406	tags=57%, list=25%, signal=43%	CYBB/TREM2/ATP1B1/AK4/TRPC6/TLR2/SOD2/RGCC/NOS1/SRC/HIF3A/ATP7A/PPARD/MDM2/ACVRL1/SLC8A1/CYGB	BP	imDC
GO:0036293	response to decreased oxygen levels	30	0.367853119594026	1.72503863351625	0.0173128524749159	0.123288066385164	0.102828076763693	406	tags=57%, list=25%, signal=43%	CYBB/TREM2/ATP1B1/AK4/TRPC6/TLR2/SOD2/RGCC/NOS1/SRC/HIF3A/ATP7A/PPARD/MDM2/ACVRL1/SLC8A1/CYGB	BP	imDC
GO:1903035	negative regulation of response to wounding	10	0.563145850448747	1.77626462667222	0.0173568769218005	0.123288066385164	0.102828076763693	318	tags=60%, list=20%, signal=49%	CD109/CD9/ANXA2/APOE/RTN4R/PDGFA	BP	imDC
GO:0034765	regulation of ion transmembrane transport	43	0.3143761956015	1.58387500412227	0.0174868509922518	0.123824337399963	0.103275352146402	501	tags=58%, list=31%, signal=41%	CYBB/KCNJ1/RASGRF1/TREM2/CNIH3/ATP1B1/TRPC6/GEM/IFNGR2/HVCN1/NOS1/PRRT1/ANK2/ACTN2/SPHK2/ATP7A/KCNE4/CACNG3/SLC8A1/NETO2/NEDD4L/CAB39/CLCNKB/FXYD6/TCIRG1	BP	imDC
GO:0006796	phosphate-containing compound metabolic process	259	0.183149162312689	1.36468073927191	0.0176135965630458	0.124334487539761	0.103700841484294	293	tags=26%, list=18%, signal=25%	FLT1/APOC1/TFRC/FABP4/FBP1/CD109/HK3/NEK6/PLAUR/ENTPD1/AAK1/CLN8/DOCK3/TREM2/SMPDL3A/SSH2/WWTR1/CHP2/PLA2G4A/PLA2G15/SLC22A13/CAB39L/SPRY2/CCNYL1/ITGB2/RAPGEF3/AK4/PPIP5K1/PPARG/CD36/ACSBG1/RRM2B/PIGA/ANXA2/SRD5A3/TRPC6/HSD17B12/CDS1/IL18/KMO/PFKFB2/PTPRG/APOE/MBOAT1/TLR2/MYADM/RGCC/DPYD/HAAO/OSBPL10/ALPK1/NOS1/PI4KA/CDC42BPA/TPK1/PRRT1/GPAT2/CLEC7A/MATK/TGFBR1/ABCD1/SRC/TTC7B/PLCL1/SPHK2/RET/FGFR1	BP	imDC
GO:0002263	cell activation involved in immune response	32	-0.385311733737868	-1.6430059122724	0.0177395498563193	0.124450607479672	0.103797691004649	208	tags=34%, list=13%, signal=31%	BCL3/IL12RB1/IL4R/RASGRP1/JAK3/CD28/FOXP3/KIT/IL18R1/EOMES/LEF1	BP	imDC
GO:0002366	leukocyte activation involved in immune response	32	-0.385311733737868	-1.6430059122724	0.0177395498563193	0.124450607479672	0.103797691004649	208	tags=34%, list=13%, signal=31%	BCL3/IL12RB1/IL4R/RASGRP1/JAK3/CD28/FOXP3/KIT/IL18R1/EOMES/LEF1	BP	imDC
GO:0010033	response to organic substance	289	-0.208912686374596	-1.37960947432055	0.018137174682617	0.126848609395657	0.105797737986699	187	tags=17%, list=12%, signal=19%	IL12RB1/PTPRK/CXCR6/SLC9B2/LTA/GCH1/IL4R/AMH/HSPA1L/FFAR3/SERPINB9/MAP4K1/DGKD/CXCR3/IL15RA/MZB1/UBD/PYHIN1/JAK3/CYFIP2/ETS1/PTGIR/ZBP1/TNFRSF25/EFNA5/FHL2/IL2RA/STAT4/FOXP3/KIT/FLT4/GDF10/CDKN2D/FBXO2/ADORA2A/IL18R1/LBH/IL2RB/CRH/RGS9/CD6/CCL5/PRKCQ/TMEM204/SPOCK2/LEF1/CCR7/TCF7/CD96/IFITM1	BP	imDC
GO:0045335	phagocytic vesicle	18	0.447624886083454	1.78321150478293	0.0184001419312589	0.128293014140342	0.10700243983919	645	tags=78%, list=40%, signal=47%	CYBB/RAB20/ITGB5/CD36/TLR2/HVCN1/ATP7A/ANXA11/SNX3/ATP6V0B/TCIRG1/CLCN3/ZYX/ATP6V0D1	CC	imDC
GO:0030101	natural killer cell activation	10	-0.577673140800627	-1.71822036435955	0.0184717046356978	0.128398118155783	0.107090101557675	226	tags=50%, list=14%, signal=43%	CD2/IL15RA/RASGRP1/IL18R1/NCR3	BP	imDC
GO:0019058	viral life cycle	30	-0.398012219377863	-1.66182200190095	0.0188256162606642	0.130459224879542	0.108809162020078	219	tags=33%, list=13%, signal=29%	MVB12B/AVP/SELPLG/CXCR6/APOBEC3G/CD28/CCL5/DPP4/ISG20/IFITM1	BP	imDC
GO:0007254	JNK cascade	15	-0.496305427361076	-1.67221555712653	0.0191635226393035	0.132397224799808	0.11042554558754	188	tags=40%, list=12%, signal=36%	GADD45B/MAP4K1/RASGRP1/SH2D3A/FLT4/CCR7	BP	imDC
GO:0055085	transmembrane transport	131	0.22257246934705	1.47308227339153	0.0192936558527528	0.132892362888809	0.110838514165256	545	tags=50%, list=34%, signal=36%	CYBB/KCNJ1/RASGRF1/SLC1A3/MCOLN3/GJB7/SLC22A10/CLN8/TREM2/CNIH3/SLC22A13/ATP1B1/CD36/ATP6V1H/ANXA2/OSCP1/TRPC6/GEM/TMCO3/IFNGR2/SLC4A8/SLC30A9/HVCN1/SLC5A7/ATP6V1D/GABRB1/NOS1/ABCC5/PRRT1/ABCB9/ATP2C1/ANK2/SLC17A9/ABCD1/ACTN2/SPHK2/SLC22A15/ATP7A/PEX10/SLC36A4/KCNE4/PPARD/CACNG3/SLC8A1/SLC9A7/NETO2/PANX3/NEDD4L/SLC6A2/CAB39/SLC6A3/GABRR1/ANO5/ATP6V0B/CLCNKB/FXYD6/TCIRG1/SLC30A6/P2RX3/SLC7A14/SLC14A2/GJB2/ANO2/SLC13A4/WNT3A	BP	imDC
GO:0043177	organic acid binding	11	0.533729386662986	1.74635687414664	0.0201660922752851	0.138481956923635	0.115500499881662	457	tags=82%, list=28%, signal=59%	SLC1A3/UROS/PPARG/GCLC/NOS1/PPARD/SCP2/GRM7/TM4SF5	MF	imDC
GO:0036094	small molecule binding	221	0.185462100874138	1.35234663736586	0.0202598891190456	0.138707011950574	0.115688206415349	293	tags=25%, list=18%, signal=24%	ALDH1A2/FLT1/NLRC4/CYBB/TDRD9/KCNJ1/FBP1/HK3/SLC1A3/NEK6/ENTPD1/AAK1/KIF1B/MYO6/TXNRD1/RAB20/RAPGEF3/AK4/PPIP5K1/RASD1/UROS/PPARG/GCLC/ACSBG1/TRPC6/GEM/KMO/LGALS9/PFKFB2/G3BP1/GUF1/KIF3B/SOD2/DPYD/ST13/OSBPL10/ADH4/ALPK1/NOS1/PI4KA/ABCC5/CDC42BPA/TPK1/ABCB9/ATP2C1/CBS/MATK/TGFBR1/ABCD1/ATP9A/SRC/PLCL1/SPHK2/ARL8B/RET/FGFR1	MF	imDC
GO:0050727	regulation of inflammatory response	41	-0.346378732525474	-1.59147444635953	0.0204347813274923	0.1394842581303	0.116336466479575	168	tags=27%, list=10%, signal=25%	LTA/FFAR3/NT5E/ETS1/ZBP1/CD28/IL2RA/FOXP3/ADORA2A/CCL5/CCR7	BP	imDC
GO:0009314	response to radiation	35	-0.370088091546197	-1.62573758129093	0.0206142136466594	0.139873274475858	0.116660924505532	545	tags=63%, list=34%, signal=43%	ELK1/PLEKHB1/EXT1/MTA1/OPN1SW/TRIM32/PLK3/NHEJ1/EEF1D/ASNS/TP53/CEP250/CRIP1/AEN/ATP8A2/BCL3/PTPRK/SLC4A10/FOXP3/KIT/CDKN2D/RGS9	BP	imDC
GO:0031047	gene silencing by RNA	10	0.555668685405856	1.75268028566554	0.0206535700921998	0.139873274475858	0.116660924505532	177	tags=40%, list=11%, signal=36%	TDRD9/SPOCD1/PPARG/MEG3	BP	imDC
GO:0002228	natural killer cell mediated immunity	11	-0.563969097641212	-1.73126076012821	0.0206763837324629	0.139873274475858	0.116660924505532	147	tags=55%, list=9%, signal=50%	LAG3/SERPINB9/RASGRP1/SH2D1A/NCR3/CD96	BP	imDC
GO:0006364	rRNA processing	21	-0.447549620909868	-1.66260341423731	0.021058726072432	0.14161681764094	0.118115121944721	739	tags=86%, list=45%, signal=47%	RPS8/RPUSD4/NOP2/DHX37/NOP14/YBEY/TRMT112/RPS28/EXOSC4/REXO4/RPUSD2/KRI1/PWP2/PA2G4/RPS16/RRP9/FBL/ISG20	BP	imDC
GO:0016072	rRNA metabolic process	21	-0.447549620909868	-1.66260341423731	0.021058726072432	0.14161681764094	0.118115121944721	739	tags=86%, list=45%, signal=47%	RPS8/RPUSD4/NOP2/DHX37/NOP14/YBEY/TRMT112/RPS28/EXOSC4/REXO4/RPUSD2/KRI1/PWP2/PA2G4/RPS16/RRP9/FBL/ISG20	BP	imDC
GO:0002833	positive regulation of response to biotic stimulus	17	-0.488040515031908	-1.71795960653071	0.0211317199236362	0.141688493765266	0.118174903221453	125	tags=53%, list=8%, signal=49%	LAG3/ZCCHC3/RASGRP1/PYHIN1/ZBP1/KIR2DS2/SH2D1A/NCR3/CCL5	BP	imDC
GO:0005178	integrin binding	17	0.460109241073714	1.76824016028861	0.0212971610145638	0.141960255091213	0.118401565016914	445	tags=65%, list=27%, signal=47%	CD9/ITGBL1/ITGB2/ITGB5/SRC/ACTN2/SEMA7A/COL5A1/FERMT1/F11R/PTK2	MF	imDC
GO:0010821	regulation of mitochondrion organization	20	0.428956895616095	1.75567245768016	0.0212971610145638	0.141960255091213	0.118401565016914	116	tags=30%, list=7%, signal=28%	TFRC/PLAUR/TREM2/CTTN/PPARG/GCLC	BP	imDC
GO:0045087	innate immune response	73	-0.297806873583082	-1.56846706098538	0.0215845431488147	0.142575321437507	0.118914559431751	158	tags=23%, list=10%, signal=22%	GCH1/SERPINB9/APOBEC3G/RASGRP1/UBD/PYHIN1/JAK3/ZBP1/KIR2DS2/ZAP70/SH2D1A/NCR3/CD6/CCL5/ISG20/CD96/IFITM1	BP	imDC
GO:0030193	regulation of blood coagulation	12	0.529670154480252	1.79399841645251	0.0216403369537792	0.142575321437507	0.118914559431751	175	tags=50%, list=11%, signal=45%	CD9/F3/CD36/ANXA2/TBXA2R/APOE	BP	imDC
GO:0050818	regulation of coagulation	12	0.529670154480252	1.79399841645251	0.0216403369537792	0.142575321437507	0.118914559431751	175	tags=50%, list=11%, signal=45%	CD9/F3/CD36/ANXA2/TBXA2R/APOE	BP	imDC
GO:1900046	regulation of hemostasis	12	0.529670154480252	1.79399841645251	0.0216403369537792	0.142575321437507	0.118914559431751	175	tags=50%, list=11%, signal=45%	CD9/F3/CD36/ANXA2/TBXA2R/APOE	BP	imDC
GO:0061756	leukocyte adhesion to vascular endothelial cell	11	-0.561603524913699	-1.72399897352412	0.0217299435243052	0.142751912227588	0.119061844500376	257	tags=55%, list=16%, signal=46%	SLC39A8/SELPLG/ADD2/CCL28/ETS1/SELL	BP	imDC
GO:0022613	ribonucleoprotein complex biogenesis	37	-0.369524863228568	-1.65642504176817	0.0218431438546275	0.142897121489961	0.119182955891088	780	tags=81%, list=48%, signal=43%	RPL6/EIF2S2/RPS8/RPUSD4/NOP2/EIF3D/DHX37/NOP14/DDX28/EIF3L/YBEY/TRMT112/RPS28/CLNS1A/EXOSC4/REXO4/XAB2/RPUSD2/KRI1/EIF3F/RPL13A/PWP2/PA2G4/RPS16/RPL3/RRP9/EIF3G/FBL/PRPF19/ISG20	BP	imDC
GO:0007259	receptor signaling pathway via JAK-STAT	10	-0.572538400745353	-1.70294768798682	0.0218777819087138	0.142897121489961	0.119182955891088	208	tags=50%, list=13%, signal=44%	BCL3/JAK3/STAT4/KIT/CCL5	BP	imDC
GO:0044262	cellular carbohydrate metabolic process	22	0.392987132068371	1.66357867636921	0.0220645040981812	0.143703775974687	0.119855743872189	366	tags=55%, list=23%, signal=43%	FBP1/HK3/PLA2G4A/PPIP5K1/GYG2/PFKFB2/NLN/HS2ST1/SRC/LEPR/GCK/IDUA	BP	imDC
GO:0042254	ribosome biogenesis	25	-0.410052926117751	-1.61299344698922	0.0222053850462465	0.144208114886053	0.120276386370797	739	tags=84%, list=45%, signal=47%	RPL6/RPS8/RPUSD4/NOP2/DHX37/NOP14/DDX28/YBEY/TRMT112/RPS28/EXOSC4/REXO4/RPUSD2/KRI1/PWP2/PA2G4/RPS16/RPL3/RRP9/FBL/ISG20	BP	imDC
GO:0060291	long-term synaptic potentiation	10	-0.569517022578589	-1.6939609563424	0.0224017944474767	0.144660243431367	0.120653482955469	100	tags=40%, list=6%, signal=38%	ITPR3/ADORA2A/CRH/IGSF11	BP	imDC
GO:0048598	embryonic morphogenesis	55	0.285379638426817	1.56908016237695	0.0224022902278229	0.144660243431367	0.120653482955469	107	tags=18%, list=7%, signal=18%	ALDH1A2/FLT1/IL1RN/MYO6/TXNRD1/SPRY2/CELSR1/ITGB2/ITGB5/FOXC1	BP	imDC
GO:0002705	positive regulation of leukocyte mediated immunity	20	-0.453798682417031	-1.6659915012485	0.0229466924036944	0.147755897545602	0.123235404857772	187	tags=45%, list=12%, signal=40%	IL12RB1/LTA/RASGRP1/CD28/FOXP3/KIT/SH2D1A/IL18R1/NCR3	BP	imDC
GO:0043207	response to external biotic stimulus	129	-0.248172677137136	-1.44515162299729	0.0231803657907048	0.148419637865555	0.123788995668078	208	tags=22%, list=13%, signal=21%	BCL3/RTP4/RNF125/IL12RB1/LTA/GCH1/IL4R/SERPINB9/APOBEC3G/RASGRP1/UBD/PYHIN1/JAK3/PTGIR/ZBP1/RGS1/KIR2DS2/ZAP70/FOXP3/PRF1/SH2D1A/NCR3/CD6/CCL5/CCR7/ISG20/CD96/IFITM1	BP	imDC
GO:0051707	response to other organism	129	-0.248172677137136	-1.44515162299729	0.0231803657907048	0.148419637865555	0.123788995668078	208	tags=22%, list=13%, signal=21%	BCL3/RTP4/RNF125/IL12RB1/LTA/GCH1/IL4R/SERPINB9/APOBEC3G/RASGRP1/UBD/PYHIN1/JAK3/PTGIR/ZBP1/RGS1/KIR2DS2/ZAP70/FOXP3/PRF1/SH2D1A/NCR3/CD6/CCL5/CCR7/ISG20/CD96/IFITM1	BP	imDC
GO:0008013	beta-catenin binding	11	-0.559569784665738	-1.71775583945469	0.0233102843607952	0.148832236944066	0.124133122808374	186	tags=36%, list=11%, signal=32%	PTPRK/AXIN2/LEF1/TCF7	MF	imDC
GO:0060548	negative regulation of cell death	100	-0.269739941202222	-1.50993594678303	0.0235619221748711	0.150017504491546	0.125121691985679	209	tags=22%, list=13%, signal=20%	AVP/BCL3/RTKN2/PRKCH/HIP1R/SERPINB9/SEMA4D/JAK3/FHL2/CD28/KIT/FLT4/CDKN2D/KIR3DL2/ADORA2A/IL2RB/CRH/RNF157/CCL5/PRKCQ/LEF1/CCR7	BP	imDC
GO:0034762	regulation of transmembrane transport	45	0.293278484304972	1.50534401906802	0.0236944854219623	0.15044012671542	0.125474178903129	501	tags=56%, list=31%, signal=40%	CYBB/KCNJ1/RASGRF1/TREM2/CNIH3/ATP1B1/TRPC6/GEM/IFNGR2/HVCN1/NOS1/PRRT1/ANK2/ACTN2/SPHK2/ATP7A/KCNE4/CACNG3/SLC8A1/NETO2/NEDD4L/CAB39/CLCNKB/FXYD6/TCIRG1	BP	imDC
GO:0015399	primary active transmembrane transporter activity	20	0.425342393363633	1.7408787053994	0.0237612421591947	0.150443742138857	0.125477194337222	329	tags=50%, list=20%, signal=40%	ATP1B1/ATP6V1H/SLC4A8/ATP6V1D/ABCC5/ABCB9/ATP2C1/ABCD1/ATP7A/NDUFA3	MF	imDC
GO:0031343	positive regulation of cell killing	10	-0.56659696977823	-1.68527560500405	0.0239738328658442	0.150990156280705	0.125932929567485	276	tags=60%, list=17%, signal=50%	LAG3/IL12RB1/RASGRP1/PRF1/SH2D1A/NCR3	BP	imDC
GO:0046434	organophosphate catabolic process	12	0.525073120523953	1.77842821381183	0.0240258390591878	0.150990156280705	0.125932929567485	268	tags=58%, list=16%, signal=49%	APOC1/ENTPD1/SMPDL3A/PLA2G4A/PLA2G15/DPYD/ABCD1	BP	imDC
GO:0006633	fatty acid biosynthetic process	14	0.466514291332838	1.67465532454605	0.0240806925730215	0.150990156280705	0.125932929567485	287	tags=50%, list=18%, signal=42%	APOC1/PLA2G4A/ACSBG1/SCD/HSD17B12/ABCD1/FA2H	BP	imDC
GO:0006006	glucose metabolic process	20	0.424886559724061	1.73901302944346	0.0241132541706537	0.150990156280705	0.125932929567485	356	tags=55%, list=22%, signal=43%	ATF3/FBP1/HK3/PFKFB2/GALM/NLN/PGM5/SRC/LEPR/PPARD/GCK	BP	imDC
GO:0016032	viral process	42	-0.355796466846817	-1.65358721609665	0.0241902041320548	0.151055862615826	0.125987731757752	228	tags=29%, list=14%, signal=25%	EIF3G/MVB12B/AVP/SELPLG/CXCR6/APOBEC3G/CD28/CCL5/LEF1/DPP4/ISG20/IFITM1	BP	imDC
GO:0035295	tube development	85	0.247426828065406	1.47831443592351	0.0245010867045647	0.152578000217741	0.127257266488597	363	tags=35%, list=22%, signal=29%	ALDH1A2/FLT1/CYBB/LIPA/F3/WWTR1/SPRY2/CELSR1/RAPGEF3/FOXC1/PPARG/ANXA2/TBXA2R/IL18/APOE/ATP6AP2/SDC1/RGCC/C5/NKX2-3/TGFBR1/VASH1/SRC/RET/HIF3A/ATP7A/PDGFA/LEPR/SRSF6/ACVRL1	BP	imDC
GO:0001101	response to acid chemical	10	0.546911477462332	1.72505845610558	0.0248189061794908	0.154134900945308	0.128555795309931	165	tags=40%, list=10%, signal=36%	CYBB/CD9/GCLC/CEBPB	BP	imDC
GO:0050777	negative regulation of immune response	16	-0.467830488858444	-1.62029578381197	0.0251540167688231	0.154184843166047	0.128597449483433	245	tags=50%, list=15%, signal=43%	CTLA4/USP18/RNF125/IL4R/SERPINB9/JAK3/FOXP3/CD96	BP	imDC
