##Databases: KEGG PATHWAY, Reactome, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
negative regulation of toll-like receptor 2 signaling pathway	Gene Ontology	GO:0034136	1	5	0.0221844360054	0.0529336094935	LYN	http://amigo.geneontology.org/amigo/term/GO:0034136
anchored component of presynaptic membrane	Gene Ontology	GO:0099026	1	5	0.0221844360054	0.0529336094935	F3	http://amigo.geneontology.org/amigo/term/GO:0099026
positive regulation of receptor signaling pathway via STAT	Gene Ontology	GO:1904894	1	5	0.0221844360054	0.0529336094935	IL7R	http://amigo.geneontology.org/amigo/term/GO:1904894
semicircular canal morphogenesis	Gene Ontology	GO:0048752	1	5	0.0221844360054	0.0529336094935	TEC	http://amigo.geneontology.org/amigo/term/GO:0048752
lymphatic endothelial cell differentiation	Gene Ontology	GO:0060836	1	5	0.0221844360054	0.0529336094935	BMPR2	http://amigo.geneontology.org/amigo/term/GO:0060836
cellular response to corticotropin-releasing hormone stimulus	Gene Ontology	GO:0071376	1	5	0.0221844360054	0.0529336094935	TEC	http://amigo.geneontology.org/amigo/term/GO:0071376
tumor necrosis factor receptor superfamily binding	Gene Ontology	GO:0032813	1	5	0.0221844360054	0.0529336094935	FADD	http://amigo.geneontology.org/amigo/term/GO:0032813
glial cell-derived neurotrophic factor receptor activity	Gene Ontology	GO:0016167	1	5	0.0221844360054	0.0529336094935	GFRA3	http://amigo.geneontology.org/amigo/term/GO:0016167
negative regulation of cellular protein metabolic process	Gene Ontology	GO:0032269	1	5	0.0221844360054	0.0529336094935	MIF	http://amigo.geneontology.org/amigo/term/GO:0032269
gamma-delta T cell activation	Gene Ontology	GO:0046629	1	5	0.0221844360054	0.0529336094935	ITK	http://amigo.geneontology.org/amigo/term/GO:0046629
regulation of platelet activation	Gene Ontology	GO:0010543	1	5	0.0221844360054	0.0529336094935	NRG1	http://amigo.geneontology.org/amigo/term/GO:0010543
regulation of immunoglobulin secretion	Gene Ontology	GO:0051023	1	5	0.0221844360054	0.0529336094935	CD40	http://amigo.geneontology.org/amigo/term/GO:0051023
regulation of cholesterol transport	Gene Ontology	GO:0032374	1	5	0.0221844360054	0.0529336094935	LRP1	http://amigo.geneontology.org/amigo/term/GO:0032374
regulation of extracellular matrix disassembly	Gene Ontology	GO:0010715	1	5	0.0221844360054	0.0529336094935	LRP1	http://amigo.geneontology.org/amigo/term/GO:0010715
receptor serine/threonine kinase binding	Gene Ontology	GO:0033612	1	5	0.0221844360054	0.0529336094935	FADD	http://amigo.geneontology.org/amigo/term/GO:0033612
lipid transport across blood-brain barrier	Gene Ontology	GO:1990379	1	5	0.0221844360054	0.0529336094935	CD36	http://amigo.geneontology.org/amigo/term/GO:1990379
positive regulation of fever generation	Gene Ontology	GO:0031622	1	5	0.0221844360054	0.0529336094935	IL1B	http://amigo.geneontology.org/amigo/term/GO:0031622
anterior head development	Gene Ontology	GO:0097065	1	5	0.0221844360054	0.0529336094935	BMP5	http://amigo.geneontology.org/amigo/term/GO:0097065
nephric duct morphogenesis	Gene Ontology	GO:0072178	1	5	0.0221844360054	0.0529336094935	EPHA7	http://amigo.geneontology.org/amigo/term/GO:0072178
neuregulin binding	Gene Ontology	GO:0038132	1	5	0.0221844360054	0.0529336094935	ITGAV	http://amigo.geneontology.org/amigo/term/GO:0038132
extracellular matrix protein binding	Gene Ontology	GO:1990430	1	5	0.0221844360054	0.0529336094935	ITGAV	http://amigo.geneontology.org/amigo/term/GO:1990430
negative regulation of T cell migration	Gene Ontology	GO:2000405	1	5	0.0221844360054	0.0529336094935	CD200	http://amigo.geneontology.org/amigo/term/GO:2000405
negative regulation of cysteine-type endopeptidase activity	Gene Ontology	GO:2000117	1	5	0.0221844360054	0.0529336094935	LTF	http://amigo.geneontology.org/amigo/term/GO:2000117
metanephric S-shaped body morphogenesis	Gene Ontology	GO:0072284	1	5	0.0221844360054	0.0529336094935	PDGFRB	http://amigo.geneontology.org/amigo/term/GO:0072284
neutrophil clearance	Gene Ontology	GO:0097350	1	5	0.0221844360054	0.0529336094935	AXL	http://amigo.geneontology.org/amigo/term/GO:0097350
animal organ formation	Gene Ontology	GO:0048645	1	5	0.0221844360054	0.0529336094935	AR	http://amigo.geneontology.org/amigo/term/GO:0048645
positive regulation of glomerular mesangial cell proliferation	Gene Ontology	GO:0072126	1	5	0.0221844360054	0.0529336094935	IL6R	http://amigo.geneontology.org/amigo/term/GO:0072126
positive regulation of epithelial to mesenchymal transition involved in endocardial cushion formation	Gene Ontology	GO:1905007	1	5	0.0221844360054	0.0529336094935	ENG	http://amigo.geneontology.org/amigo/term/GO:1905007
activin-activated receptor activity	Gene Ontology	GO:0017002	1	5	0.0221844360054	0.0529336094935	ACVR1B	http://amigo.geneontology.org/amigo/term/GO:0017002
ErbB-3 class receptor binding	Gene Ontology	GO:0043125	1	5	0.0221844360054	0.0529336094935	NRG1	http://amigo.geneontology.org/amigo/term/GO:0043125
optic nerve morphogenesis	Gene Ontology	GO:0021631	1	5	0.0221844360054	0.0529336094935	EPHB2	http://amigo.geneontology.org/amigo/term/GO:0021631
negative regulation of apoptotic process in bone marrow cell	Gene Ontology	GO:0071866	1	5	0.0221844360054	0.0529336094935	PTH	http://amigo.geneontology.org/amigo/term/GO:0071866
development of primary female sexual characteristics	Gene Ontology	GO:0046545	1	5	0.0221844360054	0.0529336094935	ACVR1B	http://amigo.geneontology.org/amigo/term/GO:0046545
antifungal humoral response	Gene Ontology	GO:0019732	1	5	0.0221844360054	0.0529336094935	LTF	http://amigo.geneontology.org/amigo/term/GO:0019732
Toll-like receptor 4 binding	Gene Ontology	GO:0035662	1	5	0.0221844360054	0.0529336094935	S100A8	http://amigo.geneontology.org/amigo/term/GO:0035662
chondroblast differentiation	Gene Ontology	GO:0060591	1	5	0.0221844360054	0.0529336094935	FGF4	http://amigo.geneontology.org/amigo/term/GO:0060591
CCR1 chemokine receptor binding	Gene Ontology	GO:0031726	1	5	0.0221844360054	0.0529336094935	CCL5	http://amigo.geneontology.org/amigo/term/GO:0031726
salivary gland cavitation	Gene Ontology	GO:0060662	1	5	0.0221844360054	0.0529336094935	EDAR	http://amigo.geneontology.org/amigo/term/GO:0060662
triglyceride transport	Gene Ontology	GO:0034197	1	5	0.0221844360054	0.0529336094935	CD36	http://amigo.geneontology.org/amigo/term/GO:0034197
negative regulation of osteoclast development	Gene Ontology	GO:2001205	1	5	0.0221844360054	0.0529336094935	LTF	http://amigo.geneontology.org/amigo/term/GO:2001205
positive regulation of hydrolase activity	Gene Ontology	GO:0051345	1	5	0.0221844360054	0.0529336094935	FABP1	http://amigo.geneontology.org/amigo/term/GO:0051345
carboxylic acid metabolic process	Gene Ontology	GO:0019752	1	5	0.0221844360054	0.0529336094935	MIF	http://amigo.geneontology.org/amigo/term/GO:0019752
apolipoprotein A-I-mediated signaling pathway	Gene Ontology	GO:0038027	1	5	0.0221844360054	0.0529336094935	ITGAV	http://amigo.geneontology.org/amigo/term/GO:0038027
activation of protein kinase C activity	Gene Ontology	GO:1990051	1	5	0.0221844360054	0.0529336094935	LEP	http://amigo.geneontology.org/amigo/term/GO:1990051
cell-substrate junction assembly	Gene Ontology	GO:0007044	1	5	0.0221844360054	0.0529336094935	FN1	http://amigo.geneontology.org/amigo/term/GO:0007044
interaction with symbiont	Gene Ontology	GO:0051702	1	5	0.0221844360054	0.0529336094935	FN1	http://amigo.geneontology.org/amigo/term/GO:0051702
hormone-mediated apoptotic signaling pathway	Gene Ontology	GO:0008628	1	5	0.0221844360054	0.0529336094935	PTH	http://amigo.geneontology.org/amigo/term/GO:0008628
negative regulation of glucose transmembrane transport	Gene Ontology	GO:0010829	1	5	0.0221844360054	0.0529336094935	IL1B	http://amigo.geneontology.org/amigo/term/GO:0010829
positive regulation of macrophage proliferation	Gene Ontology	GO:0120041	1	5	0.0221844360054	0.0529336094935	CSF1R	http://amigo.geneontology.org/amigo/term/GO:0120041
response to glucocorticoid	Gene Ontology	GO:0051384	2	60	0.0225996989713	0.0536044294098	SPARC|S100B	http://amigo.geneontology.org/amigo/term/GO:0051384
receptor tyrosine kinase binding	Gene Ontology	GO:0030971	2	60	0.0225996989713	0.0536044294098	NRG1|ANGPT4	http://amigo.geneontology.org/amigo/term/GO:0030971
cartilage development	Gene Ontology	GO:0051216	2	60	0.0225996989713	0.0536044294098	BMP7|BMP5	http://amigo.geneontology.org/amigo/term/GO:0051216
learning or memory	Gene Ontology	GO:0007611	2	60	0.0225996989713	0.0536044294098	EPHB2|S100B	http://amigo.geneontology.org/amigo/term/GO:0007611
learning	Gene Ontology	GO:0007612	2	60	0.0225996989713	0.0536044294098	EPHB2|NTRK2	http://amigo.geneontology.org/amigo/term/GO:0007612
clathrin-coated vesicle	Gene Ontology	GO:0030136	2	61	0.0232844004873	0.0550108299198	LRP1|CCL14	http://amigo.geneontology.org/amigo/term/GO:0030136
negative regulation of neuron projection development	Gene Ontology	GO:0010977	2	61	0.0232844004873	0.0550108299198	LGALS1|LRP1	http://amigo.geneontology.org/amigo/term/GO:0010977
response to wounding	Gene Ontology	GO:0009611	2	61	0.0232844004873	0.0550108299198	PDGFA|FN1	http://amigo.geneontology.org/amigo/term/GO:0009611
SMAD protein signal transduction	Gene Ontology	GO:0060395	2	61	0.0232844004873	0.0550108299198	BMP7|BMP5	http://amigo.geneontology.org/amigo/term/GO:0060395
cytoplasmic vesicle	Gene Ontology	GO:0031410	4	285	0.0234288346616	0.0552975841718	PDGFRB|BDNF|ANG|FGFR2	http://amigo.geneontology.org/amigo/term/GO:0031410
neuron projection morphogenesis	Gene Ontology	GO:0048812	2	62	0.0239775804053	0.0559115354842	BMP7|BDNF	http://amigo.geneontology.org/amigo/term/GO:0048812
retinoid metabolic process	Gene Ontology	GO:0001523	2	63	0.0246791668331	0.0559115354842	AR|LRP1	http://amigo.geneontology.org/amigo/term/GO:0001523
metallopeptidase activity	Gene Ontology	GO:0008237	2	63	0.0246791668331	0.0559115354842	MMP3|MMP9	http://amigo.geneontology.org/amigo/term/GO:0008237
synapse assembly	Gene Ontology	GO:0007416	2	63	0.0246791668331	0.0559115354842	NRG1|BDNF	http://amigo.geneontology.org/amigo/term/GO:0007416
fatty acid metabolic process	Gene Ontology	GO:0006631	2	64	0.0253890882904	0.0559115354842	C3|CD36	http://amigo.geneontology.org/amigo/term/GO:0006631
apoptotic signaling pathway	Gene Ontology	GO:0097190	2	64	0.0253890882904	0.0559115354842	TNFRSF25|FADD	http://amigo.geneontology.org/amigo/term/GO:0097190
cell differentiation involved in embryonic placenta development	Gene Ontology	GO:0060706	1	6	0.0258340205657	0.0559115354842	MST1	http://amigo.geneontology.org/amigo/term/GO:0060706
norepinephrine metabolic process	Gene Ontology	GO:0042415	1	6	0.0258340205657	0.0559115354842	AR	http://amigo.geneontology.org/amigo/term/GO:0042415
negative regulation of granulocyte differentiation	Gene Ontology	GO:0030853	1	6	0.0258340205657	0.0559115354842	CEACAM1	http://amigo.geneontology.org/amigo/term/GO:0030853
venous blood vessel morphogenesis	Gene Ontology	GO:0048845	1	6	0.0258340205657	0.0559115354842	ENG	http://amigo.geneontology.org/amigo/term/GO:0048845
positive regulation of mast cell chemotaxis	Gene Ontology	GO:0060754	1	6	0.0258340205657	0.0559115354842	FIGF	http://amigo.geneontology.org/amigo/term/GO:0060754
positive regulation of apoptotic cell clearance	Gene Ontology	GO:2000427	1	6	0.0258340205657	0.0559115354842	C3	http://amigo.geneontology.org/amigo/term/GO:2000427
sphingolipid catabolic process	Gene Ontology	GO:0030149	1	6	0.0258340205657	0.0559115354842	ENPP2	http://amigo.geneontology.org/amigo/term/GO:0030149
positive regulation of natural killer cell chemotaxis	Gene Ontology	GO:2000503	1	6	0.0258340205657	0.0559115354842	CCL5	http://amigo.geneontology.org/amigo/term/GO:2000503
SCF complex assembly	Gene Ontology	GO:0010265	1	6	0.0258340205657	0.0559115354842	CAND1	http://amigo.geneontology.org/amigo/term/GO:0010265
atrial cardiac muscle tissue morphogenesis	Gene Ontology	GO:0055009	1	6	0.0258340205657	0.0559115354842	ENG	http://amigo.geneontology.org/amigo/term/GO:0055009
neural crest cell migration involved in autonomic nervous system development	Gene Ontology	GO:1901166	1	6	0.0258340205657	0.0559115354842	FN1	http://amigo.geneontology.org/amigo/term/GO:1901166
intercellular canaliculus	Gene Ontology	GO:0046581	1	6	0.0258340205657	0.0559115354842	MTDH	http://amigo.geneontology.org/amigo/term/GO:0046581
growth plate cartilage development	Gene Ontology	GO:0003417	1	6	0.0258340205657	0.0559115354842	MMP13	http://amigo.geneontology.org/amigo/term/GO:0003417
positive regulation of dendritic cell differentiation	Gene Ontology	GO:2001200	1	6	0.0258340205657	0.0559115354842	LGALS1	http://amigo.geneontology.org/amigo/term/GO:2001200
oncostatin-M receptor activity	Gene Ontology	GO:0004924	1	6	0.0258340205657	0.0559115354842	IL6ST	http://amigo.geneontology.org/amigo/term/GO:0004924
TRAIL-activated apoptotic signaling pathway	Gene Ontology	GO:0036462	1	6	0.0258340205657	0.0559115354842	FADD	http://amigo.geneontology.org/amigo/term/GO:0036462
negative regulation of cartilage development	Gene Ontology	GO:0061037	1	6	0.0258340205657	0.0559115354842	LEP	http://amigo.geneontology.org/amigo/term/GO:0061037
cellular response to catecholamine stimulus	Gene Ontology	GO:0071870	1	6	0.0258340205657	0.0559115354842	TEC	http://amigo.geneontology.org/amigo/term/GO:0071870
positive regulation of follicle-stimulating hormone secretion	Gene Ontology	GO:0046881	1	6	0.0258340205657	0.0559115354842	LEP	http://amigo.geneontology.org/amigo/term/GO:0046881
negative regulation of viral process	Gene Ontology	GO:0048525	1	6	0.0258340205657	0.0559115354842	LTF	http://amigo.geneontology.org/amigo/term/GO:0048525
neuron recognition	Gene Ontology	GO:0008038	1	6	0.0258340205657	0.0559115354842	BDNF	http://amigo.geneontology.org/amigo/term/GO:0008038
positive regulation of xenophagy	Gene Ontology	GO:1904417	1	6	0.0258340205657	0.0559115354842	CCK	http://amigo.geneontology.org/amigo/term/GO:1904417
blood coagulation, fibrin clot formation	Gene Ontology	GO:0072378	1	6	0.0258340205657	0.0559115354842	FN1	http://amigo.geneontology.org/amigo/term/GO:0072378
vascular endothelial growth factor receptor binding	Gene Ontology	GO:0005172	1	6	0.0258340205657	0.0559115354842	FIGF	http://amigo.geneontology.org/amigo/term/GO:0005172
BMP signaling pathway involved in heart development	Gene Ontology	GO:0061312	1	6	0.0258340205657	0.0559115354842	BMPR1A	http://amigo.geneontology.org/amigo/term/GO:0061312
response to isolation stress	Gene Ontology	GO:0035900	1	6	0.0258340205657	0.0559115354842	LGALS1	http://amigo.geneontology.org/amigo/term/GO:0035900
activated T cell proliferation	Gene Ontology	GO:0050798	1	6	0.0258340205657	0.0559115354842	CRTAM	http://amigo.geneontology.org/amigo/term/GO:0050798
positive regulation of T-helper 1 cell differentiation	Gene Ontology	GO:0045627	1	6	0.0258340205657	0.0559115354842	CCK	http://amigo.geneontology.org/amigo/term/GO:0045627
postsynaptic Golgi apparatus	Gene Ontology	GO:0150051	1	6	0.0258340205657	0.0559115354842	LRP1	http://amigo.geneontology.org/amigo/term/GO:0150051
positive regulation of epithelial cell proliferation involved in lung morphogenesis	Gene Ontology	GO:0060501	1	6	0.0258340205657	0.0559115354842	FGFR2	http://amigo.geneontology.org/amigo/term/GO:0060501
regulation of branching involved in prostate gland morphogenesis	Gene Ontology	GO:0060687	1	6	0.0258340205657	0.0559115354842	BMP7	http://amigo.geneontology.org/amigo/term/GO:0060687
arachidonic acid binding	Gene Ontology	GO:0050544	1	6	0.0258340205657	0.0559115354842	S100A8	http://amigo.geneontology.org/amigo/term/GO:0050544
prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis	Gene Ontology	GO:0060527	1	6	0.0258340205657	0.0559115354842	FGFR2	http://amigo.geneontology.org/amigo/term/GO:0060527
negative regulation of lipid biosynthetic process	Gene Ontology	GO:0051055	1	6	0.0258340205657	0.0559115354842	CEACAM1	http://amigo.geneontology.org/amigo/term/GO:0051055
receptor-mediated endocytosis of virus by host cell	Gene Ontology	GO:0019065	1	6	0.0258340205657	0.0559115354842	CFD	http://amigo.geneontology.org/amigo/term/GO:0019065
negative regulation of plasminogen activation	Gene Ontology	GO:0010757	1	6	0.0258340205657	0.0559115354842	THBS1	http://amigo.geneontology.org/amigo/term/GO:0010757
leukemia inhibitory factor receptor activity	Gene Ontology	GO:0004923	1	6	0.0258340205657	0.0559115354842	IL6ST	http://amigo.geneontology.org/amigo/term/GO:0004923
interleukin-12 receptor binding	Gene Ontology	GO:0005143	1	6	0.0258340205657	0.0559115354842	IL12A	http://amigo.geneontology.org/amigo/term/GO:0005143
transmembrane receptor protein tyrosine phosphatase signaling pathway	Gene Ontology	GO:0007185	1	6	0.0258340205657	0.0559115354842	PTPRD	http://amigo.geneontology.org/amigo/term/GO:0007185
positive regulation of pinocytosis	Gene Ontology	GO:0048549	1	6	0.0258340205657	0.0559115354842	AXL	http://amigo.geneontology.org/amigo/term/GO:0048549
response to water deprivation	Gene Ontology	GO:0009414	1	6	0.0258340205657	0.0559115354842	AR	http://amigo.geneontology.org/amigo/term/GO:0009414
toll-like receptor 2 signaling pathway	Gene Ontology	GO:0034134	1	6	0.0258340205657	0.0559115354842	CCK	http://amigo.geneontology.org/amigo/term/GO:0034134
positive regulation of transforming growth factor beta1 production	Gene Ontology	GO:0032914	1	6	0.0258340205657	0.0559115354842	THBS1	http://amigo.geneontology.org/amigo/term/GO:0032914
negative regulation of steroid biosynthetic process	Gene Ontology	GO:0010894	1	6	0.0258340205657	0.0559115354842	BMP5	http://amigo.geneontology.org/amigo/term/GO:0010894
negative regulation of synapse assembly	Gene Ontology	GO:0051964	1	6	0.0258340205657	0.0559115354842	EPHA7	http://amigo.geneontology.org/amigo/term/GO:0051964
positive regulation of cell proliferation in bone marrow	Gene Ontology	GO:0071864	1	6	0.0258340205657	0.0559115354842	PTH	http://amigo.geneontology.org/amigo/term/GO:0071864
platelet dense granule membrane	Gene Ontology	GO:0031088	1	6	0.0258340205657	0.0559115354842	SELP	http://amigo.geneontology.org/amigo/term/GO:0031088
regulation of platelet aggregation	Gene Ontology	GO:0090330	1	6	0.0258340205657	0.0559115354842	LYN	http://amigo.geneontology.org/amigo/term/GO:0090330
CD95 death-inducing signaling complex	Gene Ontology	GO:0031265	1	6	0.0258340205657	0.0559115354842	FADD	http://amigo.geneontology.org/amigo/term/GO:0031265
regulation of DNA recombination	Gene Ontology	GO:0000018	1	6	0.0258340205657	0.0559115354842	IL7R	http://amigo.geneontology.org/amigo/term/GO:0000018
negative regulation of cell aging	Gene Ontology	GO:0090344	1	6	0.0258340205657	0.0559115354842	MIF	http://amigo.geneontology.org/amigo/term/GO:0090344
pyramidal neuron development	Gene Ontology	GO:0021860	1	6	0.0258340205657	0.0559115354842	FGFR2	http://amigo.geneontology.org/amigo/term/GO:0021860
ripoptosome	Gene Ontology	GO:0097342	1	6	0.0258340205657	0.0559115354842	FADD	http://amigo.geneontology.org/amigo/term/GO:0097342
negative regulation of neuroblast proliferation	Gene Ontology	GO:0007406	1	6	0.0258340205657	0.0559115354842	BDNF	http://amigo.geneontology.org/amigo/term/GO:0007406
positive regulation of striated muscle cell differentiation	Gene Ontology	GO:0051155	1	6	0.0258340205657	0.0559115354842	NRG1	http://amigo.geneontology.org/amigo/term/GO:0051155
positive regulation of lymphocyte proliferation	Gene Ontology	GO:0050671	1	6	0.0258340205657	0.0559115354842	IL12A	http://amigo.geneontology.org/amigo/term/GO:0050671
phosphodiesterase I activity	Gene Ontology	GO:0004528	1	6	0.0258340205657	0.0559115354842	ENPP2	http://amigo.geneontology.org/amigo/term/GO:0004528
negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	Gene Ontology	GO:2001268	1	6	0.0258340205657	0.0559115354842	MMP9	http://amigo.geneontology.org/amigo/term/GO:2001268
cellular response to peptidoglycan	Gene Ontology	GO:0071224	1	6	0.0258340205657	0.0559115354842	CCK	http://amigo.geneontology.org/amigo/term/GO:0071224
regulation of cAMP-dependent protein kinase activity	Gene Ontology	GO:2000479	1	6	0.0258340205657	0.0559115354842	CXCL10	http://amigo.geneontology.org/amigo/term/GO:2000479
phosphate ion homeostasis	Gene Ontology	GO:0055062	1	6	0.0258340205657	0.0559115354842	PTH	http://amigo.geneontology.org/amigo/term/GO:0055062
RNA polymerase II transcription coactivator binding	Gene Ontology	GO:0001225	1	6	0.0258340205657	0.0559115354842	AR	http://amigo.geneontology.org/amigo/term/GO:0001225
bone mineralization involved in bone maturation	Gene Ontology	GO:0035630	1	6	0.0258340205657	0.0559115354842	LEP	http://amigo.geneontology.org/amigo/term/GO:0035630
gonadal mesoderm development	Gene Ontology	GO:0007506	1	6	0.0258340205657	0.0559115354842	MIF	http://amigo.geneontology.org/amigo/term/GO:0007506
cholesterol import	Gene Ontology	GO:0070508	1	6	0.0258340205657	0.0559115354842	CD36	http://amigo.geneontology.org/amigo/term/GO:0070508
B cell chemotaxis	Gene Ontology	GO:0035754	1	6	0.0258340205657	0.0559115354842	CXCL13	http://amigo.geneontology.org/amigo/term/GO:0035754
negative regulation of insulin-like growth factor receptor signaling pathway	Gene Ontology	GO:0043569	1	6	0.0258340205657	0.0559115354842	BMP5	http://amigo.geneontology.org/amigo/term/GO:0043569
Toll-like receptor binding	Gene Ontology	GO:0035325	1	6	0.0258340205657	0.0559115354842	CD36	http://amigo.geneontology.org/amigo/term/GO:0035325
positive regulation of NMDA glutamate receptor activity	Gene Ontology	GO:1904783	1	6	0.0258340205657	0.0559115354842	EPHB2	http://amigo.geneontology.org/amigo/term/GO:1904783
negative regulation of MHC class II biosynthetic process	Gene Ontology	GO:0045347	1	6	0.0258340205657	0.0559115354842	PF4	http://amigo.geneontology.org/amigo/term/GO:0045347
cranial suture morphogenesis	Gene Ontology	GO:0060363	1	6	0.0258340205657	0.0559115354842	FGF4	http://amigo.geneontology.org/amigo/term/GO:0060363
regulation of erythrocyte differentiation	Gene Ontology	GO:0045646	1	6	0.0258340205657	0.0559115354842	LYN	http://amigo.geneontology.org/amigo/term/GO:0045646
activation of phospholipase D activity	Gene Ontology	GO:0031584	1	6	0.0258340205657	0.0559115354842	CCL5	http://amigo.geneontology.org/amigo/term/GO:0031584
positive regulation of natural killer cell activation	Gene Ontology	GO:0032816	1	6	0.0258340205657	0.0559115354842	IL12A	http://amigo.geneontology.org/amigo/term/GO:0032816
peptidoglycan catabolic process	Gene Ontology	GO:0009253	1	6	0.0258340205657	0.0559115354842	PGLYRP1	http://amigo.geneontology.org/amigo/term/GO:0009253
negative regulation of macrophage apoptotic process	Gene Ontology	GO:2000110	1	6	0.0258340205657	0.0559115354842	CCL5	http://amigo.geneontology.org/amigo/term/GO:2000110
luteinization	Gene Ontology	GO:0001553	1	6	0.0258340205657	0.0559115354842	PDGFRA	http://amigo.geneontology.org/amigo/term/GO:0001553
negative regulation of cGMP-mediated signaling	Gene Ontology	GO:0010754	1	6	0.0258340205657	0.0559115354842	THBS1	http://amigo.geneontology.org/amigo/term/GO:0010754
response to corticosteroid	Gene Ontology	GO:0031960	1	6	0.0258340205657	0.0559115354842	ENG	http://amigo.geneontology.org/amigo/term/GO:0031960
I-kappaB kinase/NF-kappaB signaling	Gene Ontology	GO:0007249	2	65	0.026107273707	0.0563503531498	CCK|TNFRSF1A	http://amigo.geneontology.org/amigo/term/GO:0007249
extrinsic component of cytoplasmic side of plasma membrane	Gene Ontology	GO:0031234	2	65	0.026107273707	0.0563503531498	FRK|LYN	http://amigo.geneontology.org/amigo/term/GO:0031234
endocytic vesicle membrane	Gene Ontology	GO:0030666	2	66	0.0268336524206	0.0577622069162	LRP1|CD36	http://amigo.geneontology.org/amigo/term/GO:0030666
phagocytic vesicle	Gene Ontology	GO:0045335	2	66	0.0268336524206	0.0577622069162	ITGAV|CD36	http://amigo.geneontology.org/amigo/term/GO:0045335
hematopoietic progenitor cell differentiation	Gene Ontology	GO:0002244	2	66	0.0268336524206	0.0577622069162	PDGFRA|CSF1R	http://amigo.geneontology.org/amigo/term/GO:0002244
epithelial cell differentiation	Gene Ontology	GO:0030855	2	68	0.0283107091176	0.0592365815137	BMP7|FGFR2	http://amigo.geneontology.org/amigo/term/GO:0030855
T cell receptor signaling pathway	Gene Ontology	GO:0050852	3	174	0.0288955295088	0.0592365815137	CTLA4|ITK|CCK	http://amigo.geneontology.org/amigo/term/GO:0050852
collateral sprouting	Gene Ontology	GO:0048668	1	7	0.0294700757906	0.0592365815137	BDNF	http://amigo.geneontology.org/amigo/term/GO:0048668
negative regulation of collateral sprouting	Gene Ontology	GO:0048671	1	7	0.0294700757906	0.0592365815137	EPHA7	http://amigo.geneontology.org/amigo/term/GO:0048671
positive regulation of amyloid-beta clearance	Gene Ontology	GO:1900223	1	7	0.0294700757906	0.0592365815137	LRP1	http://amigo.geneontology.org/amigo/term/GO:1900223
GPI-linked ephrin receptor activity	Gene Ontology	GO:0005004	1	7	0.0294700757906	0.0592365815137	EPHA7	http://amigo.geneontology.org/amigo/term/GO:0005004
bud elongation involved in lung branching	Gene Ontology	GO:0060449	1	7	0.0294700757906	0.0592365815137	FGFR2	http://amigo.geneontology.org/amigo/term/GO:0060449
positive regulation of cholesterol storage	Gene Ontology	GO:0010886	1	7	0.0294700757906	0.0592365815137	CD36	http://amigo.geneontology.org/amigo/term/GO:0010886
lipoprotein particle binding	Gene Ontology	GO:0071813	1	7	0.0294700757906	0.0592365815137	CD36	http://amigo.geneontology.org/amigo/term/GO:0071813
positive regulation of lamellipodium morphogenesis	Gene Ontology	GO:2000394	1	7	0.0294700757906	0.0592365815137	ENPP2	http://amigo.geneontology.org/amigo/term/GO:2000394
glomerular visceral epithelial cell differentiation	Gene Ontology	GO:0072112	1	7	0.0294700757906	0.0592365815137	CD24	http://amigo.geneontology.org/amigo/term/GO:0072112
ventricular compact myocardium morphogenesis	Gene Ontology	GO:0003223	1	7	0.0294700757906	0.0592365815137	BMPR1A	http://amigo.geneontology.org/amigo/term/GO:0003223
positive regulation of axon extension involved in axon guidance	Gene Ontology	GO:0048842	1	7	0.0294700757906	0.0592365815137	BMPR2	http://amigo.geneontology.org/amigo/term/GO:0048842
positive regulation of prostaglandin secretion	Gene Ontology	GO:0032308	1	7	0.0294700757906	0.0592365815137	IL1B	http://amigo.geneontology.org/amigo/term/GO:0032308
response to thyroid hormone	Gene Ontology	GO:0097066	1	7	0.0294700757906	0.0592365815137	AR	http://amigo.geneontology.org/amigo/term/GO:0097066
lacrimal gland development	Gene Ontology	GO:0032808	1	7	0.0294700757906	0.0592365815137	FGFR2	http://amigo.geneontology.org/amigo/term/GO:0032808
magnesium ion homeostasis	Gene Ontology	GO:0010960	1	7	0.0294700757906	0.0592365815137	PTH	http://amigo.geneontology.org/amigo/term/GO:0010960
prostate gland epithelium morphogenesis	Gene Ontology	GO:0060740	1	7	0.0294700757906	0.0592365815137	AR	http://amigo.geneontology.org/amigo/term/GO:0060740
positive regulation of dendritic cell antigen processing and presentation	Gene Ontology	GO:0002606	1	7	0.0294700757906	0.0592365815137	CCL21	http://amigo.geneontology.org/amigo/term/GO:0002606
death-inducing signaling complex	Gene Ontology	GO:0031264	1	7	0.0294700757906	0.0592365815137	FADD	http://amigo.geneontology.org/amigo/term/GO:0031264
otic vesicle formation	Gene Ontology	GO:0030916	1	7	0.0294700757906	0.0592365815137	FGFR2	http://amigo.geneontology.org/amigo/term/GO:0030916
CCR5 chemokine receptor binding	Gene Ontology	GO:0031730	1	7	0.0294700757906	0.0592365815137	CCL5	http://amigo.geneontology.org/amigo/term/GO:0031730
