##Databases: KEGG PATHWAY, Reactome, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
plasma membrane	Gene Ontology	GO:0005886	27	4619	0.00265183607766	0.023205642724	CD53|LPXN|NAMPT|PI4K2A|XRCC5|ARL4C|JMJD6|LYPD3|PTGER4|NFE2L2|CDK16|VPS37B|CSNK1D|RGS1|PIK3R1|CXCR4|TRAF4|ARL6IP5|ARRDC2|TP53INP2|JOSD1|CASP1|SLC2A3|IRS2|PRKACB|CD3D|BCL3	http://amigo.geneontology.org/amigo/term/GO:0005886
phosphatidylinositol 3-kinase binding	Gene Ontology	GO:0043548	2	21	0.00265468891122	0.023205642724	IRS2|PIK3R1	http://amigo.geneontology.org/amigo/term/GO:0043548
cytokine-mediated signaling pathway	Gene Ontology	GO:0019221	5	282	0.00280224408729	0.0241827702512	RELA|BCL6|CDKN1A|PIK3R1|CASP1	http://amigo.geneontology.org/amigo/term/GO:0019221
negative regulation of interleukin-2 production	Gene Ontology	GO:0032703	2	22	0.00288973267134	0.0243169205704	ZFP36|TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:0032703
cellular response to glucocorticoid stimulus	Gene Ontology	GO:0071385	2	22	0.00288973267134	0.0243169205704	ZFP36|NR3C1	http://amigo.geneontology.org/amigo/term/GO:0071385
C-C chemokine binding	Gene Ontology	GO:0019957	2	22	0.00288973267134	0.0243169205704	ZFP36|CXCR4	http://amigo.geneontology.org/amigo/term/GO:0019957
response to light stimulus	Gene Ontology	GO:0009416	2	22	0.00288973267134	0.0243169205704	PER1|JUND	http://amigo.geneontology.org/amigo/term/GO:0009416
mast cell granule	Gene Ontology	GO:0042629	2	22	0.00288973267134	0.0243169205704	SRGN|NR4A3	http://amigo.geneontology.org/amigo/term/GO:0042629
positive regulation of catalytic activity	Gene Ontology	GO:0043085	3	82	0.00291323175438	0.0244133636276	NR4A2|XRCC5|DCP1A	http://amigo.geneontology.org/amigo/term/GO:0043085
insulin receptor binding	Gene Ontology	GO:0005158	2	23	0.00313419170682	0.026049757301	IRS2|PIK3R1	http://amigo.geneontology.org/amigo/term/GO:0005158
protein phosphatase binding	Gene Ontology	GO:0019903	3	86	0.00331743075521	0.0268037831537	IRS2|PIK3R1|RPA2	http://amigo.geneontology.org/amigo/term/GO:0019903
insulin receptor signaling pathway	Gene Ontology	GO:0008286	3	86	0.00331743075521	0.0268037831537	IRS2|NAMPT|PIK3R1	http://amigo.geneontology.org/amigo/term/GO:0008286
telomere maintenance via semi-conservative replication	Gene Ontology	GO:0032201	2	24	0.00338800174046	0.0268393262877	PRIM1|RPA2	http://amigo.geneontology.org/amigo/term/GO:0032201
transcription, DNA-templated	Gene Ontology	GO:0006351	3	87	0.0034235630179	0.0269862031505	NR4A2|RELA|BCL3	http://amigo.geneontology.org/amigo/term/GO:0006351
mitochondrion	Gene Ontology	GO:0005739	11	1258	0.00351125863643	0.0274935618328	TIMMDC1|GABARAPL1|HSPA9|DYNLT1|DDIT4|PEX11B|MTFP1|NGRN|PI4K2A|CASP2|MAFF	http://amigo.geneontology.org/amigo/term/GO:0005739
protein ADP-ribosylation	Gene Ontology	GO:0006471	2	25	0.00365109881282	0.0282611770702	TNKS2|TIPARP	http://amigo.geneontology.org/amigo/term/GO:0006471
dephosphorylation	Gene Ontology	GO:0016311	3	91	0.0038687992104	0.0296891578416	DUSP5|DUSP4|PFKFB3	http://amigo.geneontology.org/amigo/term/GO:0016311
intracellular receptor signaling pathway	Gene Ontology	GO:0030522	2	26	0.00392341928085	0.0296891578416	NR4A2|NR4A3	http://amigo.geneontology.org/amigo/term/GO:0030522
response to electrical stimulus	Gene Ontology	GO:0051602	2	26	0.00392341928085	0.0296891578416	BTG2|BRD1	http://amigo.geneontology.org/amigo/term/GO:0051602
response to morphine	Gene Ontology	GO:0043278	2	26	0.00392341928085	0.0296891578416	RELA|CXCR4	http://amigo.geneontology.org/amigo/term/GO:0043278
macroautophagy	Gene Ontology	GO:0016236	3	93	0.00410401021057	0.0304325242503	ATG16L1|GABARAPL1|VPS37B	http://amigo.geneontology.org/amigo/term/GO:0016236
membrane	Gene Ontology	GO:0016020	15	2075	0.00412669830811	0.0304325242503	CASP2|PIK3R1|LPXN|GLT8D1|ARL6IP5|PI4K2A|DDX47|PEX11B|PRIM1|KPNA2|DCP1A|TP53INP2|JOSD1|TSPAN31|XRCC5	http://amigo.geneontology.org/amigo/term/GO:0016020
protein folding chaperone	Gene Ontology	GO:0044183	2	27	0.00420489981654	0.030896872565	DNAJB1|HSPA9	http://amigo.geneontology.org/amigo/term/GO:0044183
transcription corepressor activity	Gene Ontology	GO:0003714	4	194	0.00442207253288	0.0319888708016	DNAJB1|PHF12|SIAH2|ARID5A	http://amigo.geneontology.org/amigo/term/GO:0003714
negative regulation of apoptotic signaling pathway	Gene Ontology	GO:2001234	2	28	0.00449547740555	0.0319888708016	NR4A2|MNT	http://amigo.geneontology.org/amigo/term/GO:2001234
NAD+ ADP-ribosyltransferase activity	Gene Ontology	GO:0003950	2	28	0.00449547740555	0.0319888708016	TNKS2|TIPARP	http://amigo.geneontology.org/amigo/term/GO:0003950
mRNA cis splicing, via spliceosome	Gene Ontology	GO:0045292	2	28	0.00449547740555	0.0319888708016	SRSF7|WBP11	http://amigo.geneontology.org/amigo/term/GO:0045292
cellular response to leukemia inhibitory factor	Gene Ontology	GO:1990830	3	97	0.00460007922178	0.0322801406982	SRSF7|XRCC5|SPOCK2	http://amigo.geneontology.org/amigo/term/GO:1990830
endochondral ossification	Gene Ontology	GO:0001958	2	29	0.00479508934583	0.0326323529978	NAB1|MEF2D	http://amigo.geneontology.org/amigo/term/GO:0001958
negative regulation of cyclin-dependent protein serine/threonine kinase activity	Gene Ontology	GO:0045736	2	29	0.00479508934583	0.0326323529978	CDKN1A|TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:0045736
regulation of tumor necrosis factor-mediated signaling pathway	Gene Ontology	GO:0010803	2	29	0.00479508934583	0.0326323529978	SPATA2|TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:0010803
negative regulation of mitotic cell cycle	Gene Ontology	GO:0045930	2	29	0.00479508934583	0.0326323529978	BTG3|BTG2	http://amigo.geneontology.org/amigo/term/GO:0045930
peptidyl-tyrosine dephosphorylation	Gene Ontology	GO:0035335	3	99	0.00486111290994	0.0329710266935	DUSP5|DUSP4|DUSP2	http://amigo.geneontology.org/amigo/term/GO:0035335
mRNA binding	Gene Ontology	GO:0003729	4	200	0.00491211472311	0.0332058955282	SNIP1|ZFP36|RBM38|DCP1A	http://amigo.geneontology.org/amigo/term/GO:0003729
protein tyrosine phosphatase activity	Gene Ontology	GO:0004725	3	100	0.00499491656206	0.0335420224764	DUSP5|DUSP4|DUSP2	http://amigo.geneontology.org/amigo/term/GO:0004725
cellular response to gamma radiation	Gene Ontology	GO:0071480	2	30	0.00510367324628	0.0340468728403	CDKN1A|XRCC5	http://amigo.geneontology.org/amigo/term/GO:0071480
WW domain binding	Gene Ontology	GO:0050699	2	31	0.00542116702541	0.0351250055192	TRAF4|WBP11	http://amigo.geneontology.org/amigo/term/GO:0050699
protein K63-linked deubiquitination	Gene Ontology	GO:0070536	2	31	0.00542116702541	0.0351250055192	SPATA2|TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:0070536
cellular response to dexamethasone stimulus	Gene Ontology	GO:0071549	2	31	0.00542116702541	0.0351250055192	NR3C1|DDIT4	http://amigo.geneontology.org/amigo/term/GO:0071549
face morphogenesis	Gene Ontology	GO:0060325	2	31	0.00542116702541	0.0351250055192	TIPARP|CSRNP1	http://amigo.geneontology.org/amigo/term/GO:0060325
negative regulation of endothelial cell apoptotic process	Gene Ontology	GO:2000352	2	31	0.00542116702541	0.0351250055192	NFE2L2|TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:2000352
chaperone cofactor-dependent protein refolding	Gene Ontology	GO:0051085	2	32	0.00574750890996	0.0367695522694	DNAJB1|HSPA9	http://amigo.geneontology.org/amigo/term/GO:0051085
mismatch repair	Gene Ontology	GO:0006298	2	32	0.00574750890996	0.0367695522694	JUNB|RPA2	http://amigo.geneontology.org/amigo/term/GO:0006298
skeletal system morphogenesis	Gene Ontology	GO:0048705	2	33	0.00608263743361	0.0384286252815	TIPARP|CSRNP1	http://amigo.geneontology.org/amigo/term/GO:0048705
extrinsic apoptotic signaling pathway via death domain receptors	Gene Ontology	GO:0008625	2	33	0.00608263743361	0.0384286252815	DDX47|PIK3R1	http://amigo.geneontology.org/amigo/term/GO:0008625
positive regulation of vascular associated smooth muscle cell proliferation	Gene Ontology	GO:1904707	2	34	0.00642649143563	0.0395540418298	NR4A3|MEF2D	http://amigo.geneontology.org/amigo/term/GO:1904707
positive regulation of telomere maintenance via telomerase	Gene Ontology	GO:0032212	2	34	0.00642649143563	0.0395540418298	TNKS2|XRCC5	http://amigo.geneontology.org/amigo/term/GO:0032212
regulation of cell differentiation	Gene Ontology	GO:0045595	2	34	0.00642649143563	0.0395540418298	BCL6|SPOCK2	http://amigo.geneontology.org/amigo/term/GO:0045595
neuron migration	Gene Ontology	GO:0001764	3	110	0.00645581254717	0.0395540418298	NR4A2|DDIT4|CXCR4	http://amigo.geneontology.org/amigo/term/GO:0001764
nuclear chromosome, telomeric region	Gene Ontology	GO:0000784	3	110	0.00645581254717	0.0395540418298	TNKS2|XRCC5|RPA2	http://amigo.geneontology.org/amigo/term/GO:0000784
regulation of cholesterol biosynthetic process	Gene Ontology	GO:0045540	2	35	0.00677901005952	0.0410383056737	IDI1|SEC14L2	http://amigo.geneontology.org/amigo/term/GO:0045540
autophagosome membrane	Gene Ontology	GO:0000421	2	35	0.00677901005952	0.0410383056737	ATG16L1|GABARAPL1	http://amigo.geneontology.org/amigo/term/GO:0000421
activating transcription factor binding	Gene Ontology	GO:0033613	2	35	0.00677901005952	0.0410383056737	RELA|MEF2D	http://amigo.geneontology.org/amigo/term/GO:0033613
negative regulation of extrinsic apoptotic signaling pathway	Gene Ontology	GO:2001237	2	35	0.00677901005952	0.0410383056737	RELA|SIAH2	http://amigo.geneontology.org/amigo/term/GO:2001237
Golgi apparatus	Gene Ontology	GO:0005794	9	1002	0.00684546477862	0.0413172695567	GIMAP7|GABARAPL1|NFE2L2|CEPT1|CSNK1D|GLT8D1|SRGN|BCL6|DYNLT1	http://amigo.geneontology.org/amigo/term/GO:0005794
axon guidance	Gene Ontology	GO:0007411	4	222	0.00701845135991	0.0420922043006	NR4A3|IRS2|PIK3R1|CXCR4	http://amigo.geneontology.org/amigo/term/GO:0007411
histone deacetylase binding	Gene Ontology	GO:0042826	3	114	0.00710399310463	0.0420922043006	RELA|KPNA2|MEF2D	http://amigo.geneontology.org/amigo/term/GO:0042826
positive regulation of cell population proliferation	Gene Ontology	GO:0008284	6	501	0.00716065605705	0.0420922043006	AREG|SERTAD1|NAMPT|IRS2|TSPAN31|RELA	http://amigo.geneontology.org/amigo/term/GO:0008284
unfolded protein binding	Gene Ontology	GO:0051082	3	115	0.00727184228697	0.0423772878103	DNAJB1|TTC1|HSPA9	http://amigo.geneontology.org/amigo/term/GO:0051082
protein serine/threonine kinase activity	Gene Ontology	GO:0004674	5	357	0.00740568481567	0.0429983880539	PLK3|CSNK1D|CDK16|PIM3|MAP3K8	http://amigo.geneontology.org/amigo/term/GO:0004674
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	Gene Ontology	GO:0000184	3	116	0.00744202870164	0.0429983880539	ETF1|GSPT1|DCP1A	http://amigo.geneontology.org/amigo/term/GO:0000184
neuron projection development	Gene Ontology	GO:0031175	3	116	0.00744202870164	0.0429983880539	AREG|CDK16|BTG2	http://amigo.geneontology.org/amigo/term/GO:0031175
autophagy of mitochondrion	Gene Ontology	GO:0000422	2	38	0.00788794963374	0.0450613010063	ATG2A|GABARAPL1	http://amigo.geneontology.org/amigo/term/GO:0000422
spindle	Gene Ontology	GO:0005819	3	122	0.00851264016869	0.0480881177217	CSNK1D|DYNLT1|NR3C1	http://amigo.geneontology.org/amigo/term/GO:0005819
positive regulation of pri-miRNA transcription by RNA polymerase II	Gene Ontology	GO:1902895	2	40	0.00866946366204	0.0485681555431	RELA|NR3C1	http://amigo.geneontology.org/amigo/term/GO:1902895
alpha-tubulin binding	Gene Ontology	GO:0043014	2	40	0.00866946366204	0.0485681555431	TBCE|ARL4C	http://amigo.geneontology.org/amigo/term/GO:0043014
activation of MAPK activity	Gene Ontology	GO:0000187	3	123	0.00869938955871	0.0486015482784	DUSP5|AVPI1|CXCR4	http://amigo.geneontology.org/amigo/term/GO:0000187
protein domain specific binding	Gene Ontology	GO:0019904	4	239	0.00900300911474	0.0499034981098	NFE2L2|SRSF7|CASP2|IRS2	http://amigo.geneontology.org/amigo/term/GO:0019904
response to starvation	Gene Ontology	GO:0042594	2	41	0.00907270890351	0.0499034981098	ZFP36|DDIT3	http://amigo.geneontology.org/amigo/term/GO:0042594
histone H3 acetylation	Gene Ontology	GO:0043966	2	41	0.00907270890351	0.0499034981098	PER1|BRD1	http://amigo.geneontology.org/amigo/term/GO:0043966
cellular response to tumor necrosis factor	Gene Ontology	GO:0071356	3	125	0.00908007436021	0.0499034981098	NFE2L2|RELA|ZFP36	http://amigo.geneontology.org/amigo/term/GO:0071356
negative regulation of cell growth	Gene Ontology	GO:0030308	3	125	0.00908007436021	0.0499034981098	CDKN1A|BCL6|TSPYL2	http://amigo.geneontology.org/amigo/term/GO:0030308
neuronal cell body	Gene Ontology	GO:0043025	5	376	0.00911447884601	0.0499571975668	PLK3|DYNLT1|DNAJB1|SIAH2|PI4K2A	http://amigo.geneontology.org/amigo/term/GO:0043025
perinuclear region of cytoplasm	Gene Ontology	GO:0048471	7	697	0.00941977515651	0.0514913854916	TRAF4|LPXN|CDKN1A|CSNK1D|PRKACB|TNKS2|BCL3	http://amigo.geneontology.org/amigo/term/GO:0048471
animal organ regeneration	Gene Ontology	GO:0031100	2	42	0.00948420118027	0.0515655763903	NR4A3|CDKN1A	http://amigo.geneontology.org/amigo/term/GO:0031100
intrinsic apoptotic signaling pathway in response to DNA damage	Gene Ontology	GO:0008630	2	43	0.00990388202277	0.0534177466547	CASP2|PIK3R1	http://amigo.geneontology.org/amigo/term/GO:0008630
regulation of G protein-coupled receptor signaling pathway	Gene Ontology	GO:0008277	2	43	0.00990388202277	0.0534177466547	DYNLT1|RGS1	http://amigo.geneontology.org/amigo/term/GO:0008277
transcription coactivator activity	Gene Ontology	GO:0003713	4	248	0.0101879407032	0.0545148911504	JMJD6|DDIT3|CD3D|MED26	http://amigo.geneontology.org/amigo/term/GO:0003713
telomere maintenance	Gene Ontology	GO:0000723	2	44	0.010331693254	0.0545642549975	XRCC5|RPA2	http://amigo.geneontology.org/amigo/term/GO:0000723
response to cytokine	Gene Ontology	GO:0034097	2	44	0.010331693254	0.0545642549975	RELA|REL	http://amigo.geneontology.org/amigo/term/GO:0034097
ATP binding	Gene Ontology	GO:0005524	11	1463	0.0103680211828	0.0546138882044	MAP3K8|PIM3|PLK3|PRKACB|CDK16|DDX47|PFKFB3|CSNK1D|PI4K2A|XRCC5|HSPA9	http://amigo.geneontology.org/amigo/term/GO:0005524
G2/M transition of mitotic cell cycle	Gene Ontology	GO:0000086	3	133	0.0106995077741	0.0561353370998	CDKN1A|CSNK1D|PLK3	http://amigo.geneontology.org/amigo/term/GO:0000086
response to organic cyclic compound	Gene Ontology	GO:0014070	2	45	0.0107675769881	0.0561353370998	BTG2|NAMPT	http://amigo.geneontology.org/amigo/term/GO:0014070
negative regulation of I-kappaB kinase/NF-kappaB signaling	Gene Ontology	GO:0043124	2	45	0.0107675769881	0.0561353370998	PER1|TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:0043124
negative regulation of neuron apoptotic process	Gene Ontology	GO:0043524	3	138	0.0117911018158	0.0603847335413	NR4A2|NR4A3|BTG2	http://amigo.geneontology.org/amigo/term/GO:0043524
MAPK cascade	Gene Ontology	GO:0000165	4	261	0.0120711072606	0.061158268332	DUSP5|AREG|ZFP36|IRS2	http://amigo.geneontology.org/amigo/term/GO:0000165
spermatogenesis	Gene Ontology	GO:0007283	5	404	0.0121019557051	0.061158268332	SPATA2|BCL6|CDK16|CREM|USP42	http://amigo.geneontology.org/amigo/term/GO:0007283
positive regulation of fibroblast proliferation	Gene Ontology	GO:0048146	2	48	0.012123088693	0.061158268332	CDKN1A|FOSL2	http://amigo.geneontology.org/amigo/term/GO:0048146
response to hydrogen peroxide	Gene Ontology	GO:0042542	2	48	0.012123088693	0.061158268332	NR4A3|AREG	http://amigo.geneontology.org/amigo/term/GO:0042542
endoplasmic reticulum unfolded protein response	Gene Ontology	GO:0030968	2	49	0.0125906893625	0.0628914237122	NFE2L2|DDIT3	http://amigo.geneontology.org/amigo/term/GO:0030968
epidermal growth factor receptor signaling pathway	Gene Ontology	GO:0007173	2	50	0.013066077431	0.0647872983619	AREG|PIK3R1	http://amigo.geneontology.org/amigo/term/GO:0007173
host cell	Gene Ontology	GO:0043657	2	50	0.013066077431	0.0647872983619	DYNLT1|VPS37B	http://amigo.geneontology.org/amigo/term/GO:0043657
repressing transcription factor binding	Gene Ontology	GO:0070491	2	51	0.0135491967339	0.0670189536006	RELA|NR3C1	http://amigo.geneontology.org/amigo/term/GO:0070491
positive regulation of type I interferon production	Gene Ontology	GO:0032481	2	52	0.014039991389	0.0682808214315	RELA|XRCC5	http://amigo.geneontology.org/amigo/term/GO:0032481
positive regulation of neuron apoptotic process	Gene Ontology	GO:0043525	2	52	0.014039991389	0.0682808214315	DDIT3|CASP2	http://amigo.geneontology.org/amigo/term/GO:0043525
enzyme activator activity	Gene Ontology	GO:0008047	2	52	0.014039991389	0.0682808214315	XRCC5|DCP1A	http://amigo.geneontology.org/amigo/term/GO:0008047
protein dephosphorylation	Gene Ontology	GO:0006470	3	149	0.0144109424669	0.0695842650544	DUSP5|DUSP4|DUSP2	http://amigo.geneontology.org/amigo/term/GO:0006470
T cell costimulation	Gene Ontology	GO:0031295	2	53	0.0145384057957	0.0697018604104	MAP3K8|PIK3R1	http://amigo.geneontology.org/amigo/term/GO:0031295
cellular response to cytokine stimulus	Gene Ontology	GO:0071345	2	53	0.0145384057957	0.0697018604104	CASP1|CXCR4	http://amigo.geneontology.org/amigo/term/GO:0071345
positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	Gene Ontology	GO:0043280	2	54	0.0150443846329	0.0714520188185	ARL6IP5|CASP1	http://amigo.geneontology.org/amigo/term/GO:0043280
response to mechanical stimulus	Gene Ontology	GO:0009612	2	54	0.0150443846329	0.0714520188185	PTGER4|BTG2	http://amigo.geneontology.org/amigo/term/GO:0009612
positive regulation of interleukin-8 production	Gene Ontology	GO:0032757	2	54	0.0150443846329	0.0714520188185	RELA|DDIT3	http://amigo.geneontology.org/amigo/term/GO:0032757
damaged DNA binding	Gene Ontology	GO:0003684	2	55	0.0155578728587	0.0728668964377	XRCC5|RPA2	http://amigo.geneontology.org/amigo/term/GO:0003684
glucose metabolic process	Gene Ontology	GO:0006006	2	55	0.0155578728587	0.0728668964377	CREM|IRS2	http://amigo.geneontology.org/amigo/term/GO:0006006
phosphatidylinositol-mediated signaling	Gene Ontology	GO:0048015	2	55	0.0155578728587	0.0728668964377	IRS2|PIK3R1	http://amigo.geneontology.org/amigo/term/GO:0048015
double-strand break repair via nonhomologous end joining	Gene Ontology	GO:0006303	2	55	0.0155578728587	0.0728668964377	KDM2A|XRCC5	http://amigo.geneontology.org/amigo/term/GO:0006303
cell differentiation	Gene Ontology	GO:0030154	6	596	0.0156630292444	0.0730360882067	ETV3|FLI1|USP42|CREM|MEF2D|RBM38	http://amigo.geneontology.org/amigo/term/GO:0030154
perikaryon	Gene Ontology	GO:0043204	3	155	0.0159678277005	0.0735598967887	SLC2A3|BRD1|PI4K2A	http://amigo.geneontology.org/amigo/term/GO:0043204
phosphatase activity	Gene Ontology	GO:0016791	2	56	0.0160788157088	0.0735598967887	DUSP5|DUSP4	http://amigo.geneontology.org/amigo/term/GO:0016791
protein processing	Gene Ontology	GO:0016485	2	56	0.0160788157088	0.0735598967887	SRGN|CASP2	http://amigo.geneontology.org/amigo/term/GO:0016485
substrate adhesion-dependent cell spreading	Gene Ontology	GO:0034446	2	56	0.0160788157088	0.0735598967887	LPXN|PIK3R1	http://amigo.geneontology.org/amigo/term/GO:0034446
clathrin-coated vesicle membrane	Gene Ontology	GO:0030665	2	56	0.0160788157088	0.0735598967887	AREG|CD3D	http://amigo.geneontology.org/amigo/term/GO:0030665
phosphatidylinositol phosphorylation	Gene Ontology	GO:0046854	2	56	0.0160788157088	0.0735598967887	PIK3R1|PI4K2A	http://amigo.geneontology.org/amigo/term/GO:0046854
cytoplasmic vesicle	Gene Ontology	GO:0031410	4	285	0.0161048294745	0.0735598967887	PI4K2A|TP53INP2|ARRDC2|CXCR4	http://amigo.geneontology.org/amigo/term/GO:0031410
ribonucleoprotein complex	Gene Ontology	GO:1990904	3	156	0.0162361456368	0.073993041239	JMJD6|ZFP36|XRCC5	http://amigo.geneontology.org/amigo/term/GO:1990904
peroxisomal membrane	Gene Ontology	GO:0005778	2	57	0.0166071586949	0.0755141655454	PEX11B|TTC1	http://amigo.geneontology.org/amigo/term/GO:0005778
positive regulation of smooth muscle cell proliferation	Gene Ontology	GO:0048661	2	58	0.0171428476042	0.077601997637	NR4A3|NAMPT	http://amigo.geneontology.org/amigo/term/GO:0048661
response to hypoxia	Gene Ontology	GO:0001666	3	160	0.0173347489412	0.0779487158598	NR4A2|DDIT4|CXCR4	http://amigo.geneontology.org/amigo/term/GO:0001666
midbody	Gene Ontology	GO:0030496	3	160	0.0173347489412	0.0779487158598	VPS37B|BCL3|CXCR4	http://amigo.geneontology.org/amigo/term/GO:0030496
ubiquitin-dependent protein catabolic process	Gene Ontology	GO:0006511	4	292	0.0174225390588	0.0781701531221	TP53INP2|USP36|SIAH2|USP42	http://amigo.geneontology.org/amigo/term/GO:0006511
Golgi membrane	Gene Ontology	GO:0000139	6	616	0.0180877227052	0.0786327513406	AREG|ST6GAL1|CSNK1D|WHAMM|TNKS2|GIMAP1	http://amigo.geneontology.org/amigo/term/GO:0000139
histone binding	Gene Ontology	GO:0042393	3	163	0.0181853518219	0.0786327513406	SPTY2D1|BRD1|TSPYL2	http://amigo.geneontology.org/amigo/term/GO:0042393
heat shock protein binding	Gene Ontology	GO:0031072	2	61	0.0187934518446	0.0786327513406	HSPA9|ZFP36	http://amigo.geneontology.org/amigo/term/GO:0031072
adenylate cyclase-modulating G protein-coupled receptor signaling pathway	Gene Ontology	GO:0007188	2	61	0.0187934518446	0.0786327513406	PTGER4|PRKACB	http://amigo.geneontology.org/amigo/term/GO:0007188
positive regulation of protein kinase B signaling	Gene Ontology	GO:0051897	3	166	0.0190588449297	0.0786327513406	AREG|IRS2|PIK3R1	http://amigo.geneontology.org/amigo/term/GO:0051897
viral process	Gene Ontology	GO:0016032	5	456	0.0192907457206	0.0786327513406	ZFP36|NFE2L2|RELA|RBM38|PIK3R1	http://amigo.geneontology.org/amigo/term/GO:0016032
NIK/NF-kappaB signaling	Gene Ontology	GO:0038061	2	62	0.0193579877789	0.0786327513406	RELA|REL	http://amigo.geneontology.org/amigo/term/GO:0038061
granzyme-mediated apoptotic signaling pathway	Gene Ontology	GO:0008626	1	5	0.0197978536862	0.0786327513406	SRGN	http://amigo.geneontology.org/amigo/term/GO:0008626
5'-deoxyribose-5-phosphate lyase activity	Gene Ontology	GO:0051575	1	5	0.0197978536862	0.0786327513406	XRCC5	http://amigo.geneontology.org/amigo/term/GO:0051575
IPAF inflammasome complex	Gene Ontology	GO:0072557	1	5	0.0197978536862	0.0786327513406	CASP1	http://amigo.geneontology.org/amigo/term/GO:0072557
protein demethylation	Gene Ontology	GO:0006482	1	5	0.0197978536862	0.0786327513406	JMJD6	http://amigo.geneontology.org/amigo/term/GO:0006482
positive regulation of fatty acid oxidation	Gene Ontology	GO:0046321	1	5	0.0197978536862	0.0786327513406	NR4A3	http://amigo.geneontology.org/amigo/term/GO:0046321
positive regulation of endoplasmic reticulum unfolded protein response	Gene Ontology	GO:1900103	1	5	0.0197978536862	0.0786327513406	PIK3R1	http://amigo.geneontology.org/amigo/term/GO:1900103
regulation of myotube differentiation	Gene Ontology	GO:0010830	1	5	0.0197978536862	0.0786327513406	RBM38	http://amigo.geneontology.org/amigo/term/GO:0010830
leukotriene signaling pathway	Gene Ontology	GO:0061737	1	5	0.0197978536862	0.0786327513406	RGS1	http://amigo.geneontology.org/amigo/term/GO:0061737
establishment of protein localization to mitochondrion	Gene Ontology	GO:0072655	1	5	0.0197978536862	0.0786327513406	DDIT3	http://amigo.geneontology.org/amigo/term/GO:0072655
protein repair	Gene Ontology	GO:0030091	1	5	0.0197978536862	0.0786327513406	PCMT1	http://amigo.geneontology.org/amigo/term/GO:0030091
deadenylation-independent decapping of nuclear-transcribed mRNA	Gene Ontology	GO:0031087	1	5	0.0197978536862	0.0786327513406	DCP1A	http://amigo.geneontology.org/amigo/term/GO:0031087
protein K29-linked deubiquitination	Gene Ontology	GO:0035523	1	5	0.0197978536862	0.0786327513406	TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:0035523
GPI-anchor transamidase complex	Gene Ontology	GO:0042765	1	5	0.0197978536862	0.0786327513406	TP53INP2	http://amigo.geneontology.org/amigo/term/GO:0042765
histone acetyltransferase activity (H3-K23 specific)	Gene Ontology	GO:0043994	1	5	0.0197978536862	0.0786327513406	BRD1	http://amigo.geneontology.org/amigo/term/GO:0043994
type 2 immune response	Gene Ontology	GO:0042092	1	5	0.0197978536862	0.0786327513406	BCL6	http://amigo.geneontology.org/amigo/term/GO:0042092
glucose import across plasma membrane	Gene Ontology	GO:0098708	1	5	0.0197978536862	0.0786327513406	SLC2A3	http://amigo.geneontology.org/amigo/term/GO:0098708
nucleolus organization	Gene Ontology	GO:0007000	1	5	0.0197978536862	0.0786327513406	USP36	http://amigo.geneontology.org/amigo/term/GO:0007000
cellular response to staurosporine	Gene Ontology	GO:0072734	1	5	0.0197978536862	0.0786327513406	CASP6	http://amigo.geneontology.org/amigo/term/GO:0072734
phosphatidylinositol 3-kinase regulator activity	Gene Ontology	GO:0035014	1	5	0.0197978536862	0.0786327513406	PIK3R1	http://amigo.geneontology.org/amigo/term/GO:0035014
positive regulation of non-canonical Wnt signaling pathway	Gene Ontology	GO:2000052	1	5	0.0197978536862	0.0786327513406	CSNK1D	http://amigo.geneontology.org/amigo/term/GO:2000052
glucocorticoid receptor signaling pathway	Gene Ontology	GO:0042921	1	5	0.0197978536862	0.0786327513406	NR3C1	http://amigo.geneontology.org/amigo/term/GO:0042921
semicircular canal morphogenesis	Gene Ontology	GO:0048752	1	5	0.0197978536862	0.0786327513406	NR4A3	http://amigo.geneontology.org/amigo/term/GO:0048752
DNA replication, synthesis of RNA primer	Gene Ontology	GO:0006269	1	5	0.0197978536862	0.0786327513406	PRIM1	http://amigo.geneontology.org/amigo/term/GO:0006269
negative regulation of toll-like receptor 2 signaling pathway	Gene Ontology	GO:0034136	1	5	0.0197978536862	0.0786327513406	TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:0034136
histone H3-K23 acetylation	Gene Ontology	GO:0043972	1	5	0.0197978536862	0.0786327513406	BRD1	http://amigo.geneontology.org/amigo/term/GO:0043972
GPI-anchor transamidase activity	Gene Ontology	GO:0003923	1	5	0.0197978536862	0.0786327513406	TP53INP2	http://amigo.geneontology.org/amigo/term/GO:0003923
