##Databases: KEGG PATHWAY, Reactome, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
negative regulation of interleukin-2 production	Gene Ontology	GO:0032703	2	22	0.00386036699596	0.035591545039	HDAC7|TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:0032703
calmodulin-dependent protein kinase activity	Gene Ontology	GO:0004683	2	22	0.00386036699596	0.035591545039	ITPKA|CAMK4	http://amigo.geneontology.org/amigo/term/GO:0004683
protein deubiquitination	Gene Ontology	GO:0016579	5	262	0.00388340707074	0.035644129185	TRAF3|NFKBIA|FAM105A|TNFAIP3|SMAD3	http://amigo.geneontology.org/amigo/term/GO:0016579
centrosome	Gene Ontology	GO:0005813	7	506	0.00390759748124	0.0357067574286	RGS14|PPP2R3C|ARL3|IQCB1|ZNF365|ACTR1A|POLR3H	http://amigo.geneontology.org/amigo/term/GO:0005813
ubiquitin binding	Gene Ontology	GO:0043130	3	79	0.00399041041981	0.0361422194852	FAM105A|TNFAIP3|SMAD3	http://amigo.geneontology.org/amigo/term/GO:0043130
cellular response to mechanical stimulus	Gene Ontology	GO:0071260	3	79	0.00399041041981	0.0361422194852	PTGER4|IL13|F11R	http://amigo.geneontology.org/amigo/term/GO:0071260
negative regulation of NF-kappaB transcription factor activity	Gene Ontology	GO:0032088	3	80	0.00412846848575	0.0370660751384	TRAF3|NFKBIA|TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:0032088
response to radiation	Gene Ontology	GO:0009314	2	23	0.00418547013822	0.037252496122	TNFRSF11A|F11R	http://amigo.geneontology.org/amigo/term/GO:0009314
inflammatory response to antigenic stimulus	Gene Ontology	GO:0002437	2	23	0.00418547013822	0.037252496122	IL2RA|HLA-DRB1	http://amigo.geneontology.org/amigo/term/GO:0002437
positive regulation of protein kinase B signaling	Gene Ontology	GO:0051897	4	166	0.00435971456776	0.0384702710357	ERBB3|CD86|FLG|CCR7	http://amigo.geneontology.org/amigo/term/GO:0051897
positive regulation of interleukin-4 production	Gene Ontology	GO:0032753	2	24	0.00452282902185	0.0390711616341	FCER1G|CD86	http://amigo.geneontology.org/amigo/term/GO:0032753
histone deacetylase activity	Gene Ontology	GO:0004407	2	24	0.00452282902185	0.0390711616341	HDAC3|HDAC7	http://amigo.geneontology.org/amigo/term/GO:0004407
regulation of cell population proliferation	Gene Ontology	GO:0042127	4	169	0.00463733084216	0.0398926870773	ERBB3|NFKBIA|STAT6|BCL6	http://amigo.geneontology.org/amigo/term/GO:0042127
negative regulation of osteoclast differentiation	Gene Ontology	GO:0045671	2	25	0.0048723455073	0.0412244541687	INPP5D|TOB2	http://amigo.geneontology.org/amigo/term/GO:0045671
positive regulation of focal adhesion assembly	Gene Ontology	GO:0051894	2	25	0.0048723455073	0.0412244541687	IQGAP1|SMAD3	http://amigo.geneontology.org/amigo/term/GO:0051894
protein phosphatase binding	Gene Ontology	GO:0019903	3	86	0.00501774333109	0.0417671266749	STAT6|TRAF3|IQGAP1	http://amigo.geneontology.org/amigo/term/GO:0019903
positive regulation of phosphatidylinositol 3-kinase signaling	Gene Ontology	GO:0014068	3	86	0.00501774333109	0.0417671266749	ERBB3|PRR5L|FLG	http://amigo.geneontology.org/amigo/term/GO:0014068
PDZ domain binding	Gene Ontology	GO:0030165	3	86	0.00501774333109	0.0417671266749	SLC22A4|SLC22A5|F11R	http://amigo.geneontology.org/amigo/term/GO:0030165
replication fork	Gene Ontology	GO:0005657	2	26	0.00523392202119	0.04287228556	EAF2|BCL6	http://amigo.geneontology.org/amigo/term/GO:0005657
bHLH transcription factor binding	Gene Ontology	GO:0043425	2	26	0.00523392202119	0.04287228556	USF1|SMAD3	http://amigo.geneontology.org/amigo/term/GO:0043425
sequence-specific DNA binding	Gene Ontology	GO:0043565	6	405	0.00538254971403	0.0439147706827	RERE|SMAD3|USF1|OVOL1|BCL6|IKZF3	http://amigo.geneontology.org/amigo/term/GO:0043565
viral entry into host cell	Gene Ontology	GO:0046718	3	89	0.00550229043067	0.0443635651979	TNFRSF14|F11R|CD86	http://amigo.geneontology.org/amigo/term/GO:0046718
wound healing	Gene Ontology	GO:0042060	3	89	0.00550229043067	0.0443635651979	ERBB3|ALOX15|SMAD3	http://amigo.geneontology.org/amigo/term/GO:0042060
positive regulation of protein phosphorylation	Gene Ontology	GO:0001934	4	178	0.0055409983702	0.0445011431607	HLA-DRB1|HDAC3|PRR5L|CDK2AP1	http://amigo.geneontology.org/amigo/term/GO:0001934
positive regulation of interleukin-2 production	Gene Ontology	GO:0032743	2	27	0.0056074615534	0.0448361638773	CARD11|CD86	http://amigo.geneontology.org/amigo/term/GO:0032743
extracellular region	Gene Ontology	GO:0005576	15	1843	0.00562723377827	0.0448361638773	IL7R|ADAMTS4|IL13|IL1RL1|C1orf54|EFEMP2|C22orf46|CCDC134|GLB1|IL6R|NDFIP1|TSLP|PA2G4|FLG|ZPBP2	http://amigo.geneontology.org/amigo/term/GO:0005576
positive regulation of I-kappaB kinase/NF-kappaB signaling	Gene Ontology	GO:0043123	4	185	0.00632008947628	0.0490221319081	NDFIP1|HLA-DRB1|CARD11|CCR7	http://amigo.geneontology.org/amigo/term/GO:0043123
signaling receptor complex adaptor activity	Gene Ontology	GO:0030159	2	29	0.0063900444316	0.0490221319081	RGS14|SH2B3	http://amigo.geneontology.org/amigo/term/GO:0030159
mesoderm development	Gene Ontology	GO:0007498	2	30	0.00679889654816	0.0510165376022	OVOL1|IKZF3	http://amigo.geneontology.org/amigo/term/GO:0007498
regulation of cytoskeleton organization	Gene Ontology	GO:0051493	2	30	0.00679889654816	0.0510165376022	F11R|STMN3	http://amigo.geneontology.org/amigo/term/GO:0051493
platelet-derived growth factor receptor signaling pathway	Gene Ontology	GO:0048008	2	30	0.00679889654816	0.0510165376022	RGS14|IQGAP1	http://amigo.geneontology.org/amigo/term/GO:0048008
protein tyrosine kinase binding	Gene Ontology	GO:1990782	2	30	0.00679889654816	0.0510165376022	CD247|SH2B3	http://amigo.geneontology.org/amigo/term/GO:1990782
positive regulation of cold-induced thermogenesis	Gene Ontology	GO:0120162	3	97	0.00692825170444	0.0517175640186	STAT6|HDAC3|IL13	http://amigo.geneontology.org/amigo/term/GO:0120162
integral component of membrane	Gene Ontology	GO:0016021	24	3643	0.00721761369614	0.0517175640186	IL7R|IL1RL1|CLEC16A|TNFRSF14|CD247|CCR7|FLG|SLC22A5|PTGER4|CD86|NDFIP1|TMEM180|ABCB9|MFSD9|AQP5|PIGN|TNFRSF11A|B4GALT3|F11R|DYNAP|ORMDL3|SLC25A46|ERMP1|LAYN	http://amigo.geneontology.org/amigo/term/GO:0016021
osteoclast differentiation	Gene Ontology	GO:0030316	2	31	0.00721932921855	0.0517175640186	FCER1G|TNFRSF11A	http://amigo.geneontology.org/amigo/term/GO:0030316
response to exogenous dsRNA	Gene Ontology	GO:0043330	2	31	0.00721932921855	0.0517175640186	RFTN2|NFKBIA	http://amigo.geneontology.org/amigo/term/GO:0043330
NF-kappaB binding	Gene Ontology	GO:0051059	2	31	0.00721932921855	0.0517175640186	HDAC3|NFKBIA	http://amigo.geneontology.org/amigo/term/GO:0051059
negative regulation of endothelial cell apoptotic process	Gene Ontology	GO:2000352	2	31	0.00721932921855	0.0517175640186	IL13|TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:2000352
positive regulation of GTPase activity	Gene Ontology	GO:0043547	5	307	0.0074176174308	0.0528181812702	F11R|RGS14|ARHGAP15|IQGAP1|RASA2	http://amigo.geneontology.org/amigo/term/GO:0043547
clathrin-coated endocytic vesicle membrane	Gene Ontology	GO:0030669	2	32	0.0076512482066	0.0535066881386	HLA-DRB1|HLA-DQA1	http://amigo.geneontology.org/amigo/term/GO:0030669
integral component of plasma membrane	Gene Ontology	GO:0005887	12	1380	0.00792193933192	0.0552118890387	ERBB3|FCER1G|AQP5|HLA-C|HLA-B|HLA-DRB1|GLB1|SLC22A4|TLR1|SLC15A2|HLA-DQA1|FLG	http://amigo.geneontology.org/amigo/term/GO:0005887
calmodulin binding	Gene Ontology	GO:0005516	4	200	0.00822700338677	0.0567608018899	ITPKA|IQCB1|IQGAP1|CAMK4	http://amigo.geneontology.org/amigo/term/GO:0005516
B cell proliferation	Gene Ontology	GO:0042100	2	34	0.00854917092004	0.0578193928013	IL7R|CARD11	http://amigo.geneontology.org/amigo/term/GO:0042100
positive regulation of cell differentiation	Gene Ontology	GO:0045597	2	34	0.00854917092004	0.0578193928013	PA2G4|FLG	http://amigo.geneontology.org/amigo/term/GO:0045597
long-term memory	Gene Ontology	GO:0007616	2	34	0.00854917092004	0.0578193928013	RGS14|CAMK4	http://amigo.geneontology.org/amigo/term/GO:0007616
protein transport	Gene Ontology	GO:0015031	5	320	0.00875621050059	0.0588325777425	SLC15A2|AAGAB|ABCB9|SNX32|AP5B1	http://amigo.geneontology.org/amigo/term/GO:0015031
receptor complex	Gene Ontology	GO:0043235	4	207	0.00923295605501	0.0616329793802	ERBB3|IL6R|FLG|SMAD3	http://amigo.geneontology.org/amigo/term/GO:0043235
positive regulation of MAPK cascade	Gene Ontology	GO:0043410	3	109	0.00944406790984	0.0627504532733	HLA-DRB1|IQGAP1|FLG	http://amigo.geneontology.org/amigo/term/GO:0043410
negative regulation of interferon-gamma production	Gene Ontology	GO:0032689	2	36	0.00949192167704	0.0627504532733	HLA-DRB1|IL1RL1	http://amigo.geneontology.org/amigo/term/GO:0032689
protein kinase binding	Gene Ontology	GO:0019901	6	461	0.00977720255448	0.064429257859	RGS14|TRAF3|HDAC7|SMAD3|USF1|IQGAP1	http://amigo.geneontology.org/amigo/term/GO:0019901
immunoglobulin production	Gene Ontology	GO:0002377	3	111	0.00990848109536	0.065085741636	IL7R|CARD11|CD86	http://amigo.geneontology.org/amigo/term/GO:0002377
ureteric bud development	Gene Ontology	GO:0001657	2	37	0.00997987773753	0.0651385035821	FLG|SMAD3	http://amigo.geneontology.org/amigo/term/GO:0001657
tRNA aminoacylation for protein translation	Gene Ontology	GO:0006418	2	37	0.00997987773753	0.0651385035821	TARS2|MARS2	http://amigo.geneontology.org/amigo/term/GO:0006418
mitochondrion	Gene Ontology	GO:0005739	11	1258	0.0104392727093	0.0671163334981	ZNF217|THEM4|SLC25A46|D2HGDH|KIAA0391|SLC22A4|TRAF3|COQ10A|CCR7|ACO2|SUOX	http://amigo.geneontology.org/amigo/term/GO:0005739
negative regulation of Notch signaling pathway	Gene Ontology	GO:0045746	2	38	0.0104787660763	0.0671163334981	NFKBIA|BCL6	http://amigo.geneontology.org/amigo/term/GO:0045746
negative regulation of MAP kinase activity	Gene Ontology	GO:0043407	2	39	0.0109884962243	0.0697294698675	RGS14|SH2B3	http://amigo.geneontology.org/amigo/term/GO:0043407
chondrocyte differentiation	Gene Ontology	GO:0002062	2	39	0.0109884962243	0.0697294698675	RUNX3|FLG	http://amigo.geneontology.org/amigo/term/GO:0002062
small-subunit processome	Gene Ontology	GO:0032040	2	39	0.0109884962243	0.0697294698675	NHP2L1|WDR36	http://amigo.geneontology.org/amigo/term/GO:0032040
photoreceptor connecting cilium	Gene Ontology	GO:0032391	2	40	0.0115089782395	0.0728075669554	ARL3|IQCB1	http://amigo.geneontology.org/amigo/term/GO:0032391
DNA repair	Gene Ontology	GO:0006281	4	224	0.012000693091	0.0752238566924	EMSY|RTEL1|EAF2|RAD50	http://amigo.geneontology.org/amigo/term/GO:0006281
transport vesicle membrane	Gene Ontology	GO:0030658	2	41	0.012040122705	0.0752416178765	HLA-DRB1|HLA-DQA1	http://amigo.geneontology.org/amigo/term/GO:0030658
4 iron, 4 sulfur cluster binding	Gene Ontology	GO:0051539	2	42	0.0125818407252	0.0779164594307	RTEL1|ACO2	http://amigo.geneontology.org/amigo/term/GO:0051539
enzyme binding	Gene Ontology	GO:0019899	5	353	0.0128856188961	0.0795580554066	IQCB1|USF1|HDAC3|NFKBIA|IL6R	http://amigo.geneontology.org/amigo/term/GO:0019899
transmembrane receptor protein tyrosine kinase signaling pathway	Gene Ontology	GO:0007169	3	123	0.0129720718129	0.0796136705889	ERBB3|SH2B3|FLG	http://amigo.geneontology.org/amigo/term/GO:0007169
monocyte chemotaxis	Gene Ontology	GO:0002548	2	43	0.0131340439243	0.0801293599653	TNFRSF11A|IL6R	http://amigo.geneontology.org/amigo/term/GO:0002548
negative regulation of nucleic acid-templated transcription	Gene Ontology	GO:1903507	2	43	0.0131340439243	0.0801293599653	RERE|TOB2	http://amigo.geneontology.org/amigo/term/GO:1903507
cell migration	Gene Ontology	GO:0016477	4	232	0.0134686156756	0.0819274373639	ITGB8|FLG|TNFAIP3|IQGAP1	http://amigo.geneontology.org/amigo/term/GO:0016477
toll-like receptor signaling pathway	Gene Ontology	GO:0002224	2	44	0.0136966444429	0.0823400613292	TLR1|TRAF3	http://amigo.geneontology.org/amigo/term/GO:0002224
extrinsic apoptotic signaling pathway	Gene Ontology	GO:0097191	2	44	0.0136966444429	0.0823400613292	IL6R|SMAD3	http://amigo.geneontology.org/amigo/term/GO:0097191
response to cytokine	Gene Ontology	GO:0034097	2	44	0.0136966444429	0.0823400613292	TNFRSF11A|IL6R	http://amigo.geneontology.org/amigo/term/GO:0034097
iron ion binding	Gene Ontology	GO:0005506	3	127	0.014100178086	0.0842731573979	ALOX15|ACO2|OGFOD2	http://amigo.geneontology.org/amigo/term/GO:0005506
negative regulation of osteoblast differentiation	Gene Ontology	GO:0045668	2	45	0.0142695549357	0.0845481410599	HDAC7|SMAD3	http://amigo.geneontology.org/amigo/term/GO:0045668
negative regulation of protein kinase B signaling	Gene Ontology	GO:0051898	2	46	0.0148526885688	0.0872489362786	THEM4|SH2B3	http://amigo.geneontology.org/amigo/term/GO:0051898
negative regulation of GTPase activity	Gene Ontology	GO:0034260	2	46	0.0148526885688	0.0872489362786	IQGAP1|F11R	http://amigo.geneontology.org/amigo/term/GO:0034260
inositol phosphate metabolic process	Gene Ontology	GO:0043647	2	47	0.0154459590172	0.0892047520766	ITPKA|INPP5D	http://amigo.geneontology.org/amigo/term/GO:0043647
negative regulation of cold-induced thermogenesis	Gene Ontology	GO:0120163	2	47	0.0154459590172	0.0892047520766	IL18R1|PLCL1	http://amigo.geneontology.org/amigo/term/GO:0120163
positive regulation of transcription by RNA polymerase II	Gene Ontology	GO:0045944	10	1159	0.015594170019	0.0895575797741	STAT6|HDAC3|NFKBIA|TEF|SMAD3|ZBTB38|CRTC3|USF1|OVOL1|IKZF3	http://amigo.geneontology.org/amigo/term/GO:0045944
cellular response to DNA damage stimulus	Gene Ontology	GO:0006974	4	248	0.0167359477286	0.0953160901109	BCL6|ZNF652|ZBTB38|RAD50	http://amigo.geneontology.org/amigo/term/GO:0006974
skeletal system development	Gene Ontology	GO:0001501	3	137	0.0171575724097	0.0971023834783	ADAMTS4|FLG|GLB1	http://amigo.geneontology.org/amigo/term/GO:0001501
basal plasma membrane	Gene Ontology	GO:0009925	2	50	0.0172857355803	0.0971023834783	ERBB3|AQP5	http://amigo.geneontology.org/amigo/term/GO:0009925
U2-type precatalytic spliceosome	Gene Ontology	GO:0071005	2	50	0.0172857355803	0.0971023834783	PHF5A|NHP2L1	http://amigo.geneontology.org/amigo/term/GO:0071005
positive regulation of actin filament polymerization	Gene Ontology	GO:0030838	2	51	0.0179187001242	0.100383780533	ALOX15|CCR7	http://amigo.geneontology.org/amigo/term/GO:0030838
lipid metabolic process	Gene Ontology	GO:0006629	3	140	0.0181412683585	0.100806615527	ALOX15|JAZF1|PLCL1	http://amigo.geneontology.org/amigo/term/GO:0006629
rRNA processing	Gene Ontology	GO:0006364	3	141	0.0184760121189	0.10116248965	NHP2L1|PA2G4|WDR36	http://amigo.geneontology.org/amigo/term/GO:0006364
positive regulation of type I interferon production	Gene Ontology	GO:0032481	2	52	0.0185613773998	0.10116248965	STAT6|POLR3H	http://amigo.geneontology.org/amigo/term/GO:0032481
positive regulation of gene expression	Gene Ontology	GO:0010628	5	391	0.0190753988412	0.10116248965	IL7R|ITGB8|IL13|ERBB3|SMAD3	http://amigo.geneontology.org/amigo/term/GO:0010628
positive regulation of protein kinase activity	Gene Ontology	GO:0045860	2	53	0.0192136840806	0.10116248965	IQGAP1|CCR7	http://amigo.geneontology.org/amigo/term/GO:0045860
centriole	Gene Ontology	GO:0005814	3	144	0.019500807351	0.10116248965	MPHOSPH9|IQCB1|ACTR1A	http://amigo.geneontology.org/amigo/term/GO:0005814
MAPK cascade	Gene Ontology	GO:0000165	4	261	0.0197266554752	0.10116248965	IL2RA|RASA2|FLG|ERBB3	http://amigo.geneontology.org/amigo/term/GO:0000165
symporter activity	Gene Ontology	GO:0015293	2	54	0.0198755373315	0.10116248965	SLC22A4|SLC22A5	http://amigo.geneontology.org/amigo/term/GO:0015293
transmembrane receptor protein tyrosine kinase activity	Gene Ontology	GO:0004714	2	54	0.0198755373315	0.10116248965	ERBB3|FLG	http://amigo.geneontology.org/amigo/term/GO:0004714
positive regulation of cytosolic calcium ion concentration	Gene Ontology	GO:0007204	3	146	0.0202011569726	0.10116248965	PTGER4|SPPL3|CCR7	http://amigo.geneontology.org/amigo/term/GO:0007204
transcription repressor complex	Gene Ontology	GO:0017053	2	55	0.0205468548056	0.10116248965	HDAC3|JAZF1	http://amigo.geneontology.org/amigo/term/GO:0017053
nuclear speck	Gene Ontology	GO:0016607	5	400	0.0207842915482	0.10116248965	AAGAB|ZNF217|ARL6IP4|ADAMTS4|PHF5A	http://amigo.geneontology.org/amigo/term/GO:0016607
GTPase activator activity	Gene Ontology	GO:0005096	4	268	0.0214651295754	0.10116248965	RGS14|ARHGAP15|IQGAP1|RASA2	http://amigo.geneontology.org/amigo/term/GO:0005096
spermatogenesis	Gene Ontology	GO:0007283	5	404	0.0215748976396	0.10116248965	OVOL1|BCL6|BOLL|ACTR1A|SPATA32	http://amigo.geneontology.org/amigo/term/GO:0007283
Rac GTPase binding	Gene Ontology	GO:0048365	2	57	0.0219175554626	0.10116248965	ITPKA|IQGAP1	http://amigo.geneontology.org/amigo/term/GO:0048365
positive regulation of transcription, DNA-templated	Gene Ontology	GO:0045893	6	556	0.0222663380041	0.10116248965	HLA-DRB1|CAMK4|SMAD3|RUNX3|PHF5A|CD86	http://amigo.geneontology.org/amigo/term/GO:0045893
DNA helicase activity	Gene Ontology	GO:0003678	2	58	0.0226167763714	0.10116248965	RTEL1|RAD50	http://amigo.geneontology.org/amigo/term/GO:0003678
positive regulation of smooth muscle cell proliferation	Gene Ontology	GO:0048661	2	58	0.0226167763714	0.10116248965	IL13|IL6R	http://amigo.geneontology.org/amigo/term/GO:0048661
N-acetyllactosamine synthase activity	Gene Ontology	GO:0003945	1	5	0.0229288522262	0.10116248965	B4GALT3	http://amigo.geneontology.org/amigo/term/GO:0003945
response to symbiotic bacterium	Gene Ontology	GO:0009609	1	5	0.0229288522262	0.10116248965	SLC22A5	http://amigo.geneontology.org/amigo/term/GO:0009609
regulation of T cell differentiation in thymus	Gene Ontology	GO:0033081	1	5	0.0229288522262	0.10116248965	CAMK4	http://amigo.geneontology.org/amigo/term/GO:0033081
regulation of mitochondrial depolarization	Gene Ontology	GO:0051900	1	5	0.0229288522262	0.10116248965	PPP2R3C	http://amigo.geneontology.org/amigo/term/GO:0051900
negative regulation of synaptic plasticity	Gene Ontology	GO:0031914	1	5	0.0229288522262	0.10116248965	RGS14	http://amigo.geneontology.org/amigo/term/GO:0031914
sulfide oxidation, using sulfide:quinone oxidoreductase	Gene Ontology	GO:0070221	1	5	0.0229288522262	0.10116248965	SUOX	http://amigo.geneontology.org/amigo/term/GO:0070221
regulation of interferon-gamma production	Gene Ontology	GO:0032649	1	5	0.0229288522262	0.10116248965	CCR7	http://amigo.geneontology.org/amigo/term/GO:0032649
antigen processing and presentation of exogenous peptide antigen via MHC class I	Gene Ontology	GO:0042590	1	5	0.0229288522262	0.10116248965	FCER1G	http://amigo.geneontology.org/amigo/term/GO:0042590
positive regulation of T-helper 1 cell cytokine production	Gene Ontology	GO:2000556	1	5	0.0229288522262	0.10116248965	IL18R1	http://amigo.geneontology.org/amigo/term/GO:2000556
cellular sphingolipid homeostasis	Gene Ontology	GO:0090156	1	5	0.0229288522262	0.10116248965	ORMDL3	http://amigo.geneontology.org/amigo/term/GO:0090156
protein K29-linked deubiquitination	Gene Ontology	GO:0035523	1	5	0.0229288522262	0.10116248965	TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:0035523
citrate metabolic process	Gene Ontology	GO:0006101	1	5	0.0229288522262	0.10116248965	ACO2	http://amigo.geneontology.org/amigo/term/GO:0006101
protein serine/threonine phosphatase complex	Gene Ontology	GO:0008287	1	5	0.0229288522262	0.10116248965	PPP2R1B	http://amigo.geneontology.org/amigo/term/GO:0008287
apoptotic process involved in morphogenesis	Gene Ontology	GO:0060561	1	5	0.0229288522262	0.10116248965	PPP2R1B	http://amigo.geneontology.org/amigo/term/GO:0060561
COP9 signalosome assembly	Gene Ontology	GO:0010387	1	5	0.0229288522262	0.10116248965	TESPA1	http://amigo.geneontology.org/amigo/term/GO:0010387
positive regulation of extracellular matrix assembly	Gene Ontology	GO:1901203	1	5	0.0229288522262	0.10116248965	SMAD3	http://amigo.geneontology.org/amigo/term/GO:1901203
type 2 immune response	Gene Ontology	GO:0042092	1	5	0.0229288522262	0.10116248965	BCL6	http://amigo.geneontology.org/amigo/term/GO:0042092
positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway	Gene Ontology	GO:0090080	1	5	0.0229288522262	0.10116248965	FLG	http://amigo.geneontology.org/amigo/term/GO:0090080
thrombopoietin-mediated signaling pathway	Gene Ontology	GO:0038163	1	5	0.0229288522262	0.10116248965	SH2B3	http://amigo.geneontology.org/amigo/term/GO:0038163
inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity	Gene Ontology	GO:0052659	1	5	0.0229288522262	0.10116248965	INPP5D	http://amigo.geneontology.org/amigo/term/GO:0052659
branching morphogenesis of a nerve	Gene Ontology	GO:0048755	1	5	0.0229288522262	0.10116248965	RERE	http://amigo.geneontology.org/amigo/term/GO:0048755
maintenance of animal organ identity	Gene Ontology	GO:0048496	1	5	0.0229288522262	0.10116248965	IQCB1	http://amigo.geneontology.org/amigo/term/GO:0048496
cytoplasmic side of rough endoplasmic reticulum membrane	Gene Ontology	GO:0098556	1	5	0.0229288522262	0.10116248965	RPS26	http://amigo.geneontology.org/amigo/term/GO:0098556
protein localization to ciliary membrane	Gene Ontology	GO:1903441	1	5	0.0229288522262	0.10116248965	ARL3	http://amigo.geneontology.org/amigo/term/GO:1903441
fibroblast growth factor-activated receptor activity	Gene Ontology	GO:0005007	1	5	0.0229288522262	0.10116248965	FLG	http://amigo.geneontology.org/amigo/term/GO:0005007
phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity	Gene Ontology	GO:0016314	1	5	0.0229288522262	0.10116248965	INPP5D	http://amigo.geneontology.org/amigo/term/GO:0016314
TAP1 binding	Gene Ontology	GO:0046978	1	5	0.0229288522262	0.10116248965	ABCB9	http://amigo.geneontology.org/amigo/term/GO:0046978
negative regulation of toll-like receptor 2 signaling pathway	Gene Ontology	GO:0034136	1	5	0.0229288522262	0.10116248965	TNFAIP3	http://amigo.geneontology.org/amigo/term/GO:0034136
histone methyltransferase activity (H4-K20 specific)	Gene Ontology	GO:0042799	1	5	0.0229288522262	0.10116248965	SETD8	http://amigo.geneontology.org/amigo/term/GO:0042799
response to angiotensin	Gene Ontology	GO:1990776	1	5	0.0229288522262	0.10116248965	IQGAP1	http://amigo.geneontology.org/amigo/term/GO:1990776
porin activity	Gene Ontology	GO:0015288	1	5	0.0229288522262	0.10116248965	TOMM40L	http://amigo.geneontology.org/amigo/term/GO:0015288
positive regulation of mast cell activation	Gene Ontology	GO:0033005	1	5	0.0229288522262	0.10116248965	TSLP	http://amigo.geneontology.org/amigo/term/GO:0033005
regulation of platelet activation	Gene Ontology	GO:0010543	1	5	0.0229288522262	0.10116248965	FCER1G	http://amigo.geneontology.org/amigo/term/GO:0010543
IgE binding	Gene Ontology	GO:0019863	1	5	0.0229288522262	0.10116248965	FCER1G	http://amigo.geneontology.org/amigo/term/GO:0019863
prostaglandin E receptor activity	Gene Ontology	GO:0004957	1	5	0.0229288522262	0.10116248965	PTGER4	http://amigo.geneontology.org/amigo/term/GO:0004957
ciliary neurotrophic factor-mediated signaling pathway	Gene Ontology	GO:0070120	1	5	0.0229288522262	0.10116248965	IL6R	http://amigo.geneontology.org/amigo/term/GO:0070120
saliva secretion	Gene Ontology	GO:0046541	1	5	0.0229288522262	0.10116248965	AQP5	http://amigo.geneontology.org/amigo/term/GO:0046541
regulation of transforming growth factor beta activation	Gene Ontology	GO:1901388	1	5	0.0229288522262	0.10116248965	ITGB8	http://amigo.geneontology.org/amigo/term/GO:1901388
carbon dioxide transport	Gene Ontology	GO:0015670	1	5	0.0229288522262	0.10116248965	AQP5	http://amigo.geneontology.org/amigo/term/GO:0015670
negative regulation of transporter activity	Gene Ontology	GO:0032410	1	5	0.0229288522262	0.10116248965	NDFIP1	http://amigo.geneontology.org/amigo/term/GO:0032410
neuregulin binding	Gene Ontology	GO:0038132	1	5	0.0229288522262	0.10116248965	ERBB3	http://amigo.geneontology.org/amigo/term/GO:0038132
extracellular matrix protein binding	Gene Ontology	GO:1990430	1	5	0.0229288522262	0.10116248965	ITGB8	http://amigo.geneontology.org/amigo/term/GO:1990430
positive regulation of telomere maintenance via telomere lengthening	Gene Ontology	GO:1904358	1	5	0.0229288522262	0.10116248965	RTEL1	http://amigo.geneontology.org/amigo/term/GO:1904358
positive regulation of glomerular mesangial cell proliferation	Gene Ontology	GO:0072126	1	5	0.0229288522262	0.10116248965	IL6R	http://amigo.geneontology.org/amigo/term/GO:0072126
neutrophil homeostasis	Gene Ontology	GO:0001780	1	5	0.0229288522262	0.10116248965	SH2B3	http://amigo.geneontology.org/amigo/term/GO:0001780
mitochondrial tRNA methylation	Gene Ontology	GO:0070901	1	5	0.0229288522262	0.10116248965	KIAA0391	http://amigo.geneontology.org/amigo/term/GO:0070901
peptide transport	Gene Ontology	GO:0015833	1	5	0.0229288522262	0.10116248965	ABCB9	http://amigo.geneontology.org/amigo/term/GO:0015833
chromosome organization involved in meiotic cell cycle	Gene Ontology	GO:0070192	1	5	0.0229288522262	0.10116248965	RAD50	http://amigo.geneontology.org/amigo/term/GO:0070192
meiosis I	Gene Ontology	GO:0007127	1	5	0.0229288522262	0.10116248965	MEI1	http://amigo.geneontology.org/amigo/term/GO:0007127
beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity	Gene Ontology	GO:0003831	1	5	0.0229288522262	0.10116248965	B4GALT3	http://amigo.geneontology.org/amigo/term/GO:0003831
negative regulation of immunoglobulin production	Gene Ontology	GO:0002638	1	5	0.0229288522262	0.10116248965	ZPBP2	http://amigo.geneontology.org/amigo/term/GO:0002638
negative regulation of telomere capping	Gene Ontology	GO:1904354	1	5	0.0229288522262	0.10116248965	RAD50	http://amigo.geneontology.org/amigo/term/GO:1904354
regulation of striated muscle tissue development	Gene Ontology	GO:0016202	1	5	0.0229288522262	0.10116248965	SMAD3	http://amigo.geneontology.org/amigo/term/GO:0016202
activation of protein kinase C activity	Gene Ontology	GO:1990051	1	5	0.0229288522262	0.10116248965	CD86	http://amigo.geneontology.org/amigo/term/GO:1990051
ErbB-3 class receptor binding	Gene Ontology	GO:0043125	1	5	0.0229288522262	0.10116248965	ERBB3	http://amigo.geneontology.org/amigo/term/GO:0043125
regulation of dephosphorylation	Gene Ontology	GO:0035303	1	5	0.0229288522262	0.10116248965	PPP2R3C	http://amigo.geneontology.org/amigo/term/GO:0035303
