##Databases: KEGG PATHWAY, Reactome, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
cytokine-mediated signaling pathway	Gene Ontology	GO:0019221	3	282	0.00226054434739	0.0308497816821	CCL20|CDKN1A|MMP9	http://amigo.geneontology.org/amigo/term/GO:0019221
negative regulation of protein binding	Gene Ontology	GO:0032091	2	77	0.0024069437351	0.0322160161467	CDKN1A|CTSZ	http://amigo.geneontology.org/amigo/term/GO:0032091
G protein-coupled receptor signaling pathway	Gene Ontology	GO:0007186	5	1132	0.0036042049655	0.0432504595859	PTGDR|CCL20|PTGDR2|RGS16|GALR2	http://amigo.geneontology.org/amigo/term/GO:0007186
cell division	Gene Ontology	GO:0051301	3	346	0.00399580784143	0.0455915124202	DYRK3|PHF13|CDC20	http://amigo.geneontology.org/amigo/term/GO:0051301
neuropeptide signaling pathway	Gene Ontology	GO:0007218	2	107	0.00451971027804	0.0481677206969	GALR2|PTGDR2	http://amigo.geneontology.org/amigo/term/GO:0007218
regulation of transcription by RNA polymerase II	Gene Ontology	GO:0006357	4	751	0.00489557771811	0.0481677206969	SIM2|CDKN1A|NR2F6|ZNF442	http://amigo.geneontology.org/amigo/term/GO:0006357
Cul4B-RING E3 ubiquitin ligase complex	Gene Ontology	GO:0031465	1	5	0.00548674597398	0.0481677206969	DTL	http://amigo.geneontology.org/amigo/term/GO:0031465
stress granule disassembly	Gene Ontology	GO:0035617	1	5	0.00548674597398	0.0481677206969	DYRK3	http://amigo.geneontology.org/amigo/term/GO:0035617
semicircular canal morphogenesis	Gene Ontology	GO:0048752	1	5	0.00548674597398	0.0481677206969	NR4A3	http://amigo.geneontology.org/amigo/term/GO:0048752
regulation of TORC1 signaling	Gene Ontology	GO:1903432	1	5	0.00548674597398	0.0481677206969	DYRK3	http://amigo.geneontology.org/amigo/term/GO:1903432
negative regulation of neurotransmitter secretion	Gene Ontology	GO:0046929	1	5	0.00548674597398	0.0481677206969	SLC30A1	http://amigo.geneontology.org/amigo/term/GO:0046929
glycolipid binding	Gene Ontology	GO:0051861	1	5	0.00548674597398	0.0481677206969	HSPA2	http://amigo.geneontology.org/amigo/term/GO:0051861
positive regulation of ATPase-coupled calcium transmembrane transporter activity	Gene Ontology	GO:1901896	1	5	0.00548674597398	0.0481677206969	HSPA2	http://amigo.geneontology.org/amigo/term/GO:1901896
positive regulation of fatty acid oxidation	Gene Ontology	GO:0046321	1	5	0.00548674597398	0.0481677206969	NR4A3	http://amigo.geneontology.org/amigo/term/GO:0046321
cadmium ion transmembrane transport	Gene Ontology	GO:0070574	1	5	0.00548674597398	0.0481677206969	SLC30A1	http://amigo.geneontology.org/amigo/term/GO:0070574
cellular response to prostaglandin D stimulus	Gene Ontology	GO:0071799	1	5	0.00548674597398	0.0481677206969	PTGDR	http://amigo.geneontology.org/amigo/term/GO:0071799
regulation of meiotic nuclear division	Gene Ontology	GO:0040020	1	5	0.00548674597398	0.0481677206969	CDC20	http://amigo.geneontology.org/amigo/term/GO:0040020
chemotaxis	Gene Ontology	GO:0006935	2	119	0.00553651962034	0.0481677206969	CCL20|PTGDR2	http://amigo.geneontology.org/amigo/term/GO:0006935
ficolin-1-rich granule lumen	Gene Ontology	GO:1904813	2	123	0.00589665418362	0.0489368581554	CTSZ|MMP9	http://amigo.geneontology.org/amigo/term/GO:1904813
sequence-specific DNA binding	Gene Ontology	GO:0043565	3	405	0.00616086541278	0.0489368581554	NR2F6|NR4A3|NR4A1	http://amigo.geneontology.org/amigo/term/GO:0043565
cellular response to interleukin-3	Gene Ontology	GO:0036016	1	6	0.00639835358066	0.0489368581554	MT2A	http://amigo.geneontology.org/amigo/term/GO:0036016
cellular response to catecholamine stimulus	Gene Ontology	GO:0071870	1	6	0.00639835358066	0.0489368581554	NR4A3	http://amigo.geneontology.org/amigo/term/GO:0071870
negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	Gene Ontology	GO:2001268	1	6	0.00639835358066	0.0489368581554	MMP9	http://amigo.geneontology.org/amigo/term/GO:2001268
negative regulation of plasminogen activation	Gene Ontology	GO:0010757	1	6	0.00639835358066	0.0489368581554	CTSZ	http://amigo.geneontology.org/amigo/term/GO:0010757
adenosine metabolic process	Gene Ontology	GO:0046085	1	6	0.00639835358066	0.0489368581554	PTGDR	http://amigo.geneontology.org/amigo/term/GO:0046085
interleukin-17 receptor activity	Gene Ontology	GO:0030368	1	6	0.00639835358066	0.0489368581554	IL17RB	http://amigo.geneontology.org/amigo/term/GO:0030368
positive regulation of feeding behavior	Gene Ontology	GO:2000253	1	6	0.00639835358066	0.0489368581554	NR4A3	http://amigo.geneontology.org/amigo/term/GO:2000253
immune response	Gene Ontology	GO:0006955	3	427	0.00711651309985	0.0500831719262	CCL20|PTGDR2|DTL	http://amigo.geneontology.org/amigo/term/GO:0006955
positive regulation of glucose transmembrane transport	Gene Ontology	GO:0010828	1	7	0.00730914876492	0.0500831719262	NR4A3	http://amigo.geneontology.org/amigo/term/GO:0010828
negative regulation of calcium ion import	Gene Ontology	GO:0090281	1	7	0.00730914876492	0.0500831719262	SLC30A1	http://amigo.geneontology.org/amigo/term/GO:0090281
CCR6 chemokine receptor binding	Gene Ontology	GO:0031731	1	7	0.00730914876492	0.0500831719262	CCL20	http://amigo.geneontology.org/amigo/term/GO:0031731
positive regulation of receptor binding	Gene Ontology	GO:1900122	1	7	0.00730914876492	0.0500831719262	MMP9	http://amigo.geneontology.org/amigo/term/GO:1900122
regulation of cellular response to stress	Gene Ontology	GO:0080135	1	7	0.00730914876492	0.0500831719262	DYRK3	http://amigo.geneontology.org/amigo/term/GO:0080135
common myeloid progenitor cell proliferation	Gene Ontology	GO:0035726	1	7	0.00730914876492	0.0500831719262	NR4A3	http://amigo.geneontology.org/amigo/term/GO:0035726
positive regulation of cytosolic calcium ion concentration	Gene Ontology	GO:0007204	2	146	0.00816824497778	0.0519010292701	PTGDR|GALR2	http://amigo.geneontology.org/amigo/term/GO:0007204
cellular response to UV-B	Gene Ontology	GO:0071493	1	8	0.00821913223009	0.0519010292701	CDKN1A	http://amigo.geneontology.org/amigo/term/GO:0071493
T cell migration	Gene Ontology	GO:0072678	1	8	0.00821913223009	0.0519010292701	CCL20	http://amigo.geneontology.org/amigo/term/GO:0072678
endothelial cell chemotaxis	Gene Ontology	GO:0035767	1	8	0.00821913223009	0.0519010292701	NR4A1	http://amigo.geneontology.org/amigo/term/GO:0035767
monocyte activation	Gene Ontology	GO:0042117	1	8	0.00821913223009	0.0519010292701	MT1G	http://amigo.geneontology.org/amigo/term/GO:0042117
anaphase-promoting complex binding	Gene Ontology	GO:0010997	1	8	0.00821913223009	0.0519010292701	CDC20	http://amigo.geneontology.org/amigo/term/GO:0010997
regulation of cell cycle G1/S phase transition	Gene Ontology	GO:1902806	1	8	0.00821913223009	0.0519010292701	CDKN1A	http://amigo.geneontology.org/amigo/term/GO:1902806
DNA-binding transcription factor activity, RNA polymerase II-specific	Gene Ontology	GO:0000981	4	874	0.00827731932326	0.0519010292701	NR2F6|NR4A3|NR4A1|SIM2	http://amigo.geneontology.org/amigo/term/GO:0000981
protein kinase binding	Gene Ontology	GO:0019901	3	461	0.00875849079188	0.0526512664302	NR4A3|CDKN1A|RND1	http://amigo.geneontology.org/amigo/term/GO:0019901
regulation of smooth muscle cell proliferation	Gene Ontology	GO:0048660	1	9	0.00912830467897	0.0526512664302	NR4A3	http://amigo.geneontology.org/amigo/term/GO:0048660
cardiac muscle cell development	Gene Ontology	GO:0055013	1	9	0.00912830467897	0.0526512664302	ALPK2	http://amigo.geneontology.org/amigo/term/GO:0055013
positive regulation of synapse maturation	Gene Ontology	GO:0090129	1	9	0.00912830467897	0.0526512664302	CDC20	http://amigo.geneontology.org/amigo/term/GO:0090129
zinc ion transport	Gene Ontology	GO:0006829	1	9	0.00912830467897	0.0526512664302	SLC30A1	http://amigo.geneontology.org/amigo/term/GO:0006829
interleukin-17-mediated signaling pathway	Gene Ontology	GO:0097400	1	9	0.00912830467897	0.0526512664302	IL17RB	http://amigo.geneontology.org/amigo/term/GO:0097400
nuclear chromatin	Gene Ontology	GO:0000790	4	915	0.00967804126944	0.0526512664302	NR2F6|NR4A3|NR4A1|SIM2	http://amigo.geneontology.org/amigo/term/GO:0000790
negative regulation of inclusion body assembly	Gene Ontology	GO:0090084	1	10	0.0100366668137	0.0526512664302	HSPA2	http://amigo.geneontology.org/amigo/term/GO:0090084
meiotic spindle	Gene Ontology	GO:0072687	1	10	0.0100366668137	0.0526512664302	HSPA2	http://amigo.geneontology.org/amigo/term/GO:0072687
cellular response to leptin stimulus	Gene Ontology	GO:0044320	1	10	0.0100366668137	0.0526512664302	NR4A3	http://amigo.geneontology.org/amigo/term/GO:0044320
mitotic sister chromatid cohesion	Gene Ontology	GO:0007064	1	10	0.0100366668137	0.0526512664302	CDC20	http://amigo.geneontology.org/amigo/term/GO:0007064
positive regulation of programmed cell death	Gene Ontology	GO:0043068	1	10	0.0100366668137	0.0526512664302	CDKN1A	http://amigo.geneontology.org/amigo/term/GO:0043068
phosphatidylinositol metabolic process	Gene Ontology	GO:0046488	1	10	0.0100366668137	0.0526512664302	GALR2	http://amigo.geneontology.org/amigo/term/GO:0046488
positive regulation of synaptic plasticity	Gene Ontology	GO:0031915	1	10	0.0100366668137	0.0526512664302	CDC20	http://amigo.geneontology.org/amigo/term/GO:0031915
CatSper complex	Gene Ontology	GO:0036128	1	10	0.0100366668137	0.0526512664302	HSPA2	http://amigo.geneontology.org/amigo/term/GO:0036128
protein tyrosine/threonine phosphatase activity	Gene Ontology	GO:0008330	1	10	0.0100366668137	0.0526512664302	DUSP5	http://amigo.geneontology.org/amigo/term/GO:0008330
negative regulation of apoptotic process	Gene Ontology	GO:0043066	3	487	0.0101525742287	0.0527327736059	CDKN1A|DYRK3|MMP9	http://amigo.geneontology.org/amigo/term/GO:0043066
male sex determination	Gene Ontology	GO:0030238	1	11	0.0109442193359	0.0547998320705	PTGDR	http://amigo.geneontology.org/amigo/term/GO:0030238
cell cortex region	Gene Ontology	GO:0099738	1	11	0.0109442193359	0.0547998320705	CTSZ	http://amigo.geneontology.org/amigo/term/GO:0099738
regulation of neuroinflammatory response	Gene Ontology	GO:0150077	1	11	0.0109442193359	0.0547998320705	MMP9	http://amigo.geneontology.org/amigo/term/GO:0150077
neutral amino acid transmembrane transporter activity	Gene Ontology	GO:0015175	1	11	0.0109442193359	0.0547998320705	SLC43A2	http://amigo.geneontology.org/amigo/term/GO:0015175
signal transduction involved in G2 DNA damage checkpoint	Gene Ontology	GO:0072425	1	11	0.0109442193359	0.0547998320705	DTL	http://amigo.geneontology.org/amigo/term/GO:0072425
endoderm formation	Gene Ontology	GO:0001706	1	12	0.0118509629466	0.0554812459816	DUSP5	http://amigo.geneontology.org/amigo/term/GO:0001706
intrinsic component of membrane	Gene Ontology	GO:0031224	1	12	0.0118509629466	0.0554812459816	RGS16	http://amigo.geneontology.org/amigo/term/GO:0031224
cyclin-dependent protein serine/threonine kinase inhibitor activity	Gene Ontology	GO:0004861	1	12	0.0118509629466	0.0554812459816	CDKN1A	http://amigo.geneontology.org/amigo/term/GO:0004861
sleep	Gene Ontology	GO:0030431	1	12	0.0118509629466	0.0554812459816	PTGDR	http://amigo.geneontology.org/amigo/term/GO:0030431
Cul4A-RING E3 ubiquitin ligase complex	Gene Ontology	GO:0031464	1	12	0.0118509629466	0.0554812459816	DTL	http://amigo.geneontology.org/amigo/term/GO:0031464
neuron remodeling	Gene Ontology	GO:0016322	1	12	0.0118509629466	0.0554812459816	RND1	http://amigo.geneontology.org/amigo/term/GO:0016322
positive regulation of keratinocyte migration	Gene Ontology	GO:0051549	1	12	0.0118509629466	0.0554812459816	MMP9	http://amigo.geneontology.org/amigo/term/GO:0051549
calcium channel inhibitor activity	Gene Ontology	GO:0019855	1	12	0.0118509629466	0.0554812459816	SLC30A1	http://amigo.geneontology.org/amigo/term/GO:0019855
angiotensin maturation	Gene Ontology	GO:0002003	1	12	0.0118509629466	0.0554812459816	CTSZ	http://amigo.geneontology.org/amigo/term/GO:0002003
positive regulation of protein phosphorylation	Gene Ontology	GO:0001934	2	178	0.0118774506484	0.0554812459816	HSPA2|MMP9	http://amigo.geneontology.org/amigo/term/GO:0001934
MAP kinase tyrosine/serine/threonine phosphatase activity	Gene Ontology	GO:0017017	1	13	0.0127568983461	0.0562649127759	DUSP5	http://amigo.geneontology.org/amigo/term/GO:0017017
neutral amino acid transport	Gene Ontology	GO:0015804	1	13	0.0127568983461	0.0562649127759	SLC43A2	http://amigo.geneontology.org/amigo/term/GO:0015804
replicative senescence	Gene Ontology	GO:0090399	1	13	0.0127568983461	0.0562649127759	CDKN1A	http://amigo.geneontology.org/amigo/term/GO:0090399
response to hyperoxia	Gene Ontology	GO:0055093	1	13	0.0127568983461	0.0562649127759	CDKN1A	http://amigo.geneontology.org/amigo/term/GO:0055093
response to arsenic-containing substance	Gene Ontology	GO:0046685	1	13	0.0127568983461	0.0562649127759	CDKN1A	http://amigo.geneontology.org/amigo/term/GO:0046685
signal transduction	Gene Ontology	GO:0007165	4	1013	0.0136324237694	0.0562649127759	CCL20|NR4A1|METRNL|DTL	http://amigo.geneontology.org/amigo/term/GO:0007165
cAMP response element binding	Gene Ontology	GO:0035497	1	14	0.0136620262344	0.0562649127759	NR4A3	http://amigo.geneontology.org/amigo/term/GO:0035497
L-alpha-amino acid transmembrane transport	Gene Ontology	GO:1902475	1	14	0.0136620262344	0.0562649127759	SLC43A2	http://amigo.geneontology.org/amigo/term/GO:1902475
DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	Gene Ontology	GO:0006978	1	14	0.0136620262344	0.0562649127759	CDKN1A	http://amigo.geneontology.org/amigo/term/GO:0006978
positive regulation of G protein-coupled receptor signaling pathway	Gene Ontology	GO:0045745	1	14	0.0136620262344	0.0562649127759	PTGDR2	http://amigo.geneontology.org/amigo/term/GO:0045745
positive regulation of ubiquitin protein ligase activity	Gene Ontology	GO:1904668	1	14	0.0136620262344	0.0562649127759	CDC20	http://amigo.geneontology.org/amigo/term/GO:1904668
mast cell degranulation	Gene Ontology	GO:0043303	1	14	0.0136620262344	0.0562649127759	NR4A3	http://amigo.geneontology.org/amigo/term/GO:0043303
cellular copper ion homeostasis	Gene Ontology	GO:0006878	1	14	0.0136620262344	0.0562649127759	MT2A	http://amigo.geneontology.org/amigo/term/GO:0006878
negative regulation of DNA biosynthetic process	Gene Ontology	GO:2000279	1	14	0.0136620262344	0.0562649127759	CDKN1A	http://amigo.geneontology.org/amigo/term/GO:2000279
response to amyloid-beta	Gene Ontology	GO:1904645	1	14	0.0136620262344	0.0562649127759	MMP9	http://amigo.geneontology.org/amigo/term/GO:1904645
extracellular space	Gene Ontology	GO:0005615	5	1572	0.0138824609225	0.0568364282473	CCL20|CTSZ|DTL|METRNL|MMP9	http://amigo.geneontology.org/amigo/term/GO:0005615
response to organonitrogen compound	Gene Ontology	GO:0010243	1	15	0.0145663473105	0.0579324441608	CDKN1A	http://amigo.geneontology.org/amigo/term/GO:0010243
epithelial tube branching involved in lung morphogenesis	Gene Ontology	GO:0060441	1	15	0.0145663473105	0.0579324441608	CTSZ	http://amigo.geneontology.org/amigo/term/GO:0060441
positive regulation of T cell migration	Gene Ontology	GO:2000406	1	15	0.0145663473105	0.0579324441608	CCL20	http://amigo.geneontology.org/amigo/term/GO:2000406
negative regulation of DNA damage response, signal transduction by p53 class mediator	Gene Ontology	GO:0043518	1	15	0.0145663473105	0.0579324441608	DYRK3	http://amigo.geneontology.org/amigo/term/GO:0043518
male germ cell nucleus	Gene Ontology	GO:0001673	1	15	0.0145663473105	0.0579324441608	HSPA2	http://amigo.geneontology.org/amigo/term/GO:0001673
negative regulation of phosphorylation	Gene Ontology	GO:0042326	1	16	0.0154698622733	0.0582001304984	CDKN1A	http://amigo.geneontology.org/amigo/term/GO:0042326
regulation of dendrite development	Gene Ontology	GO:0050773	1	16	0.0154698622733	0.0582001304984	CDC20	http://amigo.geneontology.org/amigo/term/GO:0050773
monocarboxylic acid transport	Gene Ontology	GO:0015718	1	16	0.0154698622733	0.0582001304984	SLC16A14	http://amigo.geneontology.org/amigo/term/GO:0015718
L-amino acid transmembrane transporter activity	Gene Ontology	GO:0015179	1	16	0.0154698622733	0.0582001304984	SLC43A2	http://amigo.geneontology.org/amigo/term/GO:0015179
mitotic chromosome condensation	Gene Ontology	GO:0007076	1	16	0.0154698622733	0.0582001304984	PHF13	http://amigo.geneontology.org/amigo/term/GO:0007076
carboxypeptidase activity	Gene Ontology	GO:0004180	1	16	0.0154698622733	0.0582001304984	CTSZ	http://amigo.geneontology.org/amigo/term/GO:0004180
detection of temperature stimulus involved in sensory perception of pain	Gene Ontology	GO:0050965	1	16	0.0154698622733	0.0582001304984	NR2F6	http://amigo.geneontology.org/amigo/term/GO:0050965
positive regulation of vascular associated smooth muscle cell migration	Gene Ontology	GO:1904754	1	16	0.0154698622733	0.0582001304984	NR4A3	http://amigo.geneontology.org/amigo/term/GO:1904754
response to corticosterone	Gene Ontology	GO:0051412	1	17	0.0163725718206	0.0587387112741	CDKN1A	http://amigo.geneontology.org/amigo/term/GO:0051412
cellular respiration	Gene Ontology	GO:0045333	1	17	0.0163725718206	0.0587387112741	NR4A3	http://amigo.geneontology.org/amigo/term/GO:0045333
mitotic cell cycle arrest	Gene Ontology	GO:0071850	1	17	0.0163725718206	0.0587387112741	CDKN1A	http://amigo.geneontology.org/amigo/term/GO:0071850
monocyte differentiation	Gene Ontology	GO:0030224	1	17	0.0163725718206	0.0587387112741	MT1G	http://amigo.geneontology.org/amigo/term/GO:0030224
monocarboxylic acid transmembrane transporter activity	Gene Ontology	GO:0008028	1	17	0.0163725718206	0.0587387112741	SLC16A14	http://amigo.geneontology.org/amigo/term/GO:0008028
positive regulation of brown fat cell differentiation	Gene Ontology	GO:0090336	1	17	0.0163725718206	0.0587387112741	METRNL	http://amigo.geneontology.org/amigo/term/GO:0090336
negative regulation of vascular associated smooth muscle cell proliferation	Gene Ontology	GO:1904706	1	18	0.0172744766501	0.0610306383171	CDKN1A	http://amigo.geneontology.org/amigo/term/GO:1904706
zinc ion transmembrane transport	Gene Ontology	GO:0071577	1	18	0.0172744766501	0.0610306383171	SLC30A1	http://amigo.geneontology.org/amigo/term/GO:0071577
cell surface	Gene Ontology	GO:0009986	3	598	0.0175031893975	0.0612352063808	HSPA2|CTSZ|IL17RB	http://amigo.geneontology.org/amigo/term/GO:0009986
cellular response to extracellular stimulus	Gene Ontology	GO:0031668	1	19	0.0181755774586	0.0629363279162	CDKN1A	http://amigo.geneontology.org/amigo/term/GO:0031668
positive regulation of cardiac muscle hypertrophy	Gene Ontology	GO:0010613	1	20	0.0190758749423	0.0634425661644	NR4A3	http://amigo.geneontology.org/amigo/term/GO:0010613
response to X-ray	Gene Ontology	GO:0010165	1	20	0.0190758749423	0.0634425661644	CDKN1A	http://amigo.geneontology.org/amigo/term/GO:0010165
protein refolding	Gene Ontology	GO:0042026	1	20	0.0190758749423	0.0634425661644	HSPA2	http://amigo.geneontology.org/amigo/term/GO:0042026
negative regulation of adenylate cyclase activity	Gene Ontology	GO:0007194	1	20	0.0190758749423	0.0634425661644	GALR2	http://amigo.geneontology.org/amigo/term/GO:0007194
B cell homeostasis	Gene Ontology	GO:0001782	1	21	0.019975369797	0.0634425661644	DTL	http://amigo.geneontology.org/amigo/term/GO:0001782
cell migration involved in sprouting angiogenesis	Gene Ontology	GO:0002042	1	21	0.019975369797	0.0634425661644	NR4A1	http://amigo.geneontology.org/amigo/term/GO:0002042
cortical cytoskeleton organization	Gene Ontology	GO:0030865	1	21	0.019975369797	0.0634425661644	RND1	http://amigo.geneontology.org/amigo/term/GO:0030865
negative regulation of axonogenesis	Gene Ontology	GO:0050771	1	21	0.019975369797	0.0634425661644	OMG	http://amigo.geneontology.org/amigo/term/GO:0050771
zinc ion transmembrane transporter activity	Gene Ontology	GO:0005385	1	21	0.019975369797	0.0634425661644	SLC30A1	http://amigo.geneontology.org/amigo/term/GO:0005385
pericentriolar material	Gene Ontology	GO:0000242	1	21	0.019975369797	0.0634425661644	DYRK3	http://amigo.geneontology.org/amigo/term/GO:0000242
response to muscle activity	Gene Ontology	GO:0014850	1	21	0.019975369797	0.0634425661644	METRNL	http://amigo.geneontology.org/amigo/term/GO:0014850
mitotic G2 DNA damage checkpoint	Gene Ontology	GO:0007095	1	21	0.019975369797	0.0634425661644	CDKN1A	http://amigo.geneontology.org/amigo/term/GO:0007095
regulation of neuron death	Gene Ontology	GO:1901214	1	21	0.019975369797	0.0634425661644	CTSZ	http://amigo.geneontology.org/amigo/term/GO:1901214
mast cell granule	Gene Ontology	GO:0042629	1	22	0.0208740627179	0.0634425661644	NR4A3	http://amigo.geneontology.org/amigo/term/GO:0042629
mitotic spindle assembly checkpoint	Gene Ontology	GO:0007094	1	22	0.0208740627179	0.0634425661644	CDC20	http://amigo.geneontology.org/amigo/term/GO:0007094
peptidyl-threonine dephosphorylation	Gene Ontology	GO:0035970	1	22	0.0208740627179	0.0634425661644	DUSP5	http://amigo.geneontology.org/amigo/term/GO:0035970
anaphase-promoting complex	Gene Ontology	GO:0005680	1	22	0.0208740627179	0.0634425661644	CDC20	http://amigo.geneontology.org/amigo/term/GO:0005680
macrophage differentiation	Gene Ontology	GO:0030225	1	22	0.0208740627179	0.0634425661644	MMP9	http://amigo.geneontology.org/amigo/term/GO:0030225
calcium-mediated signaling using intracellular calcium source	Gene Ontology	GO:0035584	1	22	0.0208740627179	0.0634425661644	CCL20	http://amigo.geneontology.org/amigo/term/GO:0035584
9+0 non-motile cilium	Gene Ontology	GO:0097731	1	22	0.0208740627179	0.0634425661644	GALR2	http://amigo.geneontology.org/amigo/term/GO:0097731
positive regulation of neural precursor cell proliferation	Gene Ontology	GO:2000179	1	22	0.0208740627179	0.0634425661644	CTSZ	http://amigo.geneontology.org/amigo/term/GO:2000179
gastrulation	Gene Ontology	GO:0007369	1	22	0.0208740627179	0.0634425661644	NR4A3	http://amigo.geneontology.org/amigo/term/GO:0007369
steroid hormone receptor activity	Gene Ontology	GO:0003707	1	22	0.0208740627179	0.0634425661644	NR4A3	http://amigo.geneontology.org/amigo/term/GO:0003707
tissue regeneration	Gene Ontology	GO:0042246	1	23	0.0217719543994	0.0639378914009	CDKN1A	http://amigo.geneontology.org/amigo/term/GO:0042246
positive regulation of epidermal growth factor receptor signaling pathway	Gene Ontology	GO:0045742	1	23	0.0217719543994	0.0639378914009	MMP9	http://amigo.geneontology.org/amigo/term/GO:0045742
negative regulation of intrinsic apoptotic signaling pathway	Gene Ontology	GO:2001243	1	23	0.0217719543994	0.0639378914009	MMP9	http://amigo.geneontology.org/amigo/term/GO:2001243
transcription coactivator binding	Gene Ontology	GO:0001223	1	23	0.0217719543994	0.0639378914009	NR4A3	http://amigo.geneontology.org/amigo/term/GO:0001223
steroid hormone mediated signaling pathway	Gene Ontology	GO:0043401	1	23	0.0217719543994	0.0639378914009	NR4A3	http://amigo.geneontology.org/amigo/term/GO:0043401
calcium ion import	Gene Ontology	GO:0070509	1	23	0.0217719543994	0.0639378914009	SLC30A1	http://amigo.geneontology.org/amigo/term/GO:0070509
cellular senescence	Gene Ontology	GO:0090398	1	23	0.0217719543994	0.0639378914009	CDKN1A	http://amigo.geneontology.org/amigo/term/GO:0090398
cellular response to DNA damage stimulus	Gene Ontology	GO:0006974	2	248	0.0220491558462	0.0642100940123	CDKN1A|DTL	http://amigo.geneontology.org/amigo/term/GO:0006974
RNA polymerase II cis-regulatory region sequence-specific DNA binding	Gene Ontology	GO:0000978	3	656	0.0222694345345	0.0643133877014	NR2F6|NR4A3|NR4A1	http://amigo.geneontology.org/amigo/term/GO:0000978
male meiosis I	Gene Ontology	GO:0007141	1	24	0.0226690455356	0.0643985946644	HSPA2	http://amigo.geneontology.org/amigo/term/GO:0007141
male meiotic nuclear division	Gene Ontology	GO:0007140	1	24	0.0226690455356	0.0643985946644	HSPA2	http://amigo.geneontology.org/amigo/term/GO:0007140
intrinsic apoptotic signaling pathway	Gene Ontology	GO:0097193	1	25	0.0235653368198	0.0658693752071	CDKN1A	http://amigo.geneontology.org/amigo/term/GO:0097193
synaptonemal complex	Gene Ontology	GO:0000795	1	25	0.0235653368198	0.0658693752071	HSPA2	http://amigo.geneontology.org/amigo/term/GO:0000795
inactivation of MAPK activity	Gene Ontology	GO:0000188	1	25	0.0235653368198	0.0658693752071	DUSP5	http://amigo.geneontology.org/amigo/term/GO:0000188
cellular response to unfolded protein	Gene Ontology	GO:0034620	1	26	0.0244608289448	0.0678276372334	HSPA2	http://amigo.geneontology.org/amigo/term/GO:0034620
protein folding chaperone	Gene Ontology	GO:0044183	1	27	0.0253555226028	0.0689353270764	HSPA2	http://amigo.geneontology.org/amigo/term/GO:0044183
misfolded protein binding	Gene Ontology	GO:0051787	1	27	0.0253555226028	0.0689353270764	HSPA2	http://amigo.geneontology.org/amigo/term/GO:0051787
cellular response to fibroblast growth factor stimulus	Gene Ontology	GO:0044344	1	27	0.0253555226028	0.0689353270764	NR4A1	http://amigo.geneontology.org/amigo/term/GO:0044344
positive regulation of reactive oxygen species metabolic process	Gene Ontology	GO:2000379	1	27	0.0253555226028	0.0689353270764	CDKN1A	http://amigo.geneontology.org/amigo/term/GO:2000379
embryonic pattern specification	Gene Ontology	GO:0009880	1	27	0.0253555226028	0.0689353270764	SIM2	http://amigo.geneontology.org/amigo/term/GO:0009880
extracellular region	Gene Ontology	GO:0005576	5	1843	0.0256958774804	0.0689418689279	CCL20|CTSZ|DTL|IL17RB|MMP9	http://amigo.geneontology.org/amigo/term/GO:0005576
perinuclear region of cytoplasm	Gene Ontology	GO:0048471	3	697	0.0260272573367	0.0689418689279	CDKN1A|CDC20|DTL	http://amigo.geneontology.org/amigo/term/GO:0048471
CCR chemokine receptor binding	Gene Ontology	GO:0048020	1	28	0.0262494184855	0.0689418689279	CCL20	http://amigo.geneontology.org/amigo/term/GO:0048020
histone acetyltransferase binding	Gene Ontology	GO:0035035	1	28	0.0262494184855	0.0689418689279	NR4A3	http://amigo.geneontology.org/amigo/term/GO:0035035
cysteine-type peptidase activity	Gene Ontology	GO:0008234	1	28	0.0262494184855	0.0689418689279	CTSZ	http://amigo.geneontology.org/amigo/term/GO:0008234
endodermal cell differentiation	Gene Ontology	GO:0035987	1	28	0.0262494184855	0.0689418689279	MMP9	http://amigo.geneontology.org/amigo/term/GO:0035987
Cul4-RING E3 ubiquitin ligase complex	Gene Ontology	GO:0080008	1	28	0.0262494184855	0.0689418689279	DTL	http://amigo.geneontology.org/amigo/term/GO:0080008
positive regulation of release of cytochrome c from mitochondria	Gene Ontology	GO:0090200	1	28	0.0262494184855	0.0689418689279	MMP9	http://amigo.geneontology.org/amigo/term/GO:0090200
proteolysis involved in cellular protein catabolic process	Gene Ontology	GO:0051603	1	28	0.0262494184855	0.0689418689279	CTSZ	http://amigo.geneontology.org/amigo/term/GO:0051603
entrainment of circadian clock by photoperiod	Gene Ontology	GO:0043153	1	29	0.0271425172838	0.069709195681	NR2F6	http://amigo.geneontology.org/amigo/term/GO:0043153
protein serine/threonine/tyrosine kinase activity	Gene Ontology	GO:0004712	1	29	0.0271425172838	0.069709195681	DYRK3	http://amigo.geneontology.org/amigo/term/GO:0004712
negative regulation of cyclin-dependent protein serine/threonine kinase activity	Gene Ontology	GO:0045736	1	29	0.0271425172838	0.069709195681	CDKN1A	http://amigo.geneontology.org/amigo/term/GO:0045736
